name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
AH-1 Cobra Display -- Crump,Crump,Tennessee,United States,38327,North America,US-64 at Crump,,public,35.2220,-88.3197
American Legion Post 17 -- Gallatin,Gallatin,Tennessee,United States,37066,North America,Sumner County Regional Airport,,public,36.3787,-86.4117
Arnold Air Force Base Gate Displays,Tullahoma,Tennessee,United States,37389,North America,Arnold AFB Main Gate and Gate 2 - Wattendorf Memorial Highway,https://www.arnold.af.mil,public,35.3644,-86.0541
Beechcraft Heritage Museum,Tullahoma,Tennessee,United States,37388,North America,570 Old Shelbyville Highway,https://beechcrafthm.org/,public,35.372039,-86.244483
Bowser Ridge Model Airport T-33 Display -- Kingsport,Kingsport,Tennessee,United States,37660,North America,Bowser Ridge Model Airport,,public,36.4191,-82.5350
Captain Jeff Kuss USMC Memorial -- Smyrna,Smyrna,Tennessee,United States,37167,North America,Smyrna Airport - Sam Ridley Parkway,,public,35.9961,-86.5192
Cumberland County High School -- Crossville,Crossville,Tennessee,United States,38555,North America,660 Stanley Street,,public,35.9413,-85.0359
Don F. Pratt Memorial Museum,Fort Campbell,Tennessee,United States,42223,North America,5702 Tennessee Avenue Fort Campbell,https://home.army.mil/campbell/units/history/museum,restricted,36.639561,-87.448114
Don F. Pratt Memorial Museum Air Park,Fort Campbell,Tennessee,United States,42223,North America,5702 Tennessee Avenue - Fort Campbell,,restricted,36.6394,-87.4546
Graceland -- Memphis,Memphis,Tennessee,United States,38116,North America,3717 Elvis Presley Boulevard,https://www.graceland.com,public,35.0471,-90.0257
Mark Anton Airport T-33 Display -- Dayton,Dayton,Tennessee,United States,37321,North America,Mark Anton Airport - Walter Squire Road,,public,35.4808,-84.9389
Patriot Park -- Covington,Covington,Tennessee,United States,38019,North America,Patriot Park,,public,35.5637,-89.6494
Sequatchie County Veterans Memorial Park -- Dunlap,Dunlap,Tennessee,United States,37327,North America,Sequatchie County Veterans Memorial Park,,public,35.3548,-85.4015
Smyrna Airport Cobra Display -- Smyrna,Smyrna,Tennessee,United States,37167,North America,Smyrna Airport,,public,36.0083,-86.5067
Swift Museum Foundation,Athens,Tennessee,United States,37303,North America,223 County Road 552,https://swiftmuseumfoundation.org/,public,35.395617,-84.561678
Tennessee Air National Guard 118th Wing - Berry Field,Nashville,Tennessee,United States,37217,North America,Berry Field Air National Guard Base - Nashville International Airport,,restricted,36.1120,-86.6741
Tennessee Air National Guard 134th Air Refueling Wing,Louisville,Tennessee,United States,37777,North America,McGhee Tyson Air National Guard Base,,restricted,35.8157,-83.9981
Tennessee Air National Guard 241st Engineering Installation Squadron,Chattanooga,Tennessee,United States,37421,North America,Lovell Field - 6800 Perimeter Road,,restricted,35.0747,-85.1634
Tennessee Army Aviation Support Facility -- Jackson,Jackson,Tennessee,United States,38301,North America,McKellar-Sipes Regional Airport,,restricted,35.5985,-88.9110
Tennessee Museum of Aviation,Sevierville,Tennessee,United States,37862,North America,135 Air Museum Way,https://www.tnairmuseum.com/,public,35.860556,-83.535000
Tennessee State University ROTC -- Nashville,Nashville,Tennessee,United States,37209,North America,3500 John A Merritt Boulevard,,public,36.1665,-86.8270
Tennessee Wings of Liberty Museum,Clarksville,Tennessee,United States,37042,North America,400 Wings of Liberty Way,https://home.army.mil/campbell/museum,public,36.6318,-87.4363
Trooper Island F-84 Display -- Livingston,Livingston,Tennessee,United States,38570,North America,Trooper Island - Lillydale Recreation Area - Dale Hollow Lake,,restricted,36.6256,-85.2924
Veterans Memorial Park of Collegedale -- Collegedale,Collegedale,Tennessee,United States,37315,North America,off Apison Pike - foot access from Collegedale Library,https://www.collegedaletn.gov,public,35.0628,-85.0690
Veterans Museum -- Halls,Halls,Tennessee,United States,38040,North America,Arnold Field Airport,https://www.hallstn.com/,public,35.894872,-89.402658
Veterans of Foreign Wars Post 4641 -- Dickson,Dickson,Tennessee,United States,37055,North America,VFW Post 4641,,public,36.0562,-87.3678
Veterans of Foreign Wars Post 5146 -- Athens,Athens,Tennessee,United States,37303,North America,1401 Decatur Pike,,public,35.4756,-84.5981
Veterans of Foreign Wars Post 5154 -- Alcoa,Alcoa,Tennessee,United States,37701,North America,VFW Post 5154 - near McGhee Tyson Airport,,public,35.8117,-84.0082
Veterans of Foreign Wars Post 5156 -- Sweetwater,Sweetwater,Tennessee,United States,37874,North America,VFW Post 5156,,public,35.5916,-84.4398
Vietnam Veterans of America Chapter 203 -- Soddy-Daisy,Soddy-Daisy,Tennessee,United States,37379,North America,Soddy Daisy Veterans Park,,public,35.2295,-85.2110
