name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Beech 18 Roundabout Jeddah,Jeddah,Makkah Region,Saudi Arabia,,Middle East,"Roundabout on King Khalid Street, Al Faiha'a district (old Kandara airport area), Jeddah",,public,21.5018,39.2036
King Abdulaziz Air Base Interior Displays,Dhahran,Eastern Province,Saudi Arabia,,Middle East,"King Abdulaziz Air Base (inside the perimeter: VIP terminal, Technical Studies Institute, aeromedical centre, squadron areas), Dhahran",,restricted,26.2799,50.1627
King Abdulaziz Air Base Main Gate Displays,Dhahran,Eastern Province,Saudi Arabia,,Middle East,"Main entrance of King Abdulaziz Air Base, King Saud Road side, Dhahran",,public,26.2929,50.1583
King Abdullah Air Base Displays Jeddah,Jeddah,Makkah Region,Saudi Arabia,,Middle East,"King Abdullah Air Base (RSAF side of King Abdulaziz International Airport), Jeddah",,restricted,21.6870,39.1853
King Fahd Air Base Displays,Taif,Makkah Region,Saudi Arabia,,Middle East,"King Fahd Air Base (Taif International Airport military side), Al Hawiyah, Taif",,restricted,21.4645,40.5311
King Fahd University of Petroleum and Minerals T-33,Dhahran,Eastern Province,Saudi Arabia,,Middle East,"King Fahd University of Petroleum and Minerals campus, Dhahran",,appointment,26.3046,50.1477
King Faisal Air Base Air Park,Tabuk,Tabuk Province,Saudi Arabia,,Middle East,"King Faisal Air Base (Prince Sultan bin Abdulaziz Airport), inside the main gate, Tabuk",,restricted,28.3804,36.6054
King Faisal Air Base Airplane Roundabout,Tabuk,Tabuk Province,Saudi Arabia,,Middle East,"Airplane Roundabout (Dawwar al-Ta'irah) on Airport Road outside the main gate of King Faisal Air Base, Tabuk",,public,28.387229,36.594182
King Khalid Air Base Displays,Khamis Mushait,Asir Province,Saudi Arabia,,Middle East,"King Khalid Air Base, Khamis Mushait",,restricted,18.2721,42.8060
Prince Majed Park Dakota,Jeddah,Makkah Region,Saudi Arabia,,Middle East,"Prince Majed Park (Hadiqat al-Amir Majid), Al-Makarona branch road, Al-Rabwah, Jeddah",,public,21.5914,39.1838
Prince Sultan Air Base Gate Roundabout Lightning,Al Kharj,Riyadh Region,Saudi Arabia,,Middle East,"Traffic circle outside the main gate of Prince Sultan Air Base, Al Kharj",,public,24.175664,47.517913
Ras Al-Sheikh Hamid Catalina Wreck,Al-Bad',Tabuk Province,Saudi Arabia,,Middle East,"Beach at Ras Al-Sheikh Hamid (Ash Shaykh Humayd), Gulf of Aqaba coast south of Maqna, Al-Bad' governorate",,public,28.0909,34.6086
Saqr Al-Jazira Royal Saudi Air Force Museum,Riyadh,Riyadh Region,Saudi Arabia,12451,Middle East,"Eastern Ring Road (between exits 10 and 11), King Abdullah District, Riyadh 12451",,public,24.7541,46.7391
Taif's Heart Mall Lightning,Taif,Makkah Region,Saudi Arabia,,Middle East,"Taif's Heart Mall entrance, Okaz / Al Ryan district, Taif",,public,21.2872,40.4186
Vampire FB.52 515 Display Al-Salamah Jeddah,Jeddah,Makkah Region,Saudi Arabia,,Middle East,"Prince Sultan Road, Al-Salamah district, Jeddah (institution not identified)",,public,21.5980,39.1445
