name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Museo Nacional de Aviación -- Ilopango,Ilopango,San Salvador,El Salvador,,North America,"Boulevard del Ejército Km 9½, Base Aérea Militar de Ilopango",https://www.fas.gob.sv/museo/mna.html,public,13.6957352,-89.1150382
Plaza de la Aviación -- Ilopango,Ilopango,San Salvador,El Salvador,,North America,"Aeropuerto Internacional de Ilopango, Boulevard del Ejército",,public,,
Monumento a los Paracaidistas -- Ilopango,Ilopango,San Salvador,El Salvador,,North America,"Boulevard del Ejército, east entrance of Base Aérea de Ilopango",,public,,
Museo de Historia Militar Cuartel El Zapote,San Salvador,San Salvador,El Salvador,,North America,"Avenida Los Diplomáticos, Barrio San Jacinto (former Cuartel El Zapote / former presidential residence grounds)",,public,13.6816228,-89.1930133
Base Aérea de Ilopango,Ilopango,San Salvador,El Salvador,,North America,"Base Aérea Militar de Ilopango, Boulevard del Ejército",,restricted,,
Segunda Brigada Aérea -- Comalapa,San Pedro Masahuat,La Paz,El Salvador,1604,North America,Base Aérea Militar de Comalapa,,restricted,13.4502658,-89.0444888
Autoridad de Aviación Civil -- Ilopango,Ilopango,San Salvador,El Salvador,,North America,"Aeropuerto Internacional de Ilopango (MSSS), shared AAC / ICCAE / COCESNA grounds",,restricted,,
Plaza Bicentenario -- San Salvador,Antiguo Cuscatlán,La Libertad,El Salvador,,North America,Boulevard Luis Poma,,public,,
Parque Infantil de Diversiones -- San Salvador,San Salvador,San Salvador,El Salvador,,North America,"Parque Infantil de Diversiones, Colonia San Carlos / Barrio San José",,public,13.7040745,-89.1939772
Museo de los Niños Tin Marín,San Salvador,San Salvador,El Salvador,,North America,"6a Calle Poniente, Colonia Flor Blanca",https://tinmarin.org/,public,13.6987990,-89.2089250
Museo de la Revolución Salvadoreña,Perquín,Morazán,El Salvador,,North America,"Perquín, Morazán Norte",,public,,
Museo del Aire de Honduras,Tegucigalpa,Francisco Morazán,Honduras,,North America,"Base Aérea Hernán Acosta Mejía, Aeropuerto Internacional de Toncontín",https://www.facebook.com/museo.del.aire.hn/,public,14.053586,-87.216378
Monumentos Aéreos de la Fuerza Aérea Guatemalteca,Ciudad de Guatemala,Guatemala,Guatemala,01013,North America,"11 calle y 15 avenida, Zona 13 (frente a la Base Aérea ""Coronel Guillermo Barrios"" / La Aurora)",,public,,
Museo Militar y Ex Fuerte de San José,Ciudad de Guatemala,Guatemala,Guatemala,01001,North America,"24 calle 3-81, Zona 1, interior del Centro Cultural Miguel Ángel Asturias",,public,,
Museo de los Niños de Guatemala,Ciudad de Guatemala,Guatemala,Guatemala,01013,North America,"5a. calle 10-00, Zona 13",https://museodelosninos.gt/,public,,
Monumento a los Pilotos Aviadores de Alta Verapaz,Cobán,Alta Verapaz,Guatemala,16001,North America,"Rotonda de la Zona 12, sobre la vía al Aeródromo de Cobán",,public,,
Harrier GR.3 ZD669 Display -- Ladyville,Ladyville,Belize District,Belize,,North America,"Ladyville, vicinity of Airport Camp / Price Barracks, Philip S. W. Goldson International Airport",,restricted,,
Parque Natural Altamira -- Antigua Guatemala,Antigua Guatemala,Sacatepéquez,Guatemala,03009,North America,"Calle El Mirador, Aldea El Hato, Vuelta Grande, Antigua Guatemala",,public,14.5957295,-90.7097130
Lemon Tree Hostel -- Antigua Guatemala,Antigua Guatemala,Sacatepéquez,Guatemala,03001,North America,"5a Calle Oriente 12, El Pensativo / Santa Ana, Antigua Guatemala",https://lemontreehostels.com/,public,14.5566016,-90.7304320
Hotel Costa Verde -- Manuel Antonio,Manuel Antonio (Quepos),Puntarenas,Costa Rica,,North America,"Carretera Quepos–Manuel Antonio, Manuel Antonio, Quepos, Puntarenas",https://costaverde.com/airplane-hotel,appointment,,
Restaurante El Avión -- Manuel Antonio,Manuel Antonio (Quepos),Puntarenas,Costa Rica,,North America,"22 Manuel Antonio Road, Quepos, Puntarenas",https://elavion.net/,public,9.402408,-84.153171
Suites Charter Boutique -- Dominical,Dominical,Puntarenas,Costa Rica,60504,North America,"Playa Dominical, Dominical 60504, Costa Rica (adjacent to Ricar2 Restaurante ""El Avión"")",,appointment,,
Museo Aeronáutico de Costa Rica,Lagunilla de Heredia,Heredia,Costa Rica,,North America,"Instalaciones del Instituto de Formación Aeronáutica (IFA), Lagunilla de Heredia",https://museoaeronauticocr.com/,appointment,,
Parque Mirador El Avión -- Condega,Condega,Estelí,Nicaragua,,North America,"Km 185½ Carretera Panamericana, on the hill beside the municipal cemetery, Condega",,public,,
Puerto Salvador Allende -- Managua,Managua,Managua,Nicaragua,,North America,"Malecón de Managua, Puerto Salvador Allende / Plaza La Fe, Distrito I, Managua",,public,,
