name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
120th Airlift Wing Air Park,Great Falls,Montana,United States,59404,North America,"Great Falls International Airport, 2800 Airport Drive",https://www.120thairliftwing.ang.af.mil/,restricted,47.47824,-111.35930
American Legion Post 64 -- Dutton,Dutton,Montana,United States,59433,North America,Main Street,https://mtlegion.org/,public,47.84874,-111.71163
Bert Mooney Airport -- Butte,Butte,Montana,United States,59701,North America,101 Airport Road,https://bertmooneyairport.com/,public,45.95473,-112.50762
Lions Park -- Great Falls,Great Falls,Montana,United States,59405,North America,"Lions Park, 26th Street South at 8th Avenue South",https://greatfallsmt.net/recreation,public,47.49452,-111.26068
Malmstrom Museum and Air Park,Great Falls,Montana,United States,59402,North America,"77th Street North, Malmstrom AFB",https://www.malmstrom.af.mil/About-Us/History/Malmstrom-Museum/,restricted,47.50668,-111.20044
Miracle of America Museum,Polson,Montana,United States,59860,North America,36094 Memory Lane,https://miracleofamericamuseum.org/,public,47.68053,-114.11676
Museum of Mountain Flying,Missoula,Montana,United States,59808,North America,"5843 Museum Way, Missoula International Airport",https://museumofmountainflying.org/,public,46.91754,-114.07805
Rocky Mountain Museum of Military History,Missoula,Montana,United States,59804,North America,"Building T-316, Fort Missoula",https://www.fortmissoulamuseum.org/,public,46.84414,-114.06470
Stonehenge Air Museum,Fortine,Montana,United States,59918,North America,Crystal Lakes Resort Airport,https://stonehengeairmuseum.com/,appointment,48.79849,-114.88883
Valley County Pioneer Museum,Glasgow,Montana,United States,59230,North America,816 US Highway 2 West,https://valleycountymuseum.com/,public,48.20456,-106.64096
