name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Royal Air Force Museum Midlands,Cosford,England,United Kingdom,TF11 8UP,Europe,"RAF Cosford, Shifnal, Shropshire",https://www.rafmuseum.org.uk/midlands/,public,52.64442,-2.31162
"Fleet Air Arm Museum, Yeovilton",Ilchester,England,United Kingdom,BA22 8HT,Europe,"RNAS Yeovilton, Ilchester, Somerset",https://www.royalnavymuseums.org.uk/visit-us/fleet-air-arm-museum,public,51.01179,-2.64673
RNAS Yeovilton Gate Guardians,Ilchester,England,United Kingdom,BA22 8HT,Europe,"RNAS Yeovilton (HMS Heron) main gate, B3151, Ilchester, Somerset",,public,51.01179,-2.64673
"Navy Wings Collection, RNAS Yeovilton",Ilchester,England,United Kingdom,BA22 8HT,Europe,"Navy Wings hangar, RNAS Yeovilton, Ilchester, Somerset",https://navywings.org.uk/,restricted,51.01179,-2.64673
RNAS Yeovilton Station Heritage Aircraft,Ilchester,England,United Kingdom,BA22 8HT,Europe,"RNAS Yeovilton (HMS Heron), Ilchester, Somerset",,restricted,51.01179,-2.64673
RNAS Culdrose Gate Guardians,Helston,England,United Kingdom,TR12 7RH,Europe,"RNAS Culdrose (HMS Seahawk) main gate, Helston, Cornwall",,public,50.08253,-5.25802
RNAS Culdrose Station Heritage Aircraft,Helston,England,United Kingdom,TR12 7RH,Europe,"RNAS Culdrose (HMS Seahawk), Helston, Cornwall",,restricted,50.08253,-5.25802
"National Museum of the Royal Navy, Portsmouth",Portsmouth,England,United Kingdom,PO1 3LJ,Europe,"Portsmouth Historic Dockyard, Main Road, HM Naval Base, Portsmouth",https://www.royalnavymuseums.org.uk/visit-us/portsmouth-historic-dockyard,public,50.79913,-1.10708
Explosion Museum of Naval Firepower,Gosport,England,United Kingdom,PO12 4LE,Europe,"Priddy's Hard, Heritage Way, Gosport, Hampshire",https://www.royalnavymuseums.org.uk/visit-us/explosion-museum-naval-firepower,public,50.80714,-1.12655
"HMS Sultan Gate Guardian, Gosport",Gosport,England,United Kingdom,PO12 3BY,Europe,"HMS Sultan main gate, Military Road, Gosport, Hampshire",,public,50.80229,-1.15988
"Science Museum, London",London,England,United Kingdom,SW7 2DD,Europe,"Exhibition Road, South Kensington, London",https://www.sciencemuseum.org.uk/,public,51.49730,-0.17649
Imperial War Museum London,London,England,United Kingdom,SE1 6HZ,Europe,"Lambeth Road, London",https://www.iwm.org.uk/visits/iwm-london,public,51.49601,-0.10833
Imperial War Museum North,Manchester,England,United Kingdom,M17 1TZ,Europe,"The Quays, Trafford Wharf Road, Trafford Park, Greater Manchester",https://www.iwm.org.uk/visits/iwm-north,public,53.46978,-2.29888
Shuttleworth Collection,Biggleswade,England,United Kingdom,SG18 9EP,Europe,"Old Warden Park, Old Warden, Biggleswade, Bedfordshire",https://www.shuttleworth.org,public,52.090184,-0.322598
RAF Henlow Gate Guardian,Henlow,England,United Kingdom,SG16 6DN,Europe,"Former RAF Henlow, Henlow, Bedfordshire",,public,52.016896,-0.295966
Cranfield University Aircraft Collection,Cranfield,England,United Kingdom,MK43 0AL,Europe,"Cranfield Airport, Cranfield, Bedfordshire",https://www.cranfield.ac.uk,appointment,52.06691,-0.63137
Bottisham Airfield Museum,Bottisham,England,United Kingdom,CB25 9DU,Europe,"Bottisham Airfield, Bottisham, Cambridgeshire",https://bottishamairfieldmuseum.com,public,52.217060,0.264804
RAF Wittering Heritage Museum,Peterborough,England,United Kingdom,PE8 6HB,Europe,"RAF Wittering, Wittering, Peterborough, Cambridgeshire",,restricted,52.615378,-0.446398
RAF Wittering Gate Guardian,Peterborough,England,United Kingdom,PE8 6HB,Europe,"Main gate, RAF Wittering, Wittering, Peterborough, Cambridgeshire",,public,52.61411,-0.44715
RAF Wyton Gate Guardian,Huntingdon,England,United Kingdom,PE28 2EA,Europe,"RAF Wyton, Huntingdon, Cambridgeshire",,public,52.347488,-0.121133
Abbots Ripton Paintball Jet Provost,Abbots Ripton,England,United Kingdom,PE28 2LE,Europe,"Abbots Ripton, Huntingdon, Cambridgeshire",,public,52.4005691,-0.2327519
de Havilland Aircraft Museum,London Colney,England,United Kingdom,AL2 1BU,Europe,"Salisbury Hall, London Colney, St Albans, Hertfordshire",https://www.dehavillandmuseum.co.uk,public,51.714109,-0.268864
City of Norwich Aviation Museum,Norwich,England,United Kingdom,NR10 3JF,Europe,"Old Norwich Road, Horsham St Faith, Norwich, Norfolk",https://www.cnam.org.uk,public,52.68050,1.27726
RAF Air Defence Radar Museum,Neatishead,England,United Kingdom,NR12 8YB,Europe,"RRH Neatishead, Horning Road, Neatishead, Norwich, Norfolk",https://www.radarmuseum.co.uk,public,52.712974,1.471660
Muckleburgh Military Collection,Weybourne,England,United Kingdom,NR25 7EG,Europe,"Weybourne Military Camp, Weybourne, Holt, Norfolk",https://www.muckleburgh.co.uk,public,52.941795,1.131195
Spirit of Coltishall Association,Coltishall,England,United Kingdom,NR10 5FB,Europe,"Badersfield, former RAF Coltishall, Coltishall, Norfolk",https://www.spiritofcoltishall.co.uk,appointment,52.76181401,1.37193758
Marham Aviation Heritage Centre,King's Lynn,England,United Kingdom,PE33 9NP,Europe,"RAF Marham, Marham, King's Lynn, Norfolk",,restricted,52.658463,0.543668
RAF Marham Preserved Aircraft,King's Lynn,England,United Kingdom,PE33 9NP,Europe,"RAF Marham, Marham, King's Lynn, Norfolk",,restricted,52.658591,0.579817
Norwich County Hall Jaguar Monument,Norwich,England,United Kingdom,NR1 2DH,Europe,"County Hall, Martineau Lane, Norwich, Norfolk",,public,52.61587,1.30893
"Jaguar GR.3A Monument, Tattersett",Tattersett,England,United Kingdom,PE31 8RH,Europe,"Tattersett Business Park, Tattersett, King's Lynn, Norfolk",,public,52.835862,0.736586
RAF West Raynham Preserved Aircraft,West Raynham,England,United Kingdom,NR21 7ES,Europe,"Former RAF West Raynham, Fakenham, Norfolk",,appointment,52.791653,0.731610
Swaffham Air Cadets Auster,Swaffham,England,United Kingdom,PE37 7DF,Europe,"Air Training Corps squadron site, Swaffham, Norfolk",,public,52.651002,0.693249
Thetford Paintball Whirlwind,Thetford,England,United Kingdom,IP24 2RL,Europe,"Thetford, Norfolk",,public,52.454209,0.869762
Norfolk and Suffolk Aviation Museum,Bungay,England,United Kingdom,NR35 1NZ,Europe,"The Street, Flixton, Bungay, Suffolk",https://nasam-flixton.com,public,52.43492032,1.39997566
Bentwaters Cold War Museum,Woodbridge,England,United Kingdom,IP12 2TW,Europe,"Bentwaters Parks, Rendlesham, Woodbridge, Suffolk",https://bcwm.org.uk,public,52.131383,1.432491
Suffolk Aviation Heritage Museum,Ipswich,England,United Kingdom,IP10 0AH,Europe,"Foxhall Road, Kesgrave, Ipswich, Suffolk",https://suffolkaviationheritage.org,public,52.05176,1.24006
Wattisham Station Heritage Museum,Ipswich,England,United Kingdom,IP7 7RA,Europe,"Wattisham Airfield, Wattisham, Ipswich, Suffolk",https://www.wattishamstationheritage.org,appointment,52.132230,0.958874
RAF Honington Gate Guardian,Bury St Edmunds,England,United Kingdom,IP31 1EE,Europe,"RAF Honington, Honington, Bury St Edmunds, Suffolk",,public,52.335021,0.775643
RAF Lakenheath Preserved Aircraft,Brandon,England,United Kingdom,IP27 9PN,Europe,"RAF Lakenheath, Lakenheath, Brandon, Suffolk",,restricted,52.41997,0.5794306
Halesworth Airfield Memorial Museum,Halesworth,England,United Kingdom,IP19 8HX,Europe,"Sparrowhawk Way, Holton, Halesworth, Suffolk",https://halesworthairfieldmuseum.co.uk,public,52.351250,1.532477
"Hawker Hunter Gate Guard, Beck Row",Beck Row,England,United Kingdom,IP28 8AA,Europe,"Beck Row, Bury St Edmunds, Suffolk",,public,52.387229,0.503572
Stow Maries Great War Aerodrome,Chelmsford,England,United Kingdom,CM3 6RN,Europe,"Hackmans Lane, Purleigh, Chelmsford, Essex",https://www.stowmaries.org.uk,public,51.670917,0.629463
East Essex Aviation Museum,Clacton-on-Sea,England,United Kingdom,CO16 8NA,Europe,"Martello Tower, Point Clear, St Osyth, Clacton-on-Sea, Essex",,public,51.801029,1.019913
Boxted Airfield Museum,Colchester,England,United Kingdom,CO4 5HU,Europe,"Langham Lane, Boxted, Colchester, Essex",https://boxted-airfield.com,public,51.937515,0.922099
Vulcan Restoration Trust,Southend-on-Sea,England,United Kingdom,SS2 6YF,Europe,"London Southend Airport, Southend-on-Sea, Essex",https://www.avrovulcan.com,appointment,51.567887,0.692522
Hangar 11 Collection,North Weald,England,United Kingdom,CM16 6AA,Europe,"North Weald Airfield, Epping, Essex",https://www.hangar11.co.uk,appointment,51.71549369,0.15889395
Gnat Display Team,North Weald,England,United Kingdom,CM16 6AA,Europe,"North Weald Airfield, Epping, Essex",https://www.gnatdisplayteam.co.uk,appointment,51.71549369,0.15889395
Merville Barracks Dakota Gate Guardian,Colchester,England,United Kingdom,CO2 7UT,Europe,"Merville Barracks, Colchester, Essex",,restricted,51.876828,0.891962
Wickford Paintball Aircraft,Wickford,England,United Kingdom,SS11 7QU,Europe,"Wickford, Essex",,public,51.60378,0.55292
"Gloster Meteor T.7, Thornwood",Epping,England,United Kingdom,CM16 6LU,Europe,"Thornwood Common, Epping, Essex",,appointment,51.724013,0.152880
"511 Squadron ATC Chipmunk, Ramsey",Ramsey,England,United Kingdom,PE26 2PB,Europe,"511 (Ramsey) Squadron Air Training Corps, Redebourne Lane, Ramsey, Huntingdon, Cambridgeshire",,restricted,52.437505,-0.121743
"Blue Bell Inn Lynx, Werrington",Peterborough,England,United Kingdom,PE4 6RU,Europe,"Blue Bell Inn, The Green, Werrington, Peterborough, Cambridgeshire",,public,52.614911,-0.268843
