manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Boeing,767,200,N102DA,,,,Spirit of Delta,fixed_wing,monoplane,civilian,commercial_transport,1982,Boeing 767-232 Ship 102; bought for Delta in 1982 by its own employees through payroll donations; the museum's signature exhibit inside Hangar Two; FAA MASTER September 2026 still shows Delta Air Lines Inc Atlanta GA,c/n 22214; Ship 102; 767-232,Delta Flight Museum,on_display
Boeing,747,400,N661US,,,,Ship 6301,fixed_wing,monoplane,civilian,commercial_transport,1989,Boeing 747-451; the first 747-400 ever built; ex-Northwest Airlines; outdoor walk-through exhibit and event space known as the 747 Experience; FAA MASTER September 2026 shows Delta Air Lines Inc Atlanta GA,c/n 23719; Ship 6301; 747-451,Delta Flight Museum,on_display
Boeing,757,200,N608DA,,,,Ship 608,fixed_wing,monoplane,civilian,commercial_transport,1985,Boeing 757-232; parked outdoors on the museum apron; FAA MASTER September 2026 shows Delta Air Lines Inc Atlanta GA,c/n 22815; 757-232; Ship 608,Delta Flight Museum,on_display
Douglas,DC-3,,,,,N28341,,fixed_wing,monoplane,civilian,commercial_transport,1940,Delta Ship 41; DC-3-357; restored to 1940 Delta livery and displayed inside Hangar One; the museum runs periodic walk-through tours of it; FAA MASTER September 2026 gives DC3-G202A c/n 3278 year 1940 owner Delta Air Lines Inc Atlanta GA,NC28341; c/n 3278; Ship 41; DC-3-357; DC3,Delta Flight Museum,on_display
Douglas,DC-7,B,N4887C,,,,Ship 717,fixed_wing,monoplane,civilian,commercial_transport,,Outdoor display; FAA MASTER September 2026 registers it to Delta Air Transport Heritage Museum DBA Atlanta GA with c/n 45351 — the museum's own registered airframe,c/n 45351; Ship 717; DC7; DC7B,Delta Flight Museum,on_display
Douglas,DC-9,50,N675MC,,,,Ship 675,fixed_wing,monoplane,civilian,commercial_transport,,DC-9-51; ex-Delta; tail and rear fuselage section displayed; no longer in the FAA MASTER file which is consistent with a permanently grounded museum exhibit,c/n 47651; DC-9-51; DC9,Delta Flight Museum,on_display
Lockheed,L-1011,1,N1011,,,TriStar,,fixed_wing,monoplane,civilian,commercial_transport,,Forward fuselage and flight deck only; this is c/n 1001 the very first TriStar built; note the N-number N1011 is now held by an unrelated Cessna T210N in California per FAA MASTER September 2026 so the registration is historic not current,c/n 1001; TriStar prototype,Delta Flight Museum,on_display
Convair,880,22-1,N880AJ,,,,,fixed_wing,monoplane,civilian,commercial_transport,,Cockpit and nose section only; registration and c/n 01 taken from Aerial Visuals dossier 2229 and NOT independently confirmed — the airframe is out of the FAA register; treat the N-number as unverified,c/n 01; CV-880-22-1; nose section,Delta Flight Museum,on_display
Stinson,SR-8,E,N16181,,,Reliant,,fixed_wing,monoplane,civilian,private,1936,Gull-wing Stinson Reliant displayed inside Hangar One; FAA MASTER September 2026 registers it to Delta Air Transport Heritage Museum Inc Atlanta GA c/n 9755 year 1936,c/n 9755; Gull Wing; SR8; SR8E,Delta Flight Museum,on_display
Travel Air,6,B,N8878,,,,,fixed_wing,monoplane,civilian,commercial_transport,1931,Travel Air 6-B; represents Delta's earliest passenger service; displayed inside Hangar One; FAA MASTER September 2026 shows Curtiss Wright Travel Air 6-B c/n 6B-2040 year 1931 owner Delta Air Lines Inc Atlanta GA,c/n 6B-2040; Travel Air 6000,Delta Flight Museum,on_display
Waco,10,,,,,,,fixed_wing,biplane,civilian,private,,Waco 10 also catalogued by the museum as a Waco 125; the museum describes it as the only aircraft of its kind remaining; displayed inside Hangar One; Aerial Visuals gives c/r NC4546 c/n 1397 but that registration is absent from the September 2026 FAA MASTER file so it is recorded here as an alias only,NC4546; c/n 1397; Waco 125; Northwest Waco,Delta Flight Museum,on_display
Stolp,SA-700,,,,,Acroduster I,,fixed_wing,biplane,civilian,private,,Small homebuilt biplane in the museum collection per Aerial Visuals dossier 2229; no registration substantiated,Acroduster I; SA700,Delta Flight Museum,on_display
Huff-Daland,Duster,,,,,,,fixed_wing,biplane,civilian,other,,REPLICA — full-scale reproduction of the crop-duster that Delta's predecessor Huff Daland Dusters flew; displayed inside Hangar One and identified as a replica in the museum's own material; recorded as a replica not an original airframe,crop duster,Delta Flight Museum,on_display
