manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Bell,AH-1,F,66-15283,,,Cobra,,rotary_wing,,military,ground_attack,1966,FAA MASTER September 2026: N283HF Bell AH-1F serial 66-15283 year 1966 owner Army Aviation Heritage Foundation and Museum Hampton GA; flown by the Sky Soldiers demonstration team,N283HF; HueyCobra; Snake; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,67-15589,,,Cobra,,rotary_wing,,military,ground_attack,1967,FAA MASTER September 2026: N589HF Bell AH-1F serial 67-15589 year 1967 owner Army Aviation Heritage Foundation and Museum Hampton GA,N589HF; HueyCobra; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,67-15766,,,Cobra,,rotary_wing,,military,ground_attack,,FAA MASTER September 2026: N766HF Bell AH-1F serial 67-15766 owner Army Aviation Heritage Foundation and Museum Hampton GA,N766HF; HueyCobra; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,67-15826,,,Cobra,,rotary_wing,,military,ground_attack,1967,"FAA MASTER September 2026: N826HF Bell AH-1F serial 67-15826 year 1967; the registry misspells the owner as ""Army Aviation Hertiage Foundation and Museum"" Hampton GA",N826HF; HueyCobra; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,67-15481,,,Cobra,,rotary_wing,,military,ground_attack,,FAA MASTER September 2026: N481HF Bell AH-1F serial 67-15481 owner Army Aviation Heritage Foundation and Museum Hampton GA,N481HF; HueyCobra; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,67-15854,,,Cobra,,rotary_wing,,military,ground_attack,,FAA MASTER September 2026: N854HF Bell AH-1F serial 67-15854 owner Army Aviation Heritage Foundation and Museum Hampton GA,N854HF; HueyCobra; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,68-17082,,,Cobra,,rotary_wing,,military,ground_attack,,FAA MASTER September 2026: N820HF Bell AH-1F serial 68-17082 owner Army Aviation Heritage Foundation and Museum Hampton GA; note the N-number and the serial do not share digits — this is not a transcription error,N820HF; HueyCobra; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,70-15942,,,Cobra,,rotary_wing,,military,ground_attack,,FAA MASTER September 2026: N942HF Bell AH-1F serial 70-15942 owner Army Aviation Heritage Foundation and Museum Hampton GA,N942HF; HueyCobra; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,71-20998,,,Cobra,,rotary_wing,,military,ground_attack,1971,FAA MASTER September 2026: N998HF Bell AH-1F serial 71-20998 year 1971; Wikipedia calls this one an AH-1S — the FAA record says AH-1F and is preferred,N998HF; HueyCobra; AH-1S; AH1; AH1F; AH1S,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,66-15295,,,Cobra,,rotary_wing,,military,ground_attack,,FAA MASTER September 2026: N950LE Bell AH-1F serial 66-15295 owner Army Aviation Heritage Foundation and Museum Hampton GA,N950LE; HueyCobra; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,79-23195,,,Cobra,,rotary_wing,,military,ground_attack,,FAA MASTER September 2026: N195LE Bell AH-1F serial 79-23195 owner Army Aviation Heritage Foundation and Museum Hampton GA,N195LE; HueyCobra; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,79-23233,,,Cobra,,rotary_wing,,military,ground_attack,1979,FAA MASTER September 2026: N233LE Bell AH-1F serial 79-23233 year 1979 owner Army Aviation Heritage Foundation and Museum Hampton GA,N233LE; HueyCobra; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,AH-1,F,83-24197,,,Cobra,,rotary_wing,,military,ground_attack,1983,FAA MASTER September 2026: N197LE Bell AH-1F serial 83-24197 year 1983 owner Army Aviation Heritage Foundation and Museum Hampton GA,N197LE; HueyCobra; AH1; AH1F,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,UH-1,H,66-16624,,,Iroquois,,rotary_wing,,military,utility,1966,FAA MASTER September 2026: N624HF Bell UH-1H serial 66-16624 year 1966 owner Army Aviation Heritage Foundation Inc Hampton GA,N624HF; Huey; UH1; UH1H,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,UH-1,H,68-16104,,,Iroquois,,rotary_wing,,military,utility,1968,FAA MASTER September 2026: N104HF Bell UH-1H serial 68-16104 year 1968 owner Army Aviation Heritage Foundation Hampton GA,N104HF; Huey; UH1; UH1H,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,UH-1,H,69-15354,,,Iroquois,,rotary_wing,,military,utility,,FAA MASTER September 2026: N354HF Bell UH-1H serial 69-15354; the registry's YEAR MFR field reads 1964 which contradicts the FY69 serial — year_built deliberately left blank,N354HF; Huey; UH1; UH1H,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,UH-1,H,70-16221,,,Iroquois,,rotary_wing,,military,utility,,FAA MASTER September 2026: N221HF Bell UH-1H serial 70-16221 owner Army Aviation Heritage Foundation Inc Hampton GA,N221HF; Huey; UH1; UH1H,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,UH-1,H,70-16315,,,Iroquois,,rotary_wing,,military,utility,1971,FAA MASTER September 2026: N16315 Bell UH-1H serial 70-16315 year 1971 owner Army Aviation Heritage Foundation and Flying Museum Hampton GA,N16315; Huey; UH1; UH1H,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,UH-1,H,70-16426,,,Iroquois,,rotary_wing,,military,utility,1970,FAA MASTER September 2026: N426HF Bell UH-1H serial 70-16426 year 1970 owner Army Aviation Heritage Foundation Inc Hampton GA,N426HF; Huey; UH1; UH1H,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,OH-58,A,71-20541,,,Kiowa,,rotary_wing,,military,recon,1971,FAA MASTER September 2026: N72269 Bell OH-58A serial 71-20541 year 1971 owner Army Aviation Heritage Foundation Hampton GA,N72269; Kiowa; OH58; OH58A,Army Aviation Heritage Foundation and Flying Museum,on_display
Bell,OH-58,A,68-16918,,,Kiowa,,rotary_wing,,military,recon,,FAA MASTER September 2026: N283MP Bell OH-58A serial 68-16918 owner Army Aviation Heritage Foundation Hampton GA,N283MP; Kiowa; OH58; OH58A,Army Aviation Heritage Foundation and Flying Museum,on_display
Grumman,OV-1,D,69-17005,,,Mohawk,,fixed_wing,monoplane,military,recon,,FAA MASTER September 2026: N605HF Grumman OV-1D serial 69-17005 owner Army Aviation Heritage Foundation Hampton GA; Wikipedia lists the Foundation's OV-1D among storage/parts airframes rather than flyers,N605HF; Mohawk; OV1; OV1D,Army Aviation Heritage Foundation and Flying Museum,in_storage
Cessna,305,E,N32FL,,,Bird Dog,,fixed_wing,monoplane,military,utility,1957,FAA MASTER September 2026: N32FL Cessna 305E c/n 24020 year 1957 owner Army Aviation Heritage Foundation and Museum Hampton GA; the 305E is the L-19/O-1 Bird Dog family; military serial not published,c/n 24020; L-19; O-1; Bird Dog; L19; O1,Army Aviation Heritage Foundation and Flying Museum,on_display
