name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Vietnam People's Air Force Museum,Hanoi,Hà Nội,Vietnam,,Asia,"173C Trường Chinh, Phương Liệt Ward",,public,20.9995,105.8292
Vietnam Military History Museum,Hanoi,Hà Nội,Vietnam,12008,Asia,"Km 6+500 Đại lộ Thăng Long, Xuân Phương Ward",,public,21.0116,105.7547
B-52 Victory Museum,Hanoi,Hà Nội,Vietnam,11119,Asia,"157 Đội Cấn, Ngọc Hà Ward",http://baotangchienthangb52.com.vn/,public,21.0355,105.8261
Huu Tiep Lake B-52 Wreck Site,Hanoi,Hà Nội,Vietnam,,Asia,Ngõ 55 Hoàng Hoa Thám / Ngọc Hà Ward,,public,21.0379,105.8271
Vietnam Aviation Museum,Hanoi,Hà Nội,Vietnam,11810,Asia,"119 Nguyễn Sơn, Bồ Đề Ward",https://caa.gov.vn/,appointment,21.0457,105.8814
Vietnam Naval Museum,Hai Phong,Hải Phòng,Vietnam,18000,Asia,"Cầu Rào, Hưng Đạo Ward",,public,20.8260,106.7004
Ta Con Airfield Historic Site (Khe Sanh Combat Base),Khe Sanh,Quảng Trị,Vietnam,,Asia,"Đường Hồ Chí Minh nhánh Tây, Tân Hợp, Khe Sanh Commune",,public,16.6543,106.7243
Military Zone 5 Museum,Da Nang,Đà Nẵng,Vietnam,,Asia,"3 Duy Tân, Hòa Cường Ward",,public,16.0478,108.2174
Hue History Museum,Hue,Huế,Vietnam,54000,Asia,"268 Điện Biên Phủ, Thuận Hóa Ward",,public,16.4472,107.5816
Air Force Officers' School Museum,Nha Trang,Khánh Hòa,Vietnam,,Asia,"Trường Sĩ quan Không quân, Nguyễn Thị Minh Khai, Nha Trang Ward",,restricted,12.2335,109.1897
Southern Air Force Museum,Ho Chi Minh City,Hồ Chí Minh,Vietnam,72106,Asia,"87 Thăng Long, Tân Sơn Nhất Ward",,public,10.8052,106.6606
War Remnants Museum,Ho Chi Minh City,Hồ Chí Minh,Vietnam,72421,Asia,"28 Võ Văn Tần, Xuân Hòa Ward",http://www.baotangchungtichchientranh.vn,public,10.7794,106.6923
Ho Chi Minh City Museum,Ho Chi Minh City,Hồ Chí Minh,Vietnam,,Asia,"65 Lý Tự Trọng, Sài Gòn Ward",https://hcmc-museum.edu.vn/,public,10.7761,106.6997
Ho Chi Minh Campaign Museum,Ho Chi Minh City,Hồ Chí Minh,Vietnam,71016,Asia,"2 Lê Duẩn, Sài Gòn Ward",,public,10.7870,106.7042
Independence Palace,Ho Chi Minh City,Hồ Chí Minh,Vietnam,71009,Asia,"135 Nam Kỳ Khởi Nghĩa, Bến Thành Ward",https://dinhdoclap.gov.vn/,public,10.7770,106.6955
Cu Chi Tunnels (Ben Duoc),Cu Chi,Hồ Chí Minh,Vietnam,,Asia,"Tỉnh lộ 15, An Nhơn Tây Commune",http://diadaocuchi.com.vn/,public,11.1433,106.4632
Vinh Long Provincial Museum,Vinh Long,Vĩnh Long,Vietnam,85067,Asia,"Đường Hùng Vương, Long Châu Ward",,public,10.2572,105.9714
Dong Nai Provincial Museum,Bien Hoa,Đồng Nai,Vietnam,76118,Asia,"Nguyễn Ái Quốc, Tân Triều Ward",,public,10.9586,106.8308
Binh Phuoc Provincial Museum,Dong Xoai,Đồng Nai,Vietnam,67115,Asia,"Trần Hưng Đạo, Đồng Xoài Ward",http://baotangbinhphuoc.org.vn/,public,11.5271,106.8626
Road 14 - Phuoc Long Campaign Museum,Phuoc Long,Đồng Nai,Vietnam,,Asia,Phước Long Ward,,public,11.8254,106.9963
