name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Atlit Detainee Camp Museum,Atlit,Haifa,Israel,3907828,Asia,"Atlit Illegal Immigration Detention Camp, Hof HaCarmel",https://shimur.org.il/,public,32.71247,34.94868
Be'er Sheva Kfir Monument,Be'er Sheva,Southern,Israel,8426306,Asia,"Tet Quarter, Be'er Sheva",,public,31.24129,34.76797
Beit Shemesh Fouga Monument,Beit Shemesh,Jerusalem,Israel,9901312,Asia,"Brosh West Industrial Zone, Beit Shemesh",,public,31.73841,34.95636
Dimona Cessna Display,Dimona,Southern,Israel,8604712,Asia,"HaPoalim Street, Kiryat Amal industrial zone, Dimona",,public,31.06464,35.01693
Eilat Dakota Monument,Eilat,Southern,Israel,8881000,Asia,"HaArava Road, northern approach to Eilat",,public,29.72142,35.00358
Ein Harod Kfir Monument,Ein Harod,Northern,Israel,,Asia,"Kibbutz Ein Harod (Ihud), Gilboa Regional Council",,public,32.566,35.390
Gan HaMatos -- Rehovot,Rehovot,Central,Israel,7624416,Asia,"Avraham Mapu Street, next to Yad LaBanim, Rehovot",,public,31.89356,34.81448
Givatayim Fouga Monument,Givatayim,Tel Aviv,Israel,5223403,Asia,"Mezulot Yam Street, South Givatayim",,public,32.06339,34.80682
Habonim Airfield Collection,Habonim,Haifa,Israel,,Asia,"Habonim Airfield (LLBO), Hof HaCarmel Regional Council",,appointment,32.64667,34.93324
Hatzerim Airbase Trainer Display,Hatzerim,Southern,Israel,,Asia,"Hatzerim Airbase, Merhavim Regional Council",https://www.iaf.org.il/,restricted,31.24953,34.66523
Hatzor Airbase Heritage Display,Hatzor,Southern,Israel,6094600,Asia,"Hatzor Airbase, Beer Tuvia Regional Council",,restricted,31.76827,34.73262
Hatzor Airbase Kfir Display,Hatzor,Southern,Israel,6094600,Asia,"Hatzor Airbase, Beer Tuvia Regional Council",,restricted,31.75468,34.73783
Hatzor Airbase King Air Display,Hatzor,Southern,Israel,6094600,Asia,"Hatzor Airbase, Beer Tuvia Regional Council",,restricted,31.75195,34.74499
Hulata Mystere Monument,Hulata,Northern,Israel,1210500,Asia,"Kibbutz Hulata, Galil Elyon Regional Council",,public,,
Israeli Air Force Museum,Hatzerim,Southern,Israel,8448101,Asia,"Hatzerim Airbase, Route 2357, west of Be'er Sheva",https://www.iaf.org.il/5915-he/IAF.aspx,public,31.23781,34.69637
Israeli Air Force Technical School -- Haifa,Haifa,Haifa,Israel,3688518,Asia,"Check Post, Haifa Bay, adjacent to Haifa Airport",https://iafschool.org.il/,restricted,32.80918,35.04226
Israeli Air Force Technological College -- Be'er Sheva,Be'er Sheva,Southern,Israel,8448101,Asia,"Ilan Ramon Street, Tet Quarter, Be'er Sheva",https://iafschool.org.il/,public,31.25469,34.75684
Karmiel Skyhawk Memorial,Karmiel,Northern,Israel,2195106,Asia,"Shikkun HaMeyassdim, City Centre, Karmiel",https://www.izkor.gov.il/,public,32.91322,35.30683
Kfar Giladi Vautour Memorial,Kfar Giladi,Northern,Israel,1102632,Asia,"Kibbutz Kfar Giladi, 100 m north of the museum",,public,33.23979,35.57274
Ma'ayan Baruch Ouragan Monument,Ma'ayan Baruch,Northern,Israel,1222000,Asia,"Kibbutz Ma'ayan Baruch, Galil Elyon Regional Council",,public,,
MadaTech -- Israel National Museum of Science Technology and Space,Haifa,Haifa,Israel,3312404,Asia,"25 Shmaryahu Levin Street, Hadar HaCarmel, Haifa",https://www.madatech.org.il/,public,32.80976,34.99662
Mitzpe Revivim Museum,Revivim,Southern,Israel,,Asia,"Kibbutz Revivim, Ramat Negev Regional Council",,public,31.03791,34.71731
Museum of Aviation and Space -- Rishon LeZion,Rishon LeZion,Central,Israel,7575126,Asia,"Rishon LeZion Airfield (LLRS), Rishon LeZion dunes",,appointment,31.96946,34.75276
Museum of Tractors -- Ein Vered,Ein Vered,Central,Israel,4282300,Asia,"Moshav Ein Vered, Lev HaSharon Regional Council",,public,32.26681,34.94061
Nevatim Airbase Heritage Display,Nevatim,Southern,Israel,,Asia,"Nevatim Airbase, Beersheba Subdistrict",,restricted,31.20830,35.05278
Nevatim Airbase Skyhawk Display,Nevatim,Southern,Israel,,Asia,"Nevatim Airbase, Beersheba Subdistrict",,restricted,31.20034,35.02930
Nir David Alouette Display,Nir David,Northern,Israel,1080300,Asia,"Kibbutz Nir David, Emek HaMaayanot Regional Council",,public,32.50239,35.45700
Ovda Airbase Heritage Display,Ovda,Southern,Israel,,Asia,"Ovda Airbase, Hevel Eilot Regional Council",,restricted,29.93983,34.94855
Ovda Airbase Northern Display,Ovda,Southern,Israel,,Asia,"Ovda Airbase, Hevel Eilot Regional Council",,restricted,29.94032,34.95590
Palmachim Airbase Bell 212 Display,Palmachim,Central,Israel,,Asia,"Palmachim Air Force Base area, Yavne",,restricted,,
Palmachim Airbase Cobra Display,Palmachim,Central,Israel,,Asia,"Palmachim Air Force Base, Gan Raveh Regional Council",,restricted,31.91153,34.70308
Ramat David Airbase Heritage Display,Ramat David,Northern,Israel,1060000,Asia,"Ramat David Airbase, Jezreel Valley Regional Council",,restricted,32.66994,35.19319
Ramat David Airbase Phantom Display,Ramat David,Northern,Israel,1060000,Asia,"Ramat David Airbase, Jezreel Valley Regional Council",,restricted,32.66890,35.16777
Ramat David Airbase Vautour Display,Ramat David,Northern,Israel,1060000,Asia,"Ramat David Airbase, Jezreel Valley Regional Council",,restricted,32.66974,35.18779
Ramon Airbase Heritage Display,Ramon,Southern,Israel,,Asia,"Ramon Airbase, Ramat Negev Regional Council",,restricted,30.75279,34.67228
Ramon Airbase Northern Display,Ramon,Southern,Israel,,Asia,"Ramon Airbase, Ramat Negev Regional Council",,restricted,30.77612,34.68684
Ramon Airbase Western Display,Ramon,Southern,Israel,,Asia,"Ramon Airbase, Ramat Negev Regional Council",,restricted,30.76200,34.65013
Technoda -- Hadera,Hadera,Haifa,Israel,3852557,Asia,"HaRav Nisim Street, Givat Olga, Hadera",https://www.technoda.org.il/,public,32.43842,34.88927
Tel Nof Airbase Eagle Display,Tel Nof,Central,Israel,7680400,Asia,"Tel Nof Airbase, Brener Regional Council",,restricted,31.82329,34.81998
Tel Nof Airbase Meteor Display,Tel Nof,Central,Israel,7680400,Asia,"Tel Nof Airbase, Brener Regional Council",,restricted,31.83436,34.82192
Tel Nof Airbase Night Leaders Memorial,Tel Nof,Central,Israel,7680400,Asia,"Tel Nof Airbase, Brener Regional Council",,restricted,,
Yifat Museum of Pioneer Settlement,Yifat,Northern,Israel,2303802,Asia,"Kibbutz Yifat, Jezreel Valley Regional Council",https://www.pioneers.co.il/,public,32.67349,35.22557
