manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Antonov,An-2,R,HA-MDS,,,fixed_wing,biplane,civilian,utility,,An-2R in Hungarian civil markings.,An2; Colt; An2R,Flugwelt Altenburg-Nobitz,on_display
Breguet,Atlantic,Br 1150,61+12,,,fixed_wing,monoplane,military,recon,,Ex-Marineflieger maritime patrol aircraft.,Br1150; Atlantique; Atlantic,Flugwelt Altenburg-Nobitz,on_display
Canadair,CL-13,B Sabre Mk 6,D-9539,,,fixed_wing,monoplane,military,fighter,,Ex-Bundesluftwaffe Sabre later flown on the German civil register as a target tug.,CL13; Sabre; F-86; F86,Flugwelt Altenburg-Nobitz,on_display
Fiat,G.91,T/3,99+41,,,fixed_wing,monoplane,military,trainer,,Ex-Bundesluftwaffe two-seat G.91T/3.,G91; G91T; Gina,Flugwelt Altenburg-Nobitz,on_display
ICA-Brasov,IS-29,D,D-2428,,,fixed_wing,monoplane,civilian,private,,Romanian single-seat glider.,IS29; IS29D,Flugwelt Altenburg-Nobitz,on_display
Kamov,Ka-26,,CCCP-19425,,,rotary_wing,,civilian,utility,,Ka-26 in Soviet civil markings.,Ka26; Hoodlum,Flugwelt Altenburg-Nobitz,on_display
Lockheed,TF-104,F,BB+374,,,fixed_wing,monoplane,military,trainer,,Ex-Bundesluftwaffe two-seat Starfighter trainer.,TF104; F104F; Starfighter; TF104F,Flugwelt Altenburg-Nobitz,on_display
Mikoyan-Gurevich,MiG-21,SMT,60,,,fixed_wing,monoplane,military,fighter,,MiG-21SMT displayed with bort number 60; an ex-Soviet airframe.,MiG21; MiG21SMT; Fishbed,Flugwelt Altenburg-Nobitz,on_display
Mikoyan-Gurevich,MiG-21,SPS,22+27,,,fixed_wing,monoplane,military,fighter,,"Ex-NVA MiG-21SPS, NVA tactical number 742, wearing the Bundeswehr code 22+27.",MiG21; MiG21SPS; Fishbed; 742,Flugwelt Altenburg-Nobitz,on_display
PZL-Swidnik,Mi-2,,DDR-VGI,,,rotary_wing,,civilian,utility,,Ex-GST/Interflug Mi-2 in East German markings.,Mi2; Hoplite,Flugwelt Altenburg-Nobitz,on_display
Sikorsky,S-58,C,D-HAUD,,,rotary_wing,,civilian,transport,,"Ex-Belgian Air Force S-58 coded B-12, later German civil D-HAUD.",S58; H-34; H34; B-12; S58C; B12,Flugwelt Altenburg-Nobitz,on_display
Sukhoi,Su-22,M4,25+31,,,fixed_wing,monoplane,military,ground_attack,,"Ex-NVA Su-22M4, NVA tactical number 706, wearing the Bundeswehr code 25+31 per the published Su-22 disposal register; one museum inventory instead renders the marking 98+17 with the number 14.",Su22; Su22M4; Fitter; 706,Flugwelt Altenburg-Nobitz,on_display
Transall,C-160,D,51+02,,,fixed_wing,monoplane,military,transport,,Ex-Luftwaffe Transall transport.,C160; Transall C160; C160D,Flugwelt Altenburg-Nobitz,on_display
Yakovlev,Yak-50,,,,,fixed_wing,monoplane,civilian,trainer,,Yak-50 aerobatic trainer; no registration listed in the published inventory.,Yak50,Flugwelt Altenburg-Nobitz,on_display
Yakovlev,Yak-52,,125,,,fixed_wing,monoplane,military,trainer,,Yak-52 displayed with the number 125.,Yak52,Flugwelt Altenburg-Nobitz,on_display
Zlin,Z-37,A Cmelak,DM-SNN,,,fixed_wing,monoplane,civilian,utility,,Agricultural Cmelak in East German markings.,Z37; Cmelak,Flugwelt Altenburg-Nobitz,on_display
Zlin,Z-43,,D-EKMX,,,fixed_wing,monoplane,civilian,private,,"Czechoslovak four-seat light aircraft, also shown as number 19.",Z43,Flugwelt Altenburg-Nobitz,on_display
