name,level,lat,lon,matched
Flugausstellung Hermeskeil,address,49.68567,6.96134,"Flugausstellung Peter Junior Hermeskeil, 1, Habersberg, Abtei, Hermeskeil, Landkreis Trier-Saarburg, Rheinland"
Luftfahrtmuseum Wernigerode,address,51.83951,10.77306,"Luftfahrtmuseum Wernigerode, 1, Gießerweg, Harzblick, Wernigerode, Landkreis Harz, Sachsen-Anhalt, 38855, Deut"
Luftfahrtmuseum Laatzen-Hannover,address,52.32263,9.79224,"Luftfahrtmuseum Laatzen-Hannover e.V., 2, Ulmer Straße, Alt-Laatzen, Laatzen, Region Hannover, Niedersachsen, "
Hubschraubermuseum Bückeburg,address,52.26148,9.04701,"Hubschraubermuseum, 6, Sablé-Platz, Scheie, Bückeburg, Landkreis Schaumburg, Niedersachsen, 31675, Deutschland"
Militärhistorisches Museum der Bundeswehr Dresden,address,51.07856,13.76015,"Militärhistorisches Museum der Bundeswehr, 2, Olbrichtplatz, Albertstadt, Neustadt, Dresden, Sachsen, 01099, D"
Deutsches Technikmuseum Berlin,address,52.49740,13.37674,"9, Trebbiner Straße, Möckernkiez, Tempelhofer Vorstadt, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10963, De"
Zeppelin Museum Friedrichshafen,address,47.65079,9.48317,"Zeppelin Museum, 22, Seestraße, Hofen, Friedrichshafen, VVG der Stadt Friedrichshafen, Bodenseekreis, Baden-Wü"
Dornier Museum Friedrichshafen,address,47.67049,9.51750,"Dornier-Museum, 1, Claude-Dornier-Platz, St. Georgen, Friedrichshafen, VVG der Stadt Friedrichshafen, Bodensee"
Luftfahrttechnisches Museum Rothenburg,address,51.36419,14.95409,"Flugplatz Rothenburg/Görlitz, 105a, Friedensstraße, Rothenburg/O.L., Rothenburg/Oberlausitz, Görlitz, Sachsen,"
Luftfahrttechnisches Museum Rechlin,address,53.35055,12.72750,"Luftfahrttechnisches Museum, 1, Am Claassee, Rechlin-Nord, Rechlin, Röbel-Müritz, Mecklenburgische Seenplatte,"
Airpark Zehdenick,postcode,52.99395,13.34133,"16792, Zehdenick, Oberhavel, Brandenburg, Deutschland"
Rechlin-Lärz Luftfahrtmuseum,address,53.30499,12.74077,"Müritz Airpark, Ulrike-Meinhof-Straße, Lärz, Röbel-Müritz, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern"
Interessenverein Luftfahrt Neuenkirchen,postcode,53.61186,13.32035,"17039, Neverin, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, Deutschland"
Technikpark Grimmen,postcode,54.11905,13.04965,"18507, Grimmen, Vorpommern-Rügen, Mecklenburg-Vorpommern, Deutschland"
Flugwelt Altenburg-Nobitz,address,50.98205,12.51707,"Flugwelt Altenburg-Nobitz, 3, Am Flughafen, Niederleupten, Nobitz, Altenburger Land, Thüringen, 04603, Deutsch"
Hans-Grade-Museum Borkheide,postcode,52.20038,12.76612,"14822, Brück, Potsdam-Mittelmark, Brandenburg, Deutschland"
Shelter Albrecht,address,51.99838,13.00256,"4, Niedergörsdorfer Allee, Altes Lager, Niedergörsdorf, Teltow-Fläming, Brandenburg, 14913, Deutschland"
Flughafen Berlin-Tempelhof,address,52.47683,13.38767,"Neulich Biergarten, 45, Tempelhofer Damm, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, "
Grenzlandmuseum Eichsfeld,postcode,51.44560,10.35147,"37339, Leinefelde-Worbis, Landkreis Eichsfeld, Thüringen, Deutschland"
Technik-Museum Pütnitz,address,54.26621,12.41685,"Technik-Museum Pütnitz, 5, Flugplatzallee, Pütnitz, Ribnitz, Ribnitz-Damgarten, Vorpommern-Rügen, Mecklenburg-"
Baade 152 Flughafen Dresden,address,51.12461,13.76602,"Dresden Flughafen, 1, Wilhelmine-Reichard-Ring, Flughafen/Industriegebiet Klotzsche, Klotzsche, Dresden, Sachs"
Flugsportinformationszentrum Gellmersdorf,postcode,53.04324,13.97454,"16278, Kerkow, Angermünde, Mark Landin, Uckermark, Brandenburg, Deutschland"
Flugzeugmuseum Cämmerswalde,postcode,50.68177,13.49230,"09544, Neuhausen/Erzgebirge, Mittelsachsen, Sachsen, Deutschland"
Otto-Lilienthal-Museum Anklam,address,53.85379,13.70458,"Otto-Lilienthal-Museum, 1, Ellbogenstraße, Schanzenberg, Anklam, Vorpommern-Greifswald, Mecklenburg-Vorpommern"
Hangar 10,address,53.87853,14.15102,"Flughafen Heringsdorf, Am grünen Wall, Zirchow, Usedom-Süd, Vorpommern-Greifswald, Mecklenburg-Vorpommern, 174"
Fliegendes Museum Großenhain,address,51.30448,13.54662,"13, Zum Fliegerhorst, Naundorf, Großenhain, Meißen, Sachsen, 01558, Deutschland"
MiG-Museum Sömmerda-Dermsdorf,postcode,51.20804,11.27048,"99625, Großmonra, Kölleda, Landkreis Sömmerda, Thüringen, Deutschland"
Eisenbahn- und Technikmuseum Rügen,address,54.43269,13.57963,"Koloss von Prora - Südflügel 2, 57e, Prora, Binz, Vorpommern-Rügen, Mecklenburg-Vorpommern, 18609, Deutschland"
Deutsche Raumfahrtausstellung Morgenröthe-Rautenkranz,postcode,50.42865,12.49523,"08262, Muldenhammer, Vogtlandkreis, Sachsen, Deutschland"
"MiG-21 Denkmal, Flugplatz Peenemünde",address,54.15944,13.76836,"Flugplatz Peenemünde, Flughafenring, Peenemünde, Usedom-Nord, Vorpommern-Greifswald, Mecklenburg-Vorpommern, 1"
"MiG-21 Denkmal, Flugplatz Neuhardenberg",address,52.61415,14.24280,"Flugplatz Neuhardenberg, Bärwinkel, Neuhardenberg, Seelow-Land, Märkisch-Oderland, Brandenburg, 15320, Deutsch"
"MiG-21 Denkmal, Flugplatz Welzow",postcode,51.56039,14.21038,"03119, Proschim, Welzow, Spree-Neiße - Sprjewja-Nysa, Brandenburg, Deutschland"
"MiG-21 Denkmal, Flugplatz Kamenz",address,51.29683,14.12635,"Flugplatz Kamenz, Hans-Grade-Straße, Jesau - Jěžow, Kamenz - Kamjenc, Bautzen - Budyšin, Sachsen, 01917, Deuts"
"MiG-21 Denkmal, Finsterwalde",postcode,51.59594,13.72474,"03238, Pechhütte, Finsterwalde, Elbe-Elster, Brandenburg, Deutschland"
"MiG-21 Denkmal, Grießen bei Forst",postcode,51.72608,14.60134,"03149, Forst (Lausitz) - Baršć, Spree-Neiße - Sprjewja-Nysa, Brandenburg, Deutschland"
Sammlung Kleber Neugersdorf,postcode,50.97474,14.61023,"02727, Neugersdorf, Ebersbach-Neugersdorf, Görlitz, Sachsen, Deutschland"
"MiG-21 Denkmal, Allstedt",postcode,51.43930,11.40736,"06542, Nienstedt, Einzingen, Allstedt, Mansfeld-Südharz, Sachsen-Anhalt, Deutschland"
"MiG-21 Denkmal, Flugplatz Stendal",postcode,52.58516,11.78388,"39576, Tornau, Döbbelin-Tornau, Stendal, Sachsen-Anhalt, Deutschland"
"MiG-21 Denkmal, Staffelde bei Tangermünde",postcode,52.54111,11.94537,"39590, Tangermünde, Stendal, Sachsen-Anhalt, Deutschland"
"MiG-21 Denkmal, MaxCar Blankenburg",postcode,51.78152,10.92255,"38889, Hüttenrode, Blankenburg, Landkreis Harz, Sachsen-Anhalt, Deutschland"
"MiG-21 Denkmal, Autohaus Grieb Miesitz",postcode,50.74632,11.84114,"07819, Miesitz, Triptis, Saale-Orla-Kreis, Thüringen, Deutschland"
Eisenbahnmuseum Insel Usedom,postcode,54.07154,13.90261,"17454, Zinnowitz, Usedom-Nord, Vorpommern-Greifswald, Mecklenburg-Vorpommern, Deutschland"
AlliiertenMuseum,address,52.45569,13.27232,"Alliierten-Museum, 135, Clayallee, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland"
Da Capo Oldtimermuseum,address,51.32898,12.32597,"Da Capo – Oldtimermuseum & Eventhalle, 105, Karl-Heine-Straße, Lindenau, Altwest, Leipzig, Sachsen, 04229, Deu"
phanTECHNIKUM,address,53.89363,11.43126,"phanTECHNIKUM, 3, Zum Festplatz, Lembkenhof, Wendorf, Lübsche Burg, Wismar, Nordwestmecklenburg, Mecklenburg-V"
Fliegerhorst Holzdorf,postcode,51.81888,12.97077,"06917, Arnsdorf, Jessen (Elster), Wittenberg, Sachsen-Anhalt, Deutschland"
"MiG-23 Denkmal, Flughafen Rostock-Laage",address,53.91909,12.27716,"Rostock-Laage Airport, Birkenweg, Striesdorf, Dolgen am See, Laage, Landkreis Rostock, Mecklenburg-Vorpommern,"
Ostdeutsches Fahrzeug- und Technikmuseum Benneckenstein,postcode,51.66136,10.72416,"38877, Benneckenstein, Oberharz am Brocken, Landkreis Harz, Sachsen-Anhalt, Deutschland"
AGRONEUM Alt Schwerin,address,53.51100,12.35463,"Dorfstraße, Jürgenshof, Alt Schwerin, Malchow, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, 17214, Deu"
Traditionssammlung Fliegerhorst Laage,postcode,53.91848,12.33698,"18299, Laage, Landkreis Rostock, Mecklenburg-Vorpommern, Deutschland"
Ju52-Halle Wunstorf,postcode,52.43723,9.39293,"31515, Steinhude, Strand, Wunstorf, Region Hannover, Niedersachsen, Deutschland"
Luftbrückenmuseum Faßberg,postcode,52.88500,10.18162,"29328, Poitzen, Faßberg, Landkreis Celle, Niedersachsen, Deutschland"
Flugplatzmuseum Gütersloh,postcode,51.91975,8.37284,"33334, Gütersloh, Kreis Gütersloh, Nordrhein-Westfalen, Deutschland"
Royal Air Force Museum Laarbruch-Weeze,address,51.59459,6.16268,"Royal Air Force Museum Laarbruch-Weeze, 6, Flughafen-Ring, Wemb, Weeze, Kreis Kleve, Nordrhein-Westfalen, 4765"
Deutsches Marinemuseum Wilhelmshaven,address,53.51304,8.14076,"Museumscafé, 125, Südstrand, Schleuseninsel, Innenhafen, Wilhelmshaven, Niedersachsen, 26382, Deutschland"
