name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
American Legion Post 30 -- New Rockford,New Rockford,North Dakota,United States,,North America,,,public,47.683083,-99.125303
American Legion Post 4655 -- Casselton,Casselton,North Dakota,United States,,North America,,,public,46.858256,-97.216011
American Legion Post 4 -- Hillsboro,Hillsboro,North Dakota,United States,,North America,,,public,47.398981,-97.058731
Bonanzaville USA -- West Fargo,West Fargo,North Dakota,United States,58078,North America,1351 West Main Avenue; Eagles Air Museum building,https://bonanzaville.org/,public,46.876100,-96.928317
Cavalier Air Force Station Memorial Park -- Cavalier,Cavalier,North Dakota,United States,,North America,,,public,48.804061,-97.621681
Dakota Territory Air Museum,Minot,North Dakota,United States,58703,North America,100 34th Avenue NE; Minot International Airport,https://dakotaterritoryairmuseum.com/,public,48.271319,-101.290481
Devils Lake Municipal Airport Display -- Devils Lake,Devils Lake,North Dakota,United States,,North America,,,public,48.108444,-98.902781
Fargo Air Museum,Fargo,North Dakota,United States,58102,North America,1609 19th Avenue North; Hector International Airport,https://fargoairmuseum.org/,public,46.905436,-96.804156
Fessenden Veterans Display -- Fessenden,Fessenden,North Dakota,United States,,North America,,,public,47.646353,-99.625061
Finley Veterans Display -- Finley,Finley,North Dakota,United States,,North America,,,public,47.508858,-97.836119
Grand Forks Air Force Base Air Park,Grand Forks AFB,North Dakota,United States,58205,North America,Grand Forks Air Force Base,https://www.grandforks.af.mil/,restricted,47.947461,-97.367803
Happy Hooligans Heritage Air Park -- 119th Wing Fargo,Fargo,North Dakota,United States,58102,North America,Hector International Airport; North Dakota Air National Guard Base,https://www.119wg.ang.af.mil/,restricted,46.911302,-96.799850
Hatton Veterans Display -- Hatton,Hatton,North Dakota,United States,,North America,,,public,47.633056,-97.453672
Hettinger Municipal Airport Display -- Hettinger,Hettinger,North Dakota,United States,,North America,,,public,46.017272,-102.650297
Lidgerwood Veterans Display -- Lidgerwood,Lidgerwood,North Dakota,United States,,North America,,,public,46.078133,-97.152353
Mayville Veterans Display -- Mayville,Mayville,North Dakota,United States,,North America,,,public,47.498619,-97.327344
McVille Dam Veterans Memorial -- McVille,McVille,North Dakota,United States,,North America,,,public,47.761069,-98.167208
Minot Air Force Base Static Displays,Minot AFB,North Dakota,United States,58705,North America,Minot Air Force Base,https://www.minot.af.mil/,restricted,48.416853,-101.317650
North Dakota Veterans Home -- Lisbon,Lisbon,North Dakota,United States,,North America,,,public,46.428311,-97.677981
Oakes Municipal Airport Display -- Oakes,Oakes,North Dakota,United States,,North America,,,public,46.175447,-98.089622
Velva Veterans Display -- Velva,Velva,North Dakota,United States,,North America,,,public,48.059547,-100.938314
VFW Post 4324 -- Wahpeton,Wahpeton,North Dakota,United States,,North America,,,public,46.253667,-96.605678
Walhalla Municipal Airport Display -- Walhalla,Walhalla,North Dakota,United States,,North America,,,public,48.936964,-97.905369
Wimbledon Veterans Memorial -- Wimbledon,Wimbledon,North Dakota,United States,,North America,,,public,47.168367,-98.463169
Youngs Park -- Dickinson,Dickinson,North Dakota,United States,,North America,,,public,46.888331,-102.794986
