name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Centre d Information Territorial Chahid Mohamed Boubarnasse,Oran,Oran Province,Algeria,,Africa,,,public,35.67873,-0.64166
Ecole Nationale des Techniques Aeronautiques Blida,Blida,Blida Province,Algeria,,Africa,Blida Air Base,,restricted,36.49584,2.81178
Musee Central de l Armee,Algiers,Algiers Province,Algeria,16000,Africa,Riadh El Feth El Madania,,public,36.74239,3.06974
Musee de l Armee Populaire de Liberation Sahraouie,Rabuni,Tindouf Province,Algeria,,Africa,Rabuni Sahrawi refugee camps,,restricted,27.47146,-8.11232
Musee et Monument des Martyrs de Tizi Ouzou,Tizi Ouzou,Tizi Ouzou Province,Algeria,,Africa,,,public,36.71102,4.06252
6th of October Panorama,Cairo,Cairo Governorate,Egypt,11811,Africa,Salah Salem Street Manshiyat al-Bakri,,public,30.07430,31.30621
Beni Suef Su-7 Monument,Beni Suef,Beni Suef Governorate,Egypt,,Africa,,,public,29.08404,31.10314
Bilbeis Air Force Academy Display,Bilbeis,Sharqia Governorate,Egypt,,Africa,Egyptian Air Force Academy Bilbays Air Base,,restricted,30.40937,31.59605
Cairo West Air Base Displays,Cairo West,Giza Governorate,Egypt,,Africa,Cairo West Air Base,,restricted,30.07832,30.91830
Dheraa Al Bahri MiG-21 Monument,Dheraa Al Bahri,Alexandria Governorate,Egypt,,Africa,,,public,31.02830,29.65525
Egyptian Air Force Museum,Cairo,Cairo Governorate,Egypt,,Africa,Almaza Air Base El-Orouba Street Heliopolis,,public,30.09645,31.35156
Egyptian National Military Museum,Cairo,Cairo Governorate,Egypt,11636,Africa,Citadel of Salah al-Din Al-Abageyah Al Khalifa,https://egymonuments.gov.eg/en/museums/national-military-museum/,public,30.03056,31.26166
El Alamein MiG-21 Monument,El Alamein,Matrouh Governorate,Egypt,,Africa,New El Alamein City,,public,30.92816,28.47485
El Alamein Military Museum,El Alamein,Matrouh Governorate,Egypt,,Africa,Coastal International Road,,public,30.84145,28.94248
Helwan Aircraft Factory Display,Helwan,Cairo Governorate,Egypt,,Africa,Helwan Aircraft Factory Factory 36,,restricted,29.83595,31.32340
