name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Suomen Ilmailumuseo,Vantaa,Uusimaa,Finland,01530,Europe,Karhumäentie 12,https://ilmailumuseo.fi/,public,60.30422,24.96087
Suomen Ilmavoimamuseo,Jyväskylä,Keski-Suomi,Finland,41160,Europe,Tikkakoskentie 125,https://ilmavoimamuseo.fi/,public,62.38722,25.68194
Hallinportti Ilmailumuseo,Jämsä,Keski-Suomi,Finland,35600,Europe,Haukilahdentie 3,https://www.ilmailumuseot.fi/museot/hallinportti-ilmailumuseo--hallinportti-aviation-museum,public,61.85722,24.82111
Päijät-Hämeen Ilmailumuseo,Asikkala,Päijät-Häme,Finland,17130,Europe,Lentotie 89c,https://www.lahdenilmasilta.fi/museo/paijat-hameen-ilmailumuseo,public,61.1444196,25.6872502
Karjalan Ilmailumuseo,Lappeenranta,Etelä-Karjala,Finland,53600,Europe,Lentokentäntie 37,https://www.karjalanilmailumuseo.fi/,public,61.04097,28.14083
Karhulan Ilmailukerhon Lentomuseo,Kotka,Kymenlaakso,Finland,48720,Europe,Lentokentäntie 234,https://karhulanilmailukerho.fi/lentomuseo/,public,60.57500,26.89750
Caravelle-näyttely Turun lentoasema,Turku,Varsinais-Suomi,Finland,20360,Europe,Lentoasemantie 150,https://www.caravelle-projekti.fi/,public,60.5112651,22.2738831
Ilmatorjuntamuseo,Tuusula,Uusimaa,Finland,04300,Europe,Klaavolantie 2,https://ilmatorjuntamuseo.fi/,public,60.4009194,25.0363676
Merikeskus Vellamo,Kotka,Kymenlaakso,Finland,48100,Europe,Tornatorintie 99,https://www.merikeskusvellamo.fi/,public,60.47278,26.94500
Museokeskus Vapriikki,Tampere,Pirkanmaa,Finland,33100,Europe,Alaverstaanraitti 5,https://www.vapriikki.fi/,public,61.50306,23.76028
Suomen Metsämuseo Lusto,Punkaharju,Etelä-Savo,Finland,58450,Europe,Lustontie 1,https://www.lusto.fi/,public,61.7990986,29.3220777
