name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Titan Missile Museum,Sahuarita,Arizona,United States,85614,North America,1580 W Duval Mine Rd,https://titanmissilemuseum.org,public,31.90306,-110.99861
Arizona Military Museum,Phoenix,Arizona,United States,85008,North America,5636 E McDowell Road,https://www.azmilitarymuseum.com,appointment,,
Veterans Memorial Freedom Garden Quartzsite,Quartzsite,Arizona,United States,,North America,Plymouth Road at Quail Trail Street,,public,33.67527,-114.20862
Veterans Memorial Park Chandler,Chandler,Arizona,United States,,North America,E Chandler Blvd,,public,,
American Legion Post 27 Apache Junction,Apache Junction,Arizona,United States,,North America,,,public,,
American Legion Post 109 Corona de Tucson,Corona de Tucson,Arizona,United States,,North America,near W Sahuarita Road,,public,,
Duncan Veterans Park Arizona,Duncan,Arizona,United States,,North America,Skyline Drive,,public,,
Harry Bonsall Sr Park Glendale,Glendale,Arizona,United States,,North America,N 59th Ave at W Bethany Home Rd,,public,,
Gila Bend Municipal Airport Display,Gila Bend,Arizona,United States,,North America,airport entrance off State Route 85,,public,,
San Carlos Apache F-86D Display,San Carlos,Arizona,United States,,North America,Mohave Avenue at Yavapai Street,,public,,
Douglas Veterans Memorial Park Arizona,Douglas,Arizona,United States,,North America,E 8th St at Florida Ave,,public,,
Border Air Museum,Douglas,Arizona,United States,,North America,3200 10th Street Douglas Municipal Airport,https://www.exploredouglas.org/border-air-museum/,appointment,,
Phoenix Sky Harbor Airport Museum,Phoenix,Arizona,United States,,North America,Terminal 3 Phoenix Sky Harbor International Airport,https://www.skyharbor.com/at-the-airport/amenities/airport-museum/,public,,
South Mountain High School Display Phoenix,Phoenix,Arizona,United States,,North America,South Mountain High School campus,,restricted,,
Phoenix-Mesa Gateway Airport Memorial,Mesa,Arizona,United States,,North America,S Sossaman Road entrance,,public,,
