manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
North American,T-6,G,,Texan,,fixed_wing,monoplane,military,trainer,,"Ex USAF 51-14554, c/n 182-241 from the data plate; radio call 114630. A ground-instructional airframe since at least 1995, marked AT-6G-185 in 1995; engine run in March 2014. Possibly the T-6 reported preserved in Bangkok in 1967.",T6G; Texan; 51-14554; 114630; c/n 182-241; T6,Civil Aviation Training Center Ground School,on_display
Cessna,180,,,,,fixed_wing,monoplane,civilian,trainer,,"Ground-instructional airframe, c/n 30574 from the data plate; marked 201 with traces of HMS-1 on the fin in 1995, repainted late 2009 and displayed at the CATC entrance. Carries the house marking HS-CATC, which is a school marking rather than a Thai civil registration; three different CATC airframes wear it.",HS-CATC; Cessna 180; c/n 30574,Civil Aviation Training Center Ground School,on_display
Hughes,269,A,,,,rotary_wing,,civilian,trainer,,"Ground-instructional airframe, c/n 62-0090 from the cockpit plate; displayed at the CATC entrance, repainted late 2009. Carries the house marking HS-CATC, which is a school marking rather than a Thai civil registration; three different CATC airframes wear it.",HS-CATC; 269A; 300; c/n 62-0090,Civil Aviation Training Center Ground School,on_display
Fairchild Hiller,FH-1100,,,,,rotary_wing,,civilian,trainer,,"Ground-instructional airframe, c/n 59 from the cockpit plate, which was serial 1505 although the panel call sign reads 1502. Carries the house marking HS-CATC, which is a school marking rather than a Thai civil registration; three different CATC airframes wear it.",HS-CATC; FH1100; 1505; 1502; c/n 59,Civil Aviation Training Center Ground School,on_display
SOCATA,TB-9,,HS-TCI,Tampico,,fixed_wing,monoplane,civilian,trainer,,Ground-instructional airframe at the CATC ground school since August 2009.,TB9; Tampico; HSTCI,Civil Aviation Training Center Ground School,on_display
SOCATA,TB-9,,HS-TCM,Tampico,,fixed_wing,monoplane,civilian,trainer,,Ground-instructional airframe since August 2009; restored for static display and placed on a mock runway by May 2021.,TB9; Tampico; HSTCM,Civil Aviation Training Center Ground School,on_display
SOCATA,TB-20,,HS-TCY,Trinidad,,fixed_wing,monoplane,civilian,trainer,,"Gate guard at the CATC Hua Hin offices from March 2024, moved to the Chatuchak ground school by February 2025.",TB20; Trinidad; HSTCY,Civil Aviation Training Center Ground School,on_display
Enstrom,480,,HS-TZM,,,rotary_wing,,civilian,trainer,,Ground-instructional airframe since June 2012.,Enstrom 480; HSTZM,Civil Aviation Training Center Ground School,on_display
Beechcraft,King Air,200,,,,fixed_wing,monoplane,civilian,transport,,Ex HS-DCB; first noted at the ground school October 2019.,King Air 200; Super King Air; HS-DCB,Civil Aviation Training Center Ground School,on_display
Sud Aviation,SE 210,,,Caravelle,,fixed_wing,monoplane,civilian,commercial_transport,,"Nose and cockpit section only, from Thai Airways Caravelle 3 HS-TGI Chiraprapa; at the ground school since at least 1995, restored externally and moved indoors by 2021.",SE210; Caravelle; HS-TGI,Civil Aviation Training Center Ground School,on_display
AESL,T6/24,,,Airtourer,,fixed_wing,monoplane,civilian,trainer,,Ground-instructional airframe since 1995 in a maroon and silver scheme; either HS-TCL or HS-TCN.,Airtourer; HS-TCL; HS-TCN,Civil Aviation Training Center Ground School,on_display
AESL,T6/24,,HS-AMEL,Airtourer,,fixed_wing,monoplane,civilian,trainer,,Ground-instructional airframe; probably ex HS-TCO from Hua Hin. Repainted and marked HS-AMEL by December 2013.,Airtourer; HSAMEL; HS-TCO,Civil Aviation Training Center Ground School,on_display
Piper,PA-23,250D,HS-CAT,Aztec,,fixed_wing,monoplane,civilian,trainer,,c/n 27-4372; a ground-instructional airframe marked HS-TCR until repainted as HS-CAT in 2009.,PA23; Aztec; HSCAT; HS-TCR; c/n 27-4372,Civil Aviation Training Center Ground School,on_display
Kawasaki,KH-4,,1108,,,rotary_wing,,military,utility,,"Ex Royal Thai Police, c/n 2088 from the cockpit plate; displayed as ตร1104. A ground-instructional airframe from 1995, dumped by February 2024.",KH4; 1104; c/n 2088,Civil Aviation Training Center Ground School,in_storage
