manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Bellanca,CH-300,,,,,,Lituanica,fixed_wing,monoplane,civilian,experimental,1982,"**FLYABLE REPLICA — FLAG THIS.** The museum's own exposition page calls it ""skraidymams tinkanti legendinės Lituanicos replika"" — a flight-capable replica of the legendary Lituanica — designed and built by the aviator Vladas Kensgaila in 1982 for the film ""Skrydis per Atlantą"". Commons files it as ""VK-6 (реплика Литуаники)"". The ORIGINAL Lituanica wreckage is at the Vytautas the Great War Museum; do not conflate the two",Lituanica replica; VK-6; VK6; Bellanca Pacemaker; CH300,Lietuvos aviacijos muziejus -- Kaunas,on_display
Mil,Mi-8,T,,,,Hip,,rotary_wing,,military,transport,,"Mapped as OpenStreetMap node/13992725041 ""Helikopters Mi-8T"" inside the museum compound; the museum's exposition page confirms Air Force and State Border Guard Service helicopters in the outdoor display and a walk-in Mi-8 simulator cabin. No bort recorded",Mi8; Mi-8T; Hip; Mi8T,Lietuvos aviacijos muziejus -- Kaunas,on_display
Mil,Mi-2,,,,,Hoplite,,rotary_wing,,military,utility,,Mapped as OpenStreetMap node/13992766822; one of two Mi-2s on site. No bort recorded,Mi2; Hoplite,Lietuvos aviacijos muziejus -- Kaunas,on_display
Mil,Mi-2,,,,,Hoplite,,rotary_wing,,military,utility,,Mapped as OpenStreetMap node/14002762485; second Mi-2. No bort recorded,Mi2; Hoplite,Lietuvos aviacijos muziejus -- Kaunas,on_display
Kamov,Ka-26,,,,,Hoodlum,,rotary_wing,,civilian,utility,,"Mapped as OpenStreetMap node/13992766829 and photographed as ""LAM 2008-09 Ka-26"". No registration recorded",Ka26; Hoodlum,Lietuvos aviacijos muziejus -- Kaunas,on_display
Antonov,An-26,B,,,LT,Curl,,fixed_wing,monoplane,military,transport,,"Transferred to the museum from the Lithuanian Air Force by government resolution of 29 September 2010 per lt.wikipedia; the museum's site carries a dedicated page ""LĖKTUVO AN-26 KELIONĖ"" about the aircraft's journey. No tactical number recorded",An26; An-26B; Curl; An26B,Lietuvos aviacijos muziejus -- Kaunas,on_display
Aero,L-39,C,,,LT,Albatros,,fixed_wing,monoplane,military,trainer,,Transferred from the Lithuanian Air Force by the same 29 September 2010 government resolution as the An-26B per lt.wikipedia. No tactical number recorded,L39; L-39C; Albatros; L39C,Lietuvos aviacijos muziejus -- Kaunas,on_display
Antonov,An-24,,,,,Coke,,fixed_wing,monoplane,civilian,commercial_transport,,Mapped as OpenStreetMap node/13992766823; Commons has a dedicated Category:Antonov An-24 at the Lithuanian Aviation Museum. No registration recorded,An24; Coke,Lietuvos aviacijos muziejus -- Kaunas,on_display
Antonov,An-2,,,,,Colt,,fixed_wing,biplane,civilian,utility,,Mapped as OpenStreetMap node/13992766824. The museum's exposition page identifies its outdoor An-2 as a **participant in the Baltic Way** of 23 August 1989 — a significant provenance claim made by the museum itself. Visitors can sit in an An-2 simulator cabin. No registration recorded,An2; Colt; Baltijos kelias,Lietuvos aviacijos muziejus -- Kaunas,on_display
Antonov,An-14,,,,,Pchelka,,fixed_wing,monoplane,civilian,utility,,"Mapped as OpenStreetMap node/13992766828 ""An-14 Pchelka"" and photographed as ""Preserved An-14"" and ""Ан-14; Музей Литовской авиации"". No registration recorded",An14; Pchelka; Clod,Lietuvos aviacijos muziejus -- Kaunas,on_display
Aero,L-29,,,,,Delfín,,fixed_wing,monoplane,military,trainer,,"Mapped as OpenStreetMap node/13992766825 and photographed as ""Aero L-29.jpg"" in the museum category. No bort recorded",L29; Delfin; Maya,Lietuvos aviacijos muziejus -- Kaunas,on_display
Mikoyan-Gurevich,MiG-21,,,,RU,Fishbed,,fixed_wing,monoplane,military,fighter,,"Evidenced by the Commons photograph ""LAM 2008-09 Mig-21.jpg"" in Category:Aircraft at the Lithuanian Aviation Museum. VARIANT UNKNOWN and deliberately blank; no bort recorded. **The 2008 photograph predates the 2026 reconstruction — confirm this airframe is still on site**",MiG21; Fishbed,Lietuvos aviacijos muziejus -- Kaunas,on_display
Yakovlev,Yak-50,,,,,,,fixed_wing,monoplane,civilian,private,,"Aerobatic monoplane named in the lt.wikipedia description of the museum's holdings (""akrobatinį lėktuvą JAK-50""). No registration recorded",Yak50; Jak-50; Jak50,Lietuvos aviacijos muziejus -- Kaunas,on_display
Gustaitis,ANBO I,,,,LT,,,fixed_wing,monoplane,military,trainer,,"en.wikipedia describes the museum as holding the ANBO I; the first aircraft designed by Antanas Gustaitis; and Commons carries ""LAM 2008-09 Anbo-1.jpg"". **Whether this is the original or a reproduction is NOT established** and no sourced statement either way was found; do not assert originality. The museum separately holds the ANBO-IV drawings which entered the UNESCO Memory of the World Lithuanian national register in 2006",ANBO-I; ANBO1,Lietuvos aviacijos muziejus -- Kaunas,on_display
Oškinis,BrO-18,,,,LT,,Boružė,fixed_wing,monoplane,civilian,private,1975,"Lithuanian glider designed by Bronius Oškinis; photographed as ""Lithuanian glider BrO-18 Boružė by Br.Oškinis; 1975"". The museum describes the Oškinis glider collection as one of its principal treasures",BrO18; BRO-18; Boruze; Ladybird,Lietuvos aviacijos muziejus -- Kaunas,on_display
Let,L-13,,,,,,Blaník,fixed_wing,monoplane,civilian,trainer,,"Mapped as OpenStreetMap node/14024465478 ""Let L-13 Blaník"". No registration recorded",L13; Blanik,Lietuvos aviacijos muziejus -- Kaunas,on_display
Kensgaila,VK-9,,,,LT,,,fixed_wing,monoplane,civilian,private,,"Lithuanian homebuilt by Vladas Kensgaila; mapped as OpenStreetMap node/13992766827 ""VK-9"" and photographed as ""VK-9.jpg"". No registration recorded",VK9,Lietuvos aviacijos muziejus -- Kaunas,on_display
Unidentified,Light aircraft,,LY-HBQ,,LT,,,fixed_wing,monoplane,civilian,private,,"A Lithuanian-registered light aircraft photographed in the museum category as ""LT LY-HBQ.jpg"". The type is not stated in the filename or category and I would not guess it; manufacturer and model are therefore Unidentified per the contract while the registration — which IS sourced — is retained",LYHBQ,Lietuvos aviacijos muziejus -- Kaunas,on_display
