manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Vickers,VC.1,Viking 1B,J-750,,PK,Viking,Quaid-e-Azam's Viking,fixed_wing,monoplane,civilian,transport,,Personal aircraft of Muhammad Ali Jinnah founder of Pakistan and used during his tenure as Governor-General; the single most historically significant airframe in the country; Wikipedia's Viking survivor list gives the displayed identity as J-750; the marking VP-905 is cited elsewhere for this aircraft's earlier identity and is recorded as an alias only because I could not confirm it,VC1; VC-1; VP-905; Viking 1B; VP905,Pakistan Air Force Museum Faisal,on_display
Folland,Gnat,F.1,IE-1083,,IN,,war trophy Gnat,fixed_wing,monoplane,military,fighter,,Indian Air Force Gnat forced down onto the disused airfield at Pasrur on 3 September 1965 by Flight Lieutenant Hakimullah Khan Durrani of No. 9 Squadron PAF and retained as a war trophy; capture is documented in the Commons photograph of the aircraft at Pasrur taken the same day,Gnat F1; IE1083; IE 1083,Pakistan Air Force Museum Faisal,on_display
Martin,B-57,B,53-3957,,PK,Canberra,,fixed_wing,monoplane,military,bomber,,PAF B-57s flew 167 sorties in 1965 and extensive night missions in 1971; the type was retired from PAF service in 1985,B57; B-57B; Canberra; B57B,Pakistan Air Force Museum Faisal,on_display
Lockheed,F-104,A,56-798,,PK,Starfighter,,fixed_wing,monoplane,military,fighter,,Listed in Wikipedia's surviving-Starfighter register as on display at the PAF Museum; the serial is the original USAF-block serial retained in PAF service,F104; F-104A; Starfighter; F104A,Pakistan Air Force Museum Faisal,on_display
Lockheed,F-104,A,57-1309,,PK,Starfighter,,fixed_wing,monoplane,military,fighter,,Ex-USAF airframe supplied to Pakistan; second of two F-104As recorded at the museum,F104; F-104A; Starfighter; F104A,Pakistan Air Force Museum Faisal,on_display
North American,F-86,F,1792,,PK,Sabre,,fixed_wing,monoplane,military,fighter,,A Geo News fact-check of 14 May 2023 states that the Sabre flown by Squadron Leader MM Alam in the 1965 war is preserved at the PAF Museum; I could not confirm whether 1792 is that aircraft and have not asserted it,F86; F-86F; Sabre; F86F,Pakistan Air Force Museum Faisal,on_display
Lockheed,T-33,A,53-5259,,PK,Shooting Star,,fixed_wing,monoplane,military,trainer,,Listed in Wikipedia's displayed-T-33 register,T33; T-33A; Shooting Star; T-Bird; T33A,Pakistan Air Force Museum Faisal,on_display
Kaman,HH-43,P,62-4556,,PK,Huskie,,rotary_wing,,military,search_rescue,,Pakistan bought three HH-43Bs in 1964 for No. 4 Squadron; they flew mountain logistic support in 1965 and a 1976 Arabian Sea rescue of the crew of the merchant ship Latakia,HH43; HH-43P; Huskie; HH43P,Pakistan Air Force Museum Faisal,on_display
Antonov,An-26,,A2-26,,AF,,,fixed_wing,monoplane,military,transport,,Afghan Air Force An-26 whose crew defected to Pakistan; retained and displayed at the museum,An26; An-26; Curl,Pakistan Air Force Museum Faisal,on_display
Antonov,An-12,,,,AF,,,fixed_wing,monoplane,military,transport,,Afghan Air Force An-12 whose crew defected to Pakistan; no serial recorded in any source I reached so the field is deliberately blank,An12; An-12; Cub,Pakistan Air Force Museum Faisal,on_display
Auster,J/5G,Autocar,AP-AHJ,,PK,Cirrus Autocar,,fixed_wing,monoplane,civilian,utility,,Operated by the Government of Pakistan Department of Plant Protection under the civil registration AP-AHJ; Wikipedia's Auster Autocar article records it as preserved in the PAF Museum; note a Commons photograph of the same museum labels an Auster there as an Aiglet — the PAF also operated Aiglet Trainers and the two may be separate airframes or the same one mislabelled,J5G; J/5G; Autocar; APAHJ,Pakistan Air Force Museum Faisal,on_display
Shenyang,F-6,,,,PK,Farmer,,fixed_wing,monoplane,military,fighter,,Chinese-built derivative of the MiG-19 manufactured by Shenyang Aircraft Corporation; the PAF received 260 F-6s between 1965 and 1980 and retired the single-seat F-6 in 2002; no serial recorded,F6; F-6; J-6; J6; MiG-19; MiG19; Farmer,Pakistan Air Force Museum Faisal,on_display
Dassault,Mirage 5,,,,PK,,,fixed_wing,monoplane,military,fighter,,Listed in the museum's Wikipedia exhibit list as a Dassault Mirage 5; the PAF's variant was the radarless Mirage 5PA of which 28 were built but I could not confirm the sub-variant of this airframe so the variant field is blank,Mirage5; Mirage 5PA; Mirage5PA,Pakistan Air Force Museum Faisal,on_display
Mikoyan-Gurevich,MiG-15,,,,,Fagot,,fixed_wing,monoplane,military,fighter,,Listed in the museum's Wikipedia exhibit list; the PAF never operated the MiG-15 so this is almost certainly an acquired or captured airframe or a Chinese-built J-2/JJ-2; operator left blank because it genuinely cannot be established,MiG15; MiG-15; Fagot,Pakistan Air Force Museum Faisal,on_display
Aérospatiale,SA 316,B,,,PK,,Alouette III,rotary_wing,,military,utility,,Listed in the museum's Wikipedia exhibit list as an Aerospatiale Alouette III; no serial recorded,SA316; SA-316B; Alouette III; Alouette3; SA316B,Pakistan Air Force Museum Faisal,on_display
De Havilland,DH.82,A,,,PK,Tiger Moth,,fixed_wing,biplane,military,trainer,,Retired by the PAF and displayed at the museum; photographed on display in 2008,DH82; DH.82A; Tiger Moth; TigerMoth,Pakistan Air Force Museum Faisal,on_display
North American,T-6,,,,PK,Harvard,,fixed_wing,monoplane,military,trainer,,Listed in the museum's Wikipedia exhibit list as a North American Harvard; no serial or sub-variant recorded,T6; T-6; Harvard; Texan,Pakistan Air Force Museum Faisal,on_display
Douglas,A-26,,,,,Invader,,fixed_wing,monoplane,military,bomber,,Listed in the museum's Wikipedia exhibit list; NOT corroborated by Wikipedia's surviving-A-26 register which has no Pakistan entry; recorded with that discrepancy stated rather than dropped,A26; A-26; B-26; Invader; B26,Pakistan Air Force Museum Faisal,on_display
Aero Commander,U-9,,,,PK,,,fixed_wing,monoplane,military,utility,,Listed in the museum's Wikipedia exhibit list as a U-9 Aero Commander; U-9 was the US military designation for the Aero Commander 560/680 series,U9; U-9; Aero Commander 560; Aero Commander 680,Pakistan Air Force Museum Faisal,on_display
Mikoyan-Gurevich,MiG-21,Bison,,,IN,,,fixed_wing,monoplane,military,fighter,,Fuselage and tail sections only of the Indian Air Force MiG-21 shot down on 27 February 2019; displayed in a gallery named Operation Swift Retort alongside a statue of its pilot Wing Commander Abhinandan Varthaman; this is a wreck display not a complete airframe and the serial is not recorded in the sources I reached,MiG21; MiG-21 Bison; Bison; Fishbed,Pakistan Air Force Museum Faisal,on_display
