manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Anatra,DS,,,,,,Anasal,fixed_wing,biplane,military,recon,2004,Full-scale flying-replica built in 2004 by «Одессавіаремсервіс» and delivered to the museum that year; represents the reconnaissance biplane built at the Anatra works in Odesa during the First World War; operator_country left blank because a 2004 replica never had a national operator,Anatra DS; AnatraDS; Anasal; Анасаль,Державний музей авіації України імені О.К. Антонова -- Київ (Жуляни),on_display
Wright Brothers,Flyer,,,,,,Wright Flyer,fixed_wing,biplane,civilian,experimental,2003,Full-scale replica built in August-September 2003 by the Ukrainian Air Transport Company (УАТК) for the centenary of powered flight; the uk.wikipedia inventory notes «Наразі не експонується» — not currently exhibited — so display_status is in_storage; operator_country blank as a replica,Wright Flyer; WrightFlyer; Flyer,Державний музей авіації України імені О.К. Антонова -- Київ (Жуляни),in_storage
Aero,L-29,,,,UA,Delfin,,fixed_wing,monoplane,military,trainer,,Acquired 2006; no bort number or construction number published for this airframe; Ukraine inherited L-29s from Soviet training units in 1992,L-29; L29; Delfin; Delfín; Maya,Державний музей авіації України імені О.К. Антонова -- Київ (Жуляни),on_display
Aero,L-39,,33,,UA,Albatros,,fixed_wing,monoplane,military,trainer,,Bort 33; construction number 530547 published in the museum inventory; acquired 2003,L-39; L39; Albatros; c/n 530547,Державний музей авіації України імені О.К. Антонова -- Київ (Жуляни),on_display
Aero,L-39,,18,,UA,Albatros,,fixed_wing,monoplane,military,trainer,,Bort 18; construction number 831144 published in the museum inventory; acquired 2006,L-39; L39; Albatros; c/n 831144,Державний музей авіації України імені О.К. Антонова -- Київ (Жуляни),on_display
Antonov,Izdeliye 181,,,,UA,CCCP-190101,,fixed_wing,monoplane,military,experimental,,Antonov short take-off research aircraft with a channel-wing; registration СССР-190101; construction number 0101; acquired 2011; an Antonov design bureau test airframe,Izdeliye 181; Izdeliye181; Виріб 181; Vyrib 181; c/n 0101,Державний музей авіації України імені О.К. Антонова -- Київ (Жуляни),on_display
Antonov,An-2,,UR-54812,,UA,,,fixed_wing,biplane,civilian,utility,,Construction number 1G184-19 — the 1G prefix marks Polish licence production by PZL Mielec; previously operated by ARP 410 Airlines; acquired 2003,An-2; An2; Colt; c/n 1G184-19,Державний музей авіації України імені О.К. Антонова -- Київ (Жуляни),on_display
Antonov,An-24,B,CCCP-46245,,RU,,,fixed_wing,monoplane,civilian,commercial_transport,,Construction number 77303203; acquired 2003; carried in Aeroflot markings,An-24; An24; An-24B; An24B; Coke; c/n 77303203,Державний музей авіації України імені О.К. Антонова -- Київ (Жуляни),on_display
Antonov,An-24,B,CCCP-46801,,RU,,,fixed_wing,monoplane,civilian,commercial_transport,,Construction number 57302010; acquired 2003; carried in Aeroflot markings,An-24; An24; An-24B; An24B; Coke; c/n 57302010,Державний музей авіації України імені О.К. Антонова -- Київ (Жуляни),on_display
Antonov,An-24,B,UR-46569,,UA,,,fixed_wing,monoplane,civilian,commercial_transport,,Construction number 87304710; Ukrainian registration; acquired 2003,An-24; An24; An-24B; An24B; Coke; c/n 87304710,Державний музей авіації України імені О.К. Антонова -- Київ (Жуляни),on_display
