manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Antonov,An-12,BP,18,,RU,Antonov An-12,,fixed_wing,monoplane,military,transport,,"Ex-Soviet Air Force; registered CCCP-11985; passed to the Aktyubinsk Higher Civil Aviation Flying School as an instructional airframe after withdrawal; with the military school (AVVAU/VI SVO) from 1996; repainted into Kazakhstan Air Defence Forces colours and given bort ""18 yellow""; the original Soviet registration is the true identity and the yellow 18 is a post-1996 marking",An12; c/n 402005; CCCP-11985; An12BP,Museum of Aviation Equipment -- Aktobe,on_display
Yakovlev,Yak-40,,19,,RU,Yakovlev Yak-40,,fixed_wing,monoplane,military,transport,1971,"Built February 1971; delivered 6 April 1971; registered 26 May 1971 as CCCP-87590 to the Kazakh Civil Aviation Directorate at Zhana-Semey; to the Aktyubinsk flying school 1 April 1975; struck off 25 December 1987; first plinthed near the school grounds; wore a spurious UN-87590 applied in 2000; later moved to the museum line and repainted in Kazakhstan Air Defence Forces colours as ""19 yellow""; year_built taken from the registry's stated build month",Yak40; c/n 9110416; CCCP-87590; UN-87590,Museum of Aviation Equipment -- Aktobe,on_display
Antonov,An-26,,,,,Antonov An-26,,fixed_wing,monoplane,military,transport,,Recorded by an OSM survey node on the museum line; no serial traced,An26,Museum of Aviation Equipment -- Aktobe,on_display
Yakovlev,Yak-18,T,,,,Yakovlev Yak-18T,,fixed_wing,monoplane,military,trainer,,Recorded by an OSM survey node on the museum line; no serial traced,Yak18T; Yak-18T; Yak18,Museum of Aviation Equipment -- Aktobe,on_display
Ilyushin,Il-28,,,,,Ilyushin Il-28,,fixed_wing,monoplane,military,bomber,,Recorded by an OSM survey node on the museum line; no serial traced; a surviving Il-28 anywhere is significant,Il28; Beagle,Museum of Aviation Equipment -- Aktobe,on_display
Sukhoi,Su-25,,,,,Sukhoi Su-25,,fixed_wing,monoplane,military,ground_attack,,Recorded by an OSM survey node on the museum line; no serial traced,Su25; Frogfoot,Museum of Aviation Equipment -- Aktobe,on_display
Aero,L-39,,,,,Aero L-39 Albatros,,fixed_wing,monoplane,military,trainer,,Recorded by an OSM survey node on the museum line; a second L-39 is mapped about 400 m away at 50.2869/57.1528 and is recorded separately below,L39; Albatros,Museum of Aviation Equipment -- Aktobe,on_display
Aero,L-29,,,,,Aero L-29 Delfin,,fixed_wing,monoplane,military,trainer,,Recorded by an OSM survey node on the museum line; no serial traced,L29; Delfin; Maya,Museum of Aviation Equipment -- Aktobe,on_display
Mil,Mi-6,,,,,Mil Mi-6,,rotary_wing,,military,transport,,Recorded by an OSM survey node on the museum line; no serial traced,Mi6; Hook,Museum of Aviation Equipment -- Aktobe,on_display
Mil,Mi-8,,,,,Mil Mi-8,,rotary_wing,,military,transport,,Recorded by an OSM survey node on the museum line; no serial traced,Mi8; Hip,Museum of Aviation Equipment -- Aktobe,on_display
Sukhoi,Su-24,,,,,Sukhoi Su-24,,fixed_wing,monoplane,military,bomber,,Recorded by an OSM survey node on the museum line; no serial traced,Su24; Fencer,Museum of Aviation Equipment -- Aktobe,on_display
Sukhoi,Su-17,,,,,Sukhoi Su-17,,fixed_wing,monoplane,military,ground_attack,,Recorded by an OSM survey node on the museum line; no serial traced; the sub-variant is not stated by the source and is deliberately left blank,Su17; Fitter,Museum of Aviation Equipment -- Aktobe,on_display
Mikoyan-Gurevich,MiG-23,,,,,Mikoyan-Gurevich MiG-23,,fixed_wing,monoplane,military,fighter,,Recorded by an OSM survey node on the museum line; no serial traced,MiG23; Flogger,Museum of Aviation Equipment -- Aktobe,on_display
Mikoyan-Gurevich,MiG-21,,,,,Mikoyan-Gurevich MiG-21,,fixed_wing,monoplane,military,fighter,,Recorded by an OSM survey node on the museum line; no serial traced,MiG21; Fishbed,Museum of Aviation Equipment -- Aktobe,on_display
Mikoyan,MiG-29,,,,,Mikoyan MiG-29,,fixed_wing,monoplane,military,fighter,,Recorded by an OSM survey node on the museum line; no serial traced,MiG29; Fulcrum,Museum of Aviation Equipment -- Aktobe,on_display
Mikoyan,MiG-27,,,,,Mikoyan MiG-27,,fixed_wing,monoplane,military,ground_attack,,Recorded by an OSM survey node on the museum line; the aviahistory registry notes that a MiG-27 was installed in place of the Yak-40 when the latter was moved to the museum line; this may be that airframe,MiG27; Flogger-D,Museum of Aviation Equipment -- Aktobe,on_display
Mil,Mi-24,,,,,Mil Mi-24,,rotary_wing,,military,ground_attack,,Recorded by an OSM survey node on the museum line; no serial traced,Mi24; Hind,Museum of Aviation Equipment -- Aktobe,on_display
Aero,L-39,,,,,Aero L-39 Albatros,,fixed_wing,monoplane,military,trainer,,Second L-39 mapped about 400 m north-east of the main museum line at 50.2869/57.1528; possibly a separate gate or campus display rather than part of the museum row,L39; Albatros,Museum of Aviation Equipment -- Aktobe,on_display
Yakovlev,Yak-50,,,,,Yakovlev Yak-50,,fixed_wing,monoplane,military,trainer,,Mapped at 50.2864/57.1508; slightly detached from the main museum line,Yak50,Museum of Aviation Equipment -- Aktobe,on_display
