manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Panavia,Tornado,F.3,ZE256,,GB,Tornado,,fixed_wing,monoplane,military,fighter,,"Ex-Royal Air Force air-defence variant; acquired from Jet Art Aviation Ltd of the United Kingdom and delivered to the museum by road on 12 March 2019 per the museum's own type page; serial from the Wikimedia Commons file ""Royal Air Force; ZE256""",ZE 256,Eesti Lennundusmuuseum -- Lange,on_display
Hawker Siddeley,Harrier,GR.3,XZ994,,GB,Harrier,,fixed_wing,monoplane,military,ground_attack,,"Ex-Royal Air Force; the museum's Estonian page records only ""saadud Inglismaalt"" (obtained from England); serial from the Commons file ""Royal Air Force; XZ994; Hawker Siddeley Harrier GR.3"" and from Commons Category:XZ994 (aircraft)",XZ 994,Eesti Lennundusmuuseum -- Lange,on_display
SEPECAT,Jaguar,GR.3,XZ361,,GB,Jaguar,,fixed_wing,monoplane,military,ground_attack,,Ex-Royal Air Force; museum records it as received from England; identity from Commons Category:XZ361 (aircraft) filed under both Royal Air Force aircraft at the Estonian Aviation Museum and SEPECAT Jaguar GR.3 at the Estonian Aviation Museum,XZ 361,Eesti Lennundusmuuseum -- Lange,on_display
Lockheed,F-104,,MM6507,,IT,Starfighter,,fixed_wing,monoplane,military,fighter,,"Ex-Aeronautica Militare; obtained from the Italian air force. VARIANT IS DISPUTED and is therefore left blank: the museum's own pages call it an F-104 ASA while the Commons photographer filed it as ""Italian Air Force; MM6507; Lockheed F-104G Starfighter"". MM65xx serials belong to the F-104G batches; ASA was a later F-104S upgrade. Do not assert a variant without the airframe record",MM 6507; F104,Eesti Lennundusmuuseum -- Lange,on_display
Saab,J35,,,,SE,,Draken,fixed_wing,monoplane,military,fighter,,"Wears Swedish Air Force individual code 10; tail_number left BLANK because a Swedish two-digit code is not a serial and the five-digit airframe number was not recorded by any source I could reach. Owned by the Swedish Air Force Museum and displayed at Lange on loan per et.wikipedia. Identity from Commons file ""Swedish Air Force; 10; Saab J35 Draken""",Saab 35; J 35; Draken; J35,Eesti Lennundusmuuseum -- Lange,on_display
Saab,JA 37,,,,SE,,Viggen,fixed_wing,monoplane,military,fighter,,"Wears Swedish Air Force individual code 4; tail_number left BLANK for the same reason as the Draken. Owned by the Swedish Air Force Museum and on loan. Identity from Commons file ""Swedish Air Force; 4; Saab JA37 Viggen""",Saab 37; JA37; Viggen,Eesti Lennundusmuuseum -- Lange,on_display
Saab,J32,E,,,SE,Lansen,,fixed_wing,monoplane,military,electronic_warfare,,"Wears Swedish Air Force individual code 09; tail_number BLANK as above. The J 32E was the electronic-warfare and target-towing conversion of the Lansen. Owned by the Swedish Air Force Museum and on loan. Identity from Commons file ""Swedish Air Force; 09; Saab J-32E Lansen""",Saab 32; J32E; Lansen; J32,Eesti Lennundusmuuseum -- Lange,on_display
Dassault,Mirage III,RS,R-2112,,CH,Mirage,,fixed_wing,monoplane,military,recon,,"Ex-Swiss Air Force reconnaissance Mirage; the museum records it as received from the Swiss defence ministry; serial from Commons file ""Swiss Air Force; R-2112; Dassault Mirage 3RS""",R2112; Mirage IIIRS; Mirage 3RS,Eesti Lennundusmuuseum -- Lange,on_display
Mikoyan-Gurevich,MiG-21,,9011,,PL,Fishbed,,fixed_wing,monoplane,military,fighter,,"Ex-Polish Air Force; obtained from Poland. VARIANT DISPUTED and left blank: the museum's own page is headed MiG-21Bis and et.wikipedia says MiG-21bis; the Commons photographer filed it as ""Polish Air Force; 9011; Mikoyan-Gurevich MiG-21MF"". Bort 9011 is carried on the airframe",MiG21; Fishbed; 9011,Eesti Lennundusmuuseum -- Lange,on_display
Mikoyan-Gurevich,MiG-23,MLD,32,,UA,Flogger,,fixed_wing,monoplane,military,fighter,,"Ex-Ukrainian Air Force; the museum records it as received from Ukraine and it wears Ukrainian markings. Bort 32 is a two-digit tactical number and NOT a construction number; the c/n is unknown and must not be inferred. Identity from Commons file ""Ukranian Air Force; 32; Mikoyan-Gurevich Mig-23MLD""",MiG23; Flogger; MiG23MLD,Eesti Lennundusmuuseum -- Lange,on_display
