manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Antonov,An-12,,,,UA,,,fixed_wing,monoplane,military,transport,,Mapped as OpenStreetMap node/7053991638; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,An-12; An12; Cub,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Antonov,An-12,,,,UA,,,fixed_wing,monoplane,military,transport,,Mapped as OpenStreetMap node/7053991639; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,An-12; An12; Cub,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Antonov,An-24,B,,,UA,,,fixed_wing,monoplane,civilian,commercial_transport,,Mapped as OpenStreetMap node/7053991641; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,An-24; An24; An-24B; Coke; An24B,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Antonov,An-26,,,,UA,,,fixed_wing,monoplane,military,transport,,Mapped as OpenStreetMap node/7053991648; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,An-26; An26; Curl,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Mil,Mi-8,,,,UA,,,rotary_wing,,military,transport,,Mapped as OpenStreetMap node/7053991644; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,Mi-8; Mi8; Hip,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Mil,Mi-8,T,,,UA,,,rotary_wing,,military,transport,,Mapped as OpenStreetMap node/7053991637; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,Mi-8; Mi8; Mi-8T; Hip; Mi8T,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Tupolev,Tu-114,,CCCP-76485,,RU,,,fixed_wing,monoplane,civilian,commercial_transport,,Registration CCCP-76485 comes from the en.wikipedia Tu-114 «Aircraft on display» survivor list which names this airframe as being on static display at the aviation museum of the National Aviation University in Kryvyi Rih and cites krt.dp.ua; mapped as OpenStreetMap node/7053991649. ONE OF ONLY A HANDFUL OF SURVIVING Tu-114s IN THE WORLD and the most significant single airframe in the Ukrainian collections outside Kyiv and Poltava. Arrived as a training airframe for the aviation college in the 1970s-80s,Tu-114; Tu114; Cleat,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Tupolev,Tu-134,,,,UA,,,fixed_wing,monoplane,civilian,commercial_transport,,Mapped as OpenStreetMap node/7053991640; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,Tu-134; Tu134; Crusty,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Tupolev,Tu-154,B,,,UA,,,fixed_wing,monoplane,civilian,commercial_transport,,Mapped as OpenStreetMap node/7053991645; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,Tu-154; Tu154; Tu-154B; Careless; Tu154B,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Tupolev,Tu-154,B,,,UA,,,fixed_wing,monoplane,civilian,commercial_transport,,Mapped as OpenStreetMap node/7053991646; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,Tu-154; Tu154; Tu-154B; Careless; Tu154B,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Tupolev,Tu-154,B,,,UA,,,fixed_wing,monoplane,civilian,commercial_transport,,Mapped as OpenStreetMap node/7053991647; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,Tu-154; Tu154; Tu-154B; Careless; Tu154B,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Yakovlev,Yak-40,,,,UA,,,fixed_wing,monoplane,civilian,commercial_transport,,Mapped as OpenStreetMap node/7053991643; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,Yak-40; Yak40; Codling,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
Yakovlev,Yak-42,,,,UA,,,fixed_wing,monoplane,civilian,commercial_transport,,Mapped as OpenStreetMap node/7053991642; the surveyor recorded the type but no bort number; construction number or registration; and I found none published,Yak-42; Yak42; Clobber,Музей історії авіації при Криворізькому коледжі -- Кривий Ріг,on_display
