manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Zlín,Z 43,,,,,,,fixed_wing,monoplane,military,ground_attack,,"Air Tigers (Tamil Eelam Air Force) light aircraft photographed on display at the museum in September 2022 and captioned ""Zlin Z 43 of Air Tigers""; the LTTE modified its Zlins to carry four 60 kg bombs of C-4 packed with ball bearings on locally made racks; NOTE the two aircraft used in the 20 February 2009 suicide raid on Colombo are described in the literature as Zlín Z 143 — this displayed airframe is captioned Z 43 and the two designations should not be conflated; operator left blank because the LTTE was not a state",Z43; Z 43; Z-43; Z 143; Z143; Zlin,Sri Lanka Air Force Museum,on_display
IAI,Kfir,C.2,CF-712,,LK,,,fixed_wing,monoplane,military,fighter,,Mounted on a pylon at the museum; the SLAF took six Kfir C.2s and one TC.2 in 1995-96 and used them against the LTTE,Kfir; Kfir C2; KfirC2; CF712,Sri Lanka Air Force Museum,on_display
IAI,Kfir,C.7,SFM-721,,LK,,,fixed_wing,monoplane,military,fighter,,On display at the museum; four C.7s were acquired around 2000,Kfir; Kfir C7; KfirC7; SFM721,Sri Lanka Air Force Museum,on_display
Mikoyan-Gurevich,MiG-27,,,,LK,Flogger,,fixed_wing,monoplane,military,ground_attack,,Displayed beside the Kfir per a 2017 photograph captioned at the museum; SLAF MiG-27s served with No. 5 Jet Squadron at Katunayake; no serial recorded,MiG27; MiG-27; Flogger; Flogger-D,Sri Lanka Air Force Museum,on_display
Mikoyan-Gurevich,MiG-23,UB,,,LK,,Flogger-C,fixed_wing,monoplane,military,trainer,,Two-seat conversion trainer listed among the museum's exhibits; no serial recorded,MiG23; MiG-23UB; MiG23UB; Flogger; Flogger-C,Sri Lanka Air Force Museum,on_display
Mikoyan-Gurevich,MiG-17,F,,,LK,Fresco,,fixed_wing,monoplane,military,fighter,,Four MiG-17s were hurriedly supplied by the USSR during the 1971 JVP insurgency and used for bombing and ground attack; five MiG-17Fs were still in service in 1979,MiG17; MiG-17F; MiG17F; Fresco,Sri Lanka Air Force Museum,on_display
Shenyang,FT-5,,,,LK,,,fixed_wing,monoplane,military,trainer,,Chinese-built two-seat trainer development of the MiG-17 built by Shenyang Aircraft Corporation; two were obtained from China in 1991 and Wikipedia records both as now preserved at the SLAF Ratmalana museum; this is the first of the pair,FT5; FT-5; JJ-5; JJ5; MiG-17U; MiG17U; Fresco,Sri Lanka Air Force Museum,on_display
Shenyang,FT-5,,,,LK,,,fixed_wing,monoplane,military,trainer,,Second of the two Shenyang FT-5 trainers obtained from China in 1991 and recorded as preserved at the museum; no serials given for either,FT5; FT-5; JJ-5; JJ5; MiG-17U; MiG17U; Fresco,Sri Lanka Air Force Museum,on_display
Mil,Mi-24,,,,LK,Hind,,rotary_wing,,military,ground_attack,,Photographed at the museum in August 2014; SLAF Mi-24s and Mi-35s have flown close air support since November 1995 with No. 9 Attack Helicopter Squadron; no serial recorded,Mi24; Mi-24; Mi-35; Mi35; Hind,Sri Lanka Air Force Museum,on_display
FMA,IA 58,A,CA-605,,LK,Pucará,,fixed_wing,monoplane,military,ground_attack,,Argentine-built COIN aircraft; hit by ground fire over the Kilaly lagoon and recovered to SLAF Palaly before being preserved; photographed on display in December 2024 — the most recent dated evidence for any airframe in this file,IA58; IA-58; IA 58; Pucara; Pucará; CA605,Sri Lanka Air Force Museum,on_display
Hawker Siddeley,HS 748,Srs 1,CR-831,,LK,Avro 748,,fixed_wing,monoplane,military,transport,,Construction number 1587; ex-Sri Lanka Air Force; the SLAF's 748 fleet was decimated by LTTE SA-7 missiles in April 1995 when CR834 and CR835 were shot down,HS748; HS 748; Avro 748; Avro748; 748; c/n 1587; CR831,Sri Lanka Air Force Museum,on_display
Douglas,C-47,A,43-48203,,LK,Dakota,,fixed_wing,monoplane,military,transport,,Recorded in Wikipedia's surviving-C-47 register as at the Sri Lanka Air Force Museum; 43-48203 is the original USAAF serial; the Royal Ceylon Air Force operated Dakotas so a Ceylonese service identity almost certainly exists but I could not establish it,C47; C-47A; C47A; DC-3; DC3; Dakota; Skytrain; 4348203,Sri Lanka Air Force Museum,on_display
Westland,WS-51,Mk.1A,CH501,,LK,Dragonfly,,rotary_wing,,military,search_rescue,,One of two Dragonfly Mk 1As operated by the Royal Ceylon Air Force; on static display at the museum,WS51; WS-51; Dragonfly; S-51; S51; CH501,Sri Lanka Air Force Museum,on_display
De Havilland,DH.104,Dove 5,CS401,,LK,Dove,,fixed_wing,monoplane,military,transport,,One of six Dove 5s delivered to the Royal Ceylon Air Force between 1955 and 1958,DH104; DH.104; Dove; Dove 5; Dove5; CS401,Sri Lanka Air Force Museum,on_display
De Havilland,DH.104,Dove 5,CS402,,LK,Dove,,fixed_wing,monoplane,military,transport,,Second of three Royal Ceylon Air Force Doves preserved at the museum,DH104; DH.104; Dove; Dove 5; Dove5; CS402,Sri Lanka Air Force Museum,on_display
De Havilland,DH.104,Dove 5,CS404,,LK,Dove,,fixed_wing,monoplane,military,transport,,Third of three Royal Ceylon Air Force Doves preserved at the museum,DH104; DH.104; Dove; Dove 5; Dove5; CS404,Sri Lanka Air Force Museum,on_display
De Havilland,DH.114,,,,LK,Heron,,fixed_wing,monoplane,military,transport,,Listed among the museum's exhibits; no serial recorded,DH114; DH.114; Heron; Heron 2,Sri Lanka Air Force Museum,on_display
Boulton Paul,Balliol,T.2,CA303,,LK,,,fixed_wing,monoplane,military,trainer,,IN STORAGE at the museum rather than on display; the Royal Ceylon Air Force was the only export customer for the Balliol taking twelve Mk 2s; very few survive worldwide,Balliol; Balliol T2; BalliolT2; CA303,Sri Lanka Air Force Museum,in_storage
BAC,Jet Provost,T.51,,,LK,,,fixed_wing,monoplane,military,trainer,,One of two Jet Provost T51s on display; Ceylon ordered twelve T51s which entered service in early 1960 armed with two 7.7 mm machine guns; no serials recorded for the displayed pair,Jet Provost; JetProvost; JP; T51; T.51,Sri Lanka Air Force Museum,on_display
BAC,Jet Provost,T.51,,,LK,,,fixed_wing,monoplane,military,trainer,,Second of two Jet Provost T51s recorded on display at the museum,Jet Provost; JetProvost; JP; T51; T.51,Sri Lanka Air Force Museum,on_display
Scottish Aviation,Pioneer,CC.1,CC-602,,LK,,,fixed_wing,monoplane,military,utility,,Photographed at the museum in September 2022 with the serial CC-602 legible; the Royal Ceylon Air Force took four Pioneers one of which was diverted from an RAF order while under construction,Pioneer; CC602; CC-602,Sri Lanka Air Force Museum,on_display
Airspeed,AS.10,,,,LK,Oxford,,fixed_wing,monoplane,military,trainer,,Listed among the museum's exhibits; no serial recorded,AS10; AS.10; Oxford; Airspeed Oxford,Sri Lanka Air Force Museum,on_display
De Havilland Canada,DHC-1,,,,LK,Chipmunk,,fixed_wing,monoplane,military,trainer,,Listed among the museum's exhibits; no serial recorded,DHC1; DHC-1; Chipmunk,Sri Lanka Air Force Museum,on_display
De Havilland,DH.82,A,,,LK,Tiger Moth,,fixed_wing,biplane,military,trainer,,Listed among the museum's exhibits; no serial recorded,DH82; DH.82A; Tiger Moth; TigerMoth,Sri Lanka Air Force Museum,on_display
SIAI-Marchetti,SF.260,,,,LK,,,fixed_wing,monoplane,military,trainer,,Photographed at the museum in June 2016; the SLAF operated twelve SF.260W acquired second-hand from Myanmar between 1991 and 1998,SF260; SF.260; SF-260; SF-260W; SF260W,Sri Lanka Air Force Museum,on_display
SIAI-Marchetti,SF.260,TP,,,LK,,,fixed_wing,monoplane,military,trainer,,Turboprop variant; six SF.260TPs were delivered in 1985 for pilot training and later used against the LTTE; eleven served until 2001,SF260; SF.260TP; SF-260TP; SF260TP,Sri Lanka Air Force Museum,on_display
Kamov,Ka-26,,,,LK,Hoodlum,,rotary_wing,,military,utility,,Listed among the museum's exhibits; no serial recorded,Ka26; Ka-26; Hoodlum,Sri Lanka Air Force Museum,on_display
Bell,206,A,,,LK,JetRanger,,rotary_wing,,military,utility,,Listed among the museum's exhibits as a Bell 206A Jet Ranger; no serial recorded,206; Bell 206; 206A; JetRanger; Jet Ranger,Sri Lanka Air Force Museum,on_display
