manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Mikoyan-Gurevich,MiG-17,F,,,VN,Fresco,,fixed_wing,monoplane,military,fighter,,VPAF Fresco; serial deliberately blank -- see the Vietnamese serial warning in NOTES,MiG17; MiG-17F; MiG17F; Fresco,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Mikoyan-Gurevich,MiG-21,MF,,,VN,Fishbed,,fixed_wing,monoplane,military,fighter,,Carries painted victory markings; the museum's MiG-21s are the centrepiece of its outdoor park; serial deliberately blank,MiG21; MiG-21MF; MiG21MF; Fishbed,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Mikoyan-Gurevich,MiG-21,PFM,,,VN,Fishbed,,fixed_wing,monoplane,military,fighter,,Second MiG-21 variant on display; carries painted victory markings; serial deliberately blank,MiG21; MiG-21PFM; MiG21PFM; Fishbed,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Shenyang,J-5,,,,VN,,,fixed_wing,monoplane,military,fighter,,Chinese-built MiG-17 equivalent supplied to the VPAF; displayed alongside the Soviet-built MiG-17F which is why both appear in the type list,J5; J-5; F-5 Chinese; Fresco,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Shenyang,J-6,,,,VN,,,fixed_wing,monoplane,military,fighter,,Chinese-built MiG-19 equivalent in VPAF service,J6; J-6; Farmer,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Mil,Mi-6,,,,VN,,,rotary_wing,,military,transport,,Heavy-lift Hook; the largest airframe in the museum park,Mi6; Mi-6; Hook,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Mil,Mi-24,A,,,VN,Hind,,rotary_wing,,military,ground_attack,,Early Hind-A with the greenhouse canopy; VPAF service,Mi24; Mi-24A; Mi24A; Hind; Hind-A,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Kamov,Ka-25,Bsh,,,VN,,,rotary_wing,,military,other,,anti_ship Naval Hormone; an unusual survivor for a land-based air force museum,Ka25; Ka-25Bsh; Ka25Bsh; Hormone,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Vietnam People's Air Force,TL-1,,,,VN,,,fixed_wing,monoplane,military,trainer,,Vietnamese-designed and Vietnamese-built light training and liaison aircraft; a genuinely rare type held almost nowhere else,TL1; TL-1,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Bell,UH-1,H,,,US,,,rotary_wing,,military,utility,,Captured from the Republic of Vietnam Air Force in 1975 and subsequently operated by the VPAF; operator_country US applied per the brief's rule for captured US-supplied aircraft where no Vietnamese operational history is individually documented for this airframe,UH1; UH-1H; UH1H; Huey; Iroquois,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Cessna,A-37,,,,US,Dragonfly,,fixed_wing,monoplane,military,ground_attack,,Captured RVNAF Dragonfly; variant not stated by the source; the type was flown operationally by the VPAF after 1975 including over Cambodia,A37; A-37; Dragonfly; Super Tweet,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Cessna,O-1,,,,US,Bird Dog,,fixed_wing,monoplane,military,recon,,Captured forward air control aircraft,O1; O-1; L-19; L19; Bird Dog,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Douglas,A-1,H,,,US,Skyraider,,fixed_wing,monoplane,military,ground_attack,,Vietnamese sources call the type AD-6 which is the pre-1962 US Navy designation of the A-1H; the same aircraft under two names; at least two Skyraiders are reported here,A1; A-1H; A1H; AD-6; AD6; Skyraider; Spad,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Northrop,F-5,,,,US,,,fixed_wing,monoplane,military,fighter,,Captured RVNAF Freedom Fighter; a Vietnamese press feature quotes an F-5A numbered 71.0266 among the captured US aircraft on museum display but does not say unambiguously which of the two Hanoi museums holds it; serial therefore left blank here and flagged in NOTES,F5; F-5; F-5A; F5A; Freedom Fighter,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
McDonnell Douglas,F-4,,Phantom II,,US,,,fixed_wing,monoplane,military,fighter,,WRECKAGE not a complete airframe; displayed as shot-down debris; recorded because the museum retains and presents it deliberately,F4; F-4; Phantom; Phantom II,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
Ryan,Firebee,,,,US,,,fixed_wing,monoplane,military,drone,,WRECKAGE of a Ryan reconnaissance drone; the BQM-34 / AQM-34 family flew unmanned photo missions over North Vietnam and several were downed and recovered,Firebee; BQM-34; BQM34; AQM-34; AQM34,Bao tang Phong khong - Khong quan (Vietnam People's Air Force Museum) -- Hanoi,on_display
