manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Sud Aviation,SE.210,VI-N,I-DABA,,IT,Caravelle,,fixed_wing,monoplane,civilian,commercial_transport,,c/n 071; ex-Alitalia Caravelle VI-N; the largest airframe on the beach; logged Nov 2018 and site record refreshed 22 Feb 2025,SE210; SE.210; Caravelle; IDABA; c/n 071,Aero Beach Entebbe,on_display
Boeing,707,-436,5X-CAU,,UG,,,fixed_wing,monoplane,civilian,commercial_transport,,c/n 17713; ex-Uganda government Boeing 707; the cockpit is open to visitors; logged Nov 2018,707; B707; 707-436; 5XCAU; c/n 17713,Aero Beach Entebbe,on_display
Mil,Mi-26,T,RA-06019,,RU,,,rotary_wing,,civilian,transport,,c/n 34001212320; a Russian-registered Mi-26T retained at Aero Beach; a second entry lists it as removed from a neighbouring apron so its exact position has changed,Mi26; Mi-26T; Halo; RA06019; c/n 34001212320; Mi26T,Aero Beach Entebbe,on_display
FFA,AS-202,18A1,AF-104,,UG,Bravo,,fixed_wing,monoplane,military,trainer,,c/n 106; rear fuselage only; logged Nov 2018,AS202; AS-202/18A1; Bravo; AF104; c/n 106,Aero Beach Entebbe,on_display
Britten-Norman,BN-2A,III,5X-UAS,,UG,Trislander,,fixed_wing,monoplane,civilian,transport,,c/n 373; logged Nov 2018,BN2A; BN-2A-III; Trislander; 5XUAS; c/n 373,Aero Beach Entebbe,on_display
Aero,L-29,,U-511,,UG,Delfin,,fixed_wing,monoplane,military,trainer,,c/n 993428; Ugandan Air Force Delfin; the cockpit is open to visitors; logged Nov 2018,L29; L-29; Delfin; Maya; U511; c/n 993428,Aero Beach Entebbe,on_display
Mikoyan-Gurevich,MiG-21,MF,U-916,,UG,,,fixed_wing,monoplane,military,fighter,,c/n 96010001; the airframe is split into two parts; logged Nov 2018,MiG21; MiG-21MF; Fishbed; U916; c/n 96010001; MiG21MF,Aero Beach Entebbe,on_display
Mikoyan-Gurevich,MiG-21,MF,U-919,,UG,,,fixed_wing,monoplane,military,fighter,,Ugandan Air Force MiG-21MF; the cockpit is open to visitors; logged Nov 2018,MiG21; MiG-21MF; Fishbed; U919; MiG21MF,Aero Beach Entebbe,on_display
Piper,PA-23,-250,U-301,,UG,Aztec,,fixed_wing,monoplane,military,utility,,c/n 27-2733; Ugandan Air Force Aztec; logged Nov 2018,PA23; PA-23-250; Aztec; U301; c/n 27-2733,Aero Beach Entebbe,on_display
Piper,PA-23,-250,5X-UVS,,UG,Aztec,,fixed_wing,monoplane,civilian,utility,,c/n 27-4064; logged Nov 2018,PA23; PA-23-250; Aztec; 5XUVS; c/n 27-4064,Aero Beach Entebbe,on_display
