manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Messerschmitt,Bf 109,E-3,1289,,DE,,,fixed_wing,monoplane,military,fighter,,Luftwaffe Bf 109E; wears 2 red; Werknummer 1289,Bf109; Bf-109; Me 109; Me109; 2 red; Wnr 1289,Ditsong National Museum of Military History,on_display
Messerschmitt,Bf 109,F-2 Trop,31010,,DE,,,fixed_wing,monoplane,military,fighter,,Tropicalised Bf 109F recovered from North Africa; wears 6-1; Werknummer 31010,Bf109; Bf-109; Me 109; Bf 109F; Wnr 31010,Ditsong National Museum of Military History,on_display
Focke-Wulf,Fw 190,A-6/R6,550214,,DE,,,fixed_wing,monoplane,military,fighter,,Wears the code PN+LU; Werknummer 550214,Fw190; Fw-190; FW 190A; PN+LU; Wnr 550214,Ditsong National Museum of Military History,on_display
Messerschmitt,Me 262,B-1a/U1,110305,,DE,Schwalbe,,fixed_wing,monoplane,military,fighter,,The world's only surviving Me 262 B-1a/U1 two-seat radar-equipped night fighter; wears the code 8; Werknummer 110305; the single most important airframe in Africa,Me262; Me-262; Me 262B; Schwalbe; Wnr 110305,Ditsong National Museum of Military History,on_display
Atlas Aircraft Corporation,Kudu,C4M,990,,ZA,Kudu,,fixed_wing,monoplane,military,utility,,c/n 32,C4M; C-4M; Kudu,Ditsong National Museum of Military History,on_display
Blackburn,Buccaneer,S.50,422,,ZA,Buccaneer,,fixed_wing,monoplane,military,ground_attack,,Outdoor exhibit; c/n B3-07-64,Buccaneer S50; S.50,Ditsong National Museum of Military History,on_display
Douglas,C-47,B,6850,,ZA,Dakota,,fixed_wing,monoplane,military,transport,,Outdoor exhibit; recorded by the source as Dakota 4; c/n 27099,C47; C-47B; Dakota 4; Dakota; C47B,Ditsong National Museum of Military History,on_display
Airco,DH.9,,2005,,ZA,,,fixed_wing,biplane,military,bomber,,One of the SAAF's founding Imperial Gift airframes,DH9; DH-9; de Havilland DH.9,Ditsong National Museum of Military History,on_display
Hawker,Hartbees,,851,,ZA,Hartbees,,fixed_wing,biplane,military,ground_attack,,South African-built development of the Hawker Audax; the SAAF's own interwar type,Hartebees; Hartbeest; Hartebeest,Ditsong National Museum of Military History,on_display
Hawker,Hurricane,Mk IIc,5285,,ZA,Hurricane,,fixed_wing,monoplane,military,fighter,,SAAF Hurricane displayed in the GE Brink Hall,Hurricane 2C; Hurricane IIC,Ditsong National Museum of Military History,on_display
Atlas Aircraft Corporation,Impala,Mk II,1045,,ZA,Impala,,fixed_wing,monoplane,military,ground_attack,,Outdoor exhibit; licence-built Aermacchi MB-326K; c/n 46,MB-326K; MB326K; Impala Mk2,Ditsong National Museum of Military History,on_display
Dassault,Mirage III,CZ,813,,ZA,Mirage III,,fixed_wing,monoplane,military,fighter,,Outdoor exhibit; c/n 178,Mirage 3CZ; Mirage3CZ,Ditsong National Museum of Military History,on_display
de Havilland,Mosquito,PR.9,LR480,,ZA,Mosquito,,fixed_wing,monoplane,military,recon,,Photo-reconnaissance Mosquito flown by 60 Squadron SAAF over Italy and the Balkans; the SAAF operated it in RAF markings,Mosquito PR9; PR.9,Ditsong National Museum of Military History,on_display
Royal Aircraft Factory,S.E.5,A,320,,ZA,SE5a,,fixed_wing,biplane,military,fighter,,SAAF S.E.5a from the Imperial Gift,SE5; S.E.5A; SE5a,Ditsong National Museum of Military History,on_display
Sud Aviation,Alouette III,SE.3160,630,,ZA,Alouette III,,rotary_wing,,military,utility,,c/n 2282,SE.3160; SE3160; Alouette 3,Ditsong National Museum of Military History,on_display
Supermarine,Spitfire,Mk VIIIc,5501,,ZA,Spitfire,,fixed_wing,monoplane,military,fighter,,SAAF Spitfire; c/n 6S/238666,Spitfire Mk8; Mk VIII; Spitfire Mk.8C,Ditsong National Museum of Military History,on_display
