manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Supermarine,Spitfire,F.IX,EN199,,GB,Spitfire,,fixed_wing,monoplane,military,fighter,,The museum's centrepiece and the airframe its own website is built around; c/n recorded as 3677 in the Wrecks-and-Relics register; wears the code R-B. NOTE: the aviationmuseum.eu Malta page attaches EN199 to a North American T-6G Harvard and leaves the Spitfire serial-less — that is a column shift and EN199 is the Spitfire; the museum's own page is titled for this serial,Spitfire IX; Spitfire Mk IX; EN199; R-B; c/n 3677,Malta Aviation Museum,on_display
Hawker,Hurricane,Mk.IIA,Z3055,,GB,Hurricane,,fixed_wing,monoplane,military,fighter,,Displayed in the Second World War hangar opened in 2005; wears the code HA-E; recovered from the sea off Malta. Serial agrees across the museum Wikipedia article and the Wrecks-and-Relics register,Hurricane IIa; Hurricane Mk 2A; HA-E; Z3055,Malta Aviation Museum,on_display
Fairey,Swordfish,Mk.II,HS491,,GB,Swordfish,,fixed_wing,biplane,military,bomber,,"Fuselage skeleton only; described by the museum's own site as ""a waiting restoration project"". Recorded as under_restoration rather than on_display for that reason",Swordfish II; Swordfish Mk 2; HS491,Malta Aviation Museum,under_restoration
Gloster,Meteor,F.8,WK914,,GB,Meteor,,fixed_wing,monoplane,military,fighter,,"PAINTED AS WF714 — the airframe's true identity is WK914 and the marking it wears is not its own; PlaneLogger and photographers both record it as ""WK914 (WF714)"". The aviationmuseum.eu register lists only WF714 and so records the false serial as fact. Displayed in the Main Exhibition Hangar",Meteor F8; Meteor Mk 8; WK914; WF714,Malta Aviation Museum,on_display
Gloster,Meteor,NF.14,WS774,,GB,Meteor,,fixed_wing,monoplane,military,fighter,,Night-fighter Meteor; wears the code D; displayed in the Main Exhibition Hangar. Some secondary sources render the variant as NF14T; the Wrecks-and-Relics register gives NF.14,Meteor NF14; Meteor NF 14; WS774,Malta Aviation Museum,on_display
Hawker,Sea Hawk,FGA.6,WV826,,GB,Sea Hawk,,fixed_wing,monoplane,military,ground_attack,,Fleet Air Arm Sea Hawk; c/n AW.607 (Armstrong Whitworth-built); wears the code 161,Sea Hawk FGA6; SeaHawk; WV826; c/n AW.607,Malta Aviation Museum,on_display
de Havilland,DH.112,Sea Venom FAW.22,XG691,,GB,Sea Venom,,fixed_wing,monoplane,military,fighter,,Recorded as dismantled in the Wrecks-and-Relics register; wears the code J-4. Display_status set to in_storage on that basis,Sea Venom FAW22; DH112; XG691; J-4; J4,Malta Aviation Museum,in_storage
de Havilland,DH.115,Vampire T.11,WZ550,,GB,Vampire,,fixed_wing,monoplane,military,trainer,,Two-seat Vampire trainer; c/n 15109; wears the code 599 in Royal Navy markings although WZ550 is an RAF serial — the markings are a repaint and not the airframe's service identity,Vampire T11; DH115; WZ550; 599; c/n 15109,Malta Aviation Museum,on_display
de Havilland,DH.82,A,G-ANFW,,GB,Tiger Moth,,fixed_wing,biplane,civilian,trainer,,Civil-registered Tiger Moth c/n 3737 that CARRIES THE RAF SERIAL DE730 in its paint scheme; the true identity is the civil registration G-ANFW. Recorded as civilian because the airframe's identity on the register is a G- registration; the RAF marking is cosmetic,DH82A; Tiger Moth; GANFW; DE730; c/n 3737,Malta Aviation Museum,on_display
English Electric,Lightning,F.2,XN769,,GB,Lightning,,fixed_wing,monoplane,military,fighter,,NOSE SECTION / COCKPIT ONLY — confirmed as such by both the museum's Wikipedia article and the Wrecks-and-Relics register; c/n 95122. The aviationmuseum.eu page renders the serial as XN7699 which is one digit too long,Lightning F2; XN769; cockpit section; c/n 95122,Malta Aviation Museum,on_display
Handley Page,Hastings,C(VIP).4,WJ325,,GB,Hastings,,fixed_wing,monoplane,military,transport,,NOSE SECTION ONLY. The VIP-configured Hastings 4,Hastings C4; Hastings C(VIP)4; WJ325,Malta Aviation Museum,on_display
Handley Page,Hastings,C.2,WJ328,,GB,Hastings,,fixed_wing,monoplane,military,transport,,NOSE SECTION ONLY; a second Hastings front end alongside WJ325,Hastings C2; WJ328,Malta Aviation Museum,on_display
Westland,Sioux,AH.1,XT133,,GB,Sioux,,rotary_wing,,military,recon,,Licence-built Bell 47G-3B-1; c/n 1544; recorded as under restoration in the Wrecks-and-Relics register,Sioux AH1; Bell 47G-3; XT133; c/n 1544,Malta Aviation Museum,under_restoration
Westland,Sioux,AH.1,XT175,,GB,Sioux,,rotary_wing,,military,recon,,Licence-built Bell 47G-3B-1; c/n WA334,Sioux AH1; Bell 47G-3; XT175; c/n WA334,Malta Aviation Museum,on_display
Westland,Sioux,AH.1,XT550,,GB,Sioux,,rotary_wing,,military,recon,,Licence-built Bell 47G-3B-1; c/n WA439; wears the code D,Sioux AH1; Bell 47G-3; XT550; c/n WA439,Malta Aviation Museum,on_display
Westland,Dragonfly,HR.5,VZ962,,GB,Dragonfly,,rotary_wing,,military,search_rescue,,Licence-built Sikorsky S-51; c/n WA/H/21; recorded as dismantled in the Wrecks-and-Relics register so display_status is in_storage,Dragonfly HR5; S-51; Sikorsky S-51; VZ962; S51,Malta Aviation Museum,in_storage
Fiat,G.91,R/1B,MM6377,,IT,Gina,,fixed_wing,monoplane,military,ground_attack,,Italian Air Force G.91; c/n 1181; wears the code 2-1. Malta's post-independence air links to Italy are why an Italian type sits in an otherwise overwhelmingly RAF collection,G91; G.91R; G-91; Gina; MM6377; c/n 1181,Malta Aviation Museum,on_display
