manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Commonwealth,CA-27,Sabre 32,M27-02,,MY,Sabre,,fixed_wing,monoplane,military,fighter,,Australian-built Avon Sabre transferred to the RMAF. TOP-UP ROW. Serial from the 2016 Kuala Lumpur register; the whole collection moved to Sendayan after the Sungai Besi museum closed on 15 March 2018 and a November 2024 eyewitness reports the aircraft there under restoration. Display_status under_restoration on that basis,CA27; CA-27; Avon Sabre; F-86F; Sabre 32; M2702; F86F,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
Commonwealth,CA-27,Sabre 32,M27-04,,MY,Sabre,,fixed_wing,monoplane,military,fighter,,TOP-UP ROW. Second Avon Sabre on the 2016 register; same move and status caveat as M27-02,CA27; CA-27; Avon Sabre; F-86F; Sabre 32; M2704; F86F,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
Douglas,A-4,PTM,FM-1902,,MY,Skyhawk,,fixed_wing,monoplane,military,ground_attack,,TOP-UP ROW. The A-4PTM (Peculiar To Malaysia) was a Malaysian-specific rebuild of ex-US Navy A-4C/L airframes. Serial from the 2016 register,A4; A-4PTM; Skyhawk; FM1902; A4PTM,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
Douglas,A-4,PTM,FM-1907,,MY,Skyhawk,,fixed_wing,monoplane,military,ground_attack,,TOP-UP ROW. Second A-4PTM on the 2016 register,A4; A-4PTM; Skyhawk; FM1907; A4PTM,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
Northrop,F-5,E,,,MY,Tiger II,,fixed_wing,monoplane,military,fighter,,TOP-UP ROW. Listed without a serial on the 2016 register; serial deliberately blank rather than guessed,F5; F-5E; Tiger II; F5E,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
Aermacchi,MB-339,AM,,,MY,,,fixed_wing,monoplane,military,trainer,,TOP-UP ROW. The AM was the RMAF's dedicated variant. Listed without a serial on the 2016 register,MB339; MB-339AM; MB339AM,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
Canadair,CL-41,G-5 Tebuan,FM-2201,,MY,Tebuan,,fixed_wing,monoplane,military,trainer,,TOP-UP ROW. Tebuan is Malay for hornet; the CL-41G was the armed export Tutor. The 2016 register carries a second serial FM-1125/25 against the same type line — probably a second airframe but possibly a transcription artefact; recorded as an alias rather than as a separate row,CL41; CL-41G; Tebuan; Tutor; FM2201; FM-1125; CL41G,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
Scottish Aviation,Twin Pioneer,1,FM-1001,,MY,,,fixed_wing,monoplane,military,transport,,TOP-UP ROW. SERIAL CONFLICT: the 2016 Kuala Lumpur register gives FM-1001 for a Twin Pioneer while an OSM node at Ayer Keroh in Melaka records a Twin Pioneer CC Mk 1 named Lang Rajawali as the first aircraft of the Royal Malayan Air Force. These may be the same airframe recorded in two places or two different aircraft; unresolved — see Needs a human,Twin Pioneer; Twin Pin; FM1001,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
Scottish Aviation,Pioneer,2,,,MY,Pioneer,,fixed_wing,monoplane,military,utility,,TOP-UP ROW. Single-engined STOL Pioneer; no serial on the 2016 register,Pioneer 2; Single Pioneer; Prestwick Pioneer,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
Scottish Aviation,Bulldog,102,FM-1051,,MY,,,fixed_wing,monoplane,military,trainer,,TOP-UP ROW. Serial from the 2016 register,Bulldog 102; Bulldog; FM1051,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
Scottish Aviation,Bulldog,102,FM-1054,,MY,,,fixed_wing,monoplane,military,trainer,,TOP-UP ROW. Second Bulldog on the 2016 register,Bulldog 102; Bulldog; FM1054,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
de Havilland Canada,DHC-1,Chipmunk T.20,FM-1022,,MY,Chipmunk,,fixed_wing,monoplane,military,trainer,,TOP-UP ROW. T.20 was the export Chipmunk. Serial from the 2016 register,DHC1; Chipmunk T20; FM1022,Muzium Tentera Udara Diraja Malaysia -- Sendayan,under_restoration
