manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Aeronca,K,,CF-BIN,,,fixed_wing,monoplane,civilian,private,,c/n K280.,Aeronca K; Model K,Western Development Museum History of Transportation Moose Jaw,on_display
Airspeed,A.S.10,Oxford,X666,,,fixed_wing,monoplane,military,trainer,,British Commonwealth Air Training Plan twin trainer.,AS10; A.S.10; Oxford; Oxford Mk II,Western Development Museum History of Transportation Moose Jaw,on_display
Airspeed,A.S.10,Oxford,,,,fixed_wing,monoplane,military,trainer,,"Cockpit section only, carrying the training number 24.",AS10; A.S.10; Oxford; Oxford Mk II,Western Development Museum History of Transportation Moose Jaw,on_display
Avro,Anson,Mk I,R9725,,,fixed_wing,monoplane,military,trainer,,BCATP Anson.,Anson; Anson I; Avro 652A,Western Development Museum History of Transportation Moose Jaw,on_display
Beechcraft,CT-134,A Musketeer II,134230,,,fixed_wing,monoplane,military,trainer,,Canadian Forces primary trainer.,CT134; Musketeer; Beech 23; Model 23,Western Development Museum History of Transportation Moose Jaw,on_display
Bensen,B-8,M Gyrocopter,CF-XFJ,,,rotary_wing,,civilian,private,,Homebuilt autogyro.,B8M; B-8M; Gyrocopter; Gyro-Copter; B8,Western Development Museum History of Transportation Moose Jaw,on_display
Bensen,B-8,M Gyrocopter,,,,rotary_wing,,civilian,private,,Second Bensen B-8M held by the museum; registration not established.,B8M; B-8M; Gyrocopter; Gyro-Copter; B8,Western Development Museum History of Transportation Moose Jaw,on_display
Canadair,CT-133,Silver Star 3,133275,,,fixed_wing,monoplane,military,trainer,,silverhawkauthor also gives 21401 for this airframe; the two serials are inconsistent and the identity is unresolved.,CT133; T-33; T33; Silver Star,Western Development Museum History of Transportation Moose Jaw,on_display
Canadair,CT-114,Tutor,114021,,,fixed_wing,monoplane,military,trainer,,"Ex-2 Canadian Forces Flying Training School, Moose Jaw.",CT114; CL-41; CL41; Tutor,Western Development Museum History of Transportation Moose Jaw,on_display
Canadair,CT-114,Tutor,114102,,,fixed_wing,monoplane,military,trainer,,"Painted by 2 CFFTS Moose Jaw in special colours for the 50th anniversary of NATO, carrying the flags of every NATO country. 2 CFFTS stopped flying the Tutor in 1999.",CT114; CL-41; CL41; Tutor,Western Development Museum History of Transportation Moose Jaw,on_display
Canadian Car and Foundry,Harvard,Mk 4,20475,,,fixed_wing,monoplane,military,trainer,,"c/n CCF4-266; taken on charge 14 January 1953 and struck off 12 October 1967, civil-registered C-GYYO and owned by the Province of Saskatchewan at Moose Jaw from 31 January 1986.",Harvard 4; Harvard IV; T-6; AT-16; C-GYYO; T6; AT16,Western Development Museum History of Transportation Moose Jaw,on_display
