manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Waco,YKC-S,,CF-AYS,,,fixed_wing,biplane,civilian,utility,1935,"Waco sesquiplane bushplane c/n 4267, built 1935, displayed in Central Northern Airways colours in the Northern Connections gallery. Chartered by the Winnipeg Tribune during the 1948 Operation Attache search.",YKC-S; YKCS; Waco Custom Cabin,Royal Aviation Museum of Western Canada,on_display
Vickers,Viscount,757,CF-THS,,,fixed_wing,monoplane,civilian,commercial_transport,,"Trans-Canada Air Lines Viscount c/n 279, entered service on the Montreal-Winnipeg route in February 1958 and withdrawn by Air Canada in April 1974. Donated September 1982 and repainted by Air Canada in the original Viscount livery.",Viscount 757; V757; VC2; Vickers-Armstrongs Viscount,Royal Aviation Museum of Western Canada,on_display
Schweizer,SGU 2-22,E,C-FACL,,,fixed_wing,monoplane,civilian,trainer,1965,"Two-seat training glider built 1965, flown by the Royal Canadian Air Cadets 1973-1997.",SGU 2-22E; SGU222E; SGU 2-22,Royal Aviation Museum of Western Canada,on_display
North American,NA-64,,3430,Yale,,fixed_wing,monoplane,military,trainer,,"RCAF Yale, one of about 25 survivors, most from the Ernie Simmons collection. On display in the military gallery.",NA64; Yale; NA-64 Yale; RCAF 3430,Royal Aviation Museum of Western Canada,on_display
McDonnell,CF-101,B,101034,Voodoo,,fixed_wing,monoplane,military,fighter,,"Built as USAF F-101B-95-MC 57-0362, c/n 540; to the Canadian Armed Forces August 1971 as 101034, served with 416 Sqn Bagotville and 409 Sqn Comox, struck off 25 June 1986. Photographed on site January 2026.",CF101; F-101B; F101B; Voodoo; 57-0362; CF101B,Royal Aviation Museum of Western Canada,on_display
Lockheed,Model 10,A,CF-TCC,Electra,,fixed_wing,monoplane,civilian,commercial_transport,1937,"Genuine Trans-Canada Air Lines Electra c/n 1116, one of TCA's first six aircraft in 1937; later RCAF, then N3749 in the USA, recovered 1984 and restored to flight by Air Canada, which flew it across Canada for the airline's 50th anniversary. Entered the museum's permanent collection in 2022.",L-10A; L10A; Electra 10A; N3749,Royal Aviation Museum of Western Canada,on_display
Lockheed,Model 10,A,1528,Electra,,fixed_wing,monoplane,civilian,commercial_transport,,"Ex-RCAF 1528, c/n 1064, later CF-BAF, N16222 and CF-HED with Matane Air Services; long-held museum airframe, distinct from the display aircraft CF-TCC. Not listed on the museum's public collection pages, so treated as stored.",L-10A; L10A; CF-HED; CF-BAF; N16222,Royal Aviation Museum of Western Canada,in_storage
CASA,352,L,T.2B-148,,,fixed_wing,monoplane,civilian,transport,,"Spanish-built CASA 352L (licence Junkers Ju 52/3m), ex-Ejercito del Aire T.2B-148 and N99234, being retrofitted to represent Canadian Airways' single-engine Junkers Ju 52/1m CF-ARM, the largest bushplane of its day. The museum describes it as a replica of CF-ARM.",Ju 52; Ju52; Ju 52/1m; CF-ARM; N99234,Royal Aviation Museum of Western Canada,under_restoration
Froebe,Froebe Helicopter,,,,,rotary_wing,,civilian,experimental,,"Machine built by the Froebe brothers of Homewood Manitoba in the late 1930s, one of the earliest Canadian helicopter experiments. Original airframe on display.",Froebe brothers helicopter,Royal Aviation Museum of Western Canada,on_display
Fokker,Super Universal,,CF-AAM,,,fixed_wing,monoplane,civilian,utility,,"c/n 827; wrecked and abandoned, recovered by the Western Canada Aviation Museum in 1974 and restored to airworthiness by Clark Seaborn using parts of two other Yukon Super Universal wrecks. Flown over its original Yukon airmail route in 2001 before donation to the museum.",Super Universal; Fokker Standard Universal; G-CASK,Royal Aviation Museum of Western Canada,on_display
Fokker,Universal,,G-CAJD,,,fixed_wing,monoplane,civilian,utility,,"The Ghost of Charron Lake, lost in northern Manitoba and sought by museum expeditions from 1974; recovered wreck displayed as found rather than restored.",Universal; G-CAJD; Ghost of Charron Lake,Royal Aviation Museum of Western Canada,on_display
Fairchild Aircraft Ltd,Super 71,,CF-AUJ,,,fixed_wing,monoplane,civilian,utility,,"Canadian-designed Fairchild Super 71, the first purpose-designed Canadian bushplane with a monocoque fuselage. Surviving fuselage on display.",Super 71; Super71; Fairchild Super 71,Royal Aviation Museum of Western Canada,on_display
Fairchild,FC-71,C,CF-AKT,,,fixed_wing,monoplane,civilian,utility,,"c/n 516; abandoned in the bush for 30 years, donated to the museum in 1974 by BC-Yukon Air Services and airlifted out by helicopter and RCAF Hercules for restoration. On permanent display.",FC-71C; FC71C; Fairchild 71C; Fairchild 71; FC71,Royal Aviation Museum of Western Canada,on_display
Douglas,A-26,B,C-GWLT,Invader,,fixed_wing,monoplane,military,bomber,,One of the last Invaders built by Douglas in the Second World War; restored and airshow-flown by Manitoba owner Ross Robinson from 2007 and placed on long-term loan to the museum in 2022.,A26; A-26B; A26B; Invader; B-26 Invader,Royal Aviation Museum of Western Canada,on_display
de Havilland,DH.82,C,1122,Tiger Moth,,fixed_wing,biplane,military,trainer,,"RCAF 1122, c/n 1325, later CF-COU; flown from RCAF Station Neepawa, a British Commonwealth Air Training Plan Elementary Flying Training School.",DH82C; DH.82C; Tiger Moth; CF-COU,Royal Aviation Museum of Western Canada,on_display
de Havilland Canada,DHC-2,Beaver Mk I,C-FMAA,Beaver,,fixed_wing,monoplane,civilian,utility,,"Beaver c/n 1500, flown by the Manitoba Government Air Service and donated to the museum on retirement.",DHC2; Beaver; DHC-2 Mk I,Royal Aviation Museum of Western Canada,on_display
Stinson,SR-8,CM,CF-AZV,Reliant,,fixed_wing,monoplane,civilian,utility,,"c/n 9733, flown by Canadian Airways Limited; bought for the museum by James A. Richardson & Sons and restored to almost-ready-for-flight condition.",SR-8CM; SR8CM; Reliant; Stinson Reliant; SR8,Royal Aviation Museum of Western Canada,on_display
Canadian Vickers,Vedette,Mk V,CF-MAG,,,fixed_wing,biplane,civilian,utility,,"Composite reconstruction of a Canadian Vickers Vedette flying boat, built around fuselage and wing fragments recovered by the museum's dive team from 1975-77 plus parts loaned by the Canada Aviation and Space Museum. Presented by the museum as a replica.",Vedette; Vedette Mk V; G-CASW,Royal Aviation Museum of Western Canada,on_display
Canadair,Sabre,Mk 6,1815,,,fixed_wing,monoplane,military,fighter,1958,"c/n 1815, completed 9 October 1958 as the last Sabre ever built, delivered to the Luftwaffe and later flown by the Pakistan Air Force, which donated it to the museum in 1996. Painted in RCAF No. 441 Squadron markings; Aerial Visuals records the identity as 1815 PakAF.",Sabre 6; F-86; F86; CL-13B; Sabre Mk 6; CL13B,Royal Aviation Museum of Western Canada,on_display
Canadair,CT-114,Tutor,114004,,,fixed_wing,monoplane,military,trainer,,One of the earliest CT-114 Tutors taken on strength; earmarked for a Winnipeg pedestal before being permanently loaned to the museum. Two nose panels were replaced with reinforced suspension-point versions for display; the originals are in the museum archives.,CT114; CL-41; CL41; Tutor; CT-114004,Royal Aviation Museum of Western Canada,on_display
Canadair,CF-104,,12703,Starfighter,,fixed_wing,monoplane,military,fighter,,"Displayed as CF-104 12703, the showpiece of the Military Skies exhibit and on loan from Ren Pajot's former Canadian Starfighter Museum. Aerial Visuals records the underlying airframe as ex-Royal Danish Air Force R-704, c/n 683A-1003; identity unresolved. The only Starfighter on indoor display in Manitoba.",CF104; F-104; F104; Starfighter; R-704; R704,Royal Aviation Museum of Western Canada,on_display
Canadair,CL-84,Dynavert,CX8403,,,fixed_wing,monoplane,military,experimental,,"Tilt-wing V/STOL research aircraft CX8403, never fully assembled. On permanent display.",CL84; Dynavert; CL-84-1; CX8403,Royal Aviation Museum of Western Canada,on_display
Bristol Aerospace,Black Brant,IV B,,,,missile_rocket,,civilian,sounding,,Full-size replica of a Winnipeg-built Black Brant IVB sounding rocket.,Black Brant IVB; BlackBrant; Black Brant 4,Royal Aviation Museum of Western Canada,on_display
Bellanca,Aircruiser,,CF-AWR,,,fixed_wing,monoplane,civilian,transport,,"The Eldorado Radium Silver Express, c/n 1208; wreck retrieved by the museum in 1973 with Canadian Forces helicopter support and displayed restored for the first time in the new building.",Aircruiser; Bellanca 66-75; Airbus,Royal Aviation Museum of Western Canada,on_display
Beechcraft,CT-134,Musketeer,134235,,,fixed_wing,monoplane,military,trainer,,"CT-134 Musketeer c/n 2323, the Canadian Forces primary trainer used at CFB Portage la Prairie.",CT134; Musketeer; Beech 23; Model 23,Royal Aviation Museum of Western Canada,on_display
Avro Canada,VZ-9,Avrocar,,,,fixed_wing,monoplane,military,experimental,,"Full-scale replica of the Avro Canada VZ-9AV Avrocar, added to the permanent collection on 14 March 2003.",VZ9; VZ-9AV; Avrocar; Avro Car; VZ9AV,Royal Aviation Museum of Western Canada,on_display
Junkers,F 13,,CF-ALX,,,fixed_wing,monoplane,civilian,transport,,"All-metal Junkers F 13 recovered by museum founders Keith Olsen and Gord Emberley; restored over two decades by the Deutsches Technikmuseum in Berlin in exchange for the museum's Junkers W 34 CF-AQV, and returned to Winnipeg in September 2024. Displayed on floats in the gallery.",F13; Junkers F13; F 13,Royal Aviation Museum of Western Canada,on_display
de Havilland,DH.83,Fox Moth,CF-BNP,,,fixed_wing,biplane,civilian,utility,,Composite airframe built from parts of several Fox Moth wrecks and finished as CF-BNP rather than the originally intended CF-BNO. Installed in the gallery in June 2025.,DH83; DH.83; Fox Moth; CF-BNO,Royal Aviation Museum of Western Canada,on_display
Bristol,Freighter,31,9699,,,fixed_wing,monoplane,civilian,freighter,,"Bristol Freighter Mk 31 c/n 13219, ex-RCAF 9699, later CF-WAE with Norcanair which flew it to Winnipeg and donated it. Displayed outdoors in the museum's Aviation Plaza.",Freighter 31; Bristol 170; CF-WAE,Royal Aviation Museum of Western Canada,on_display
Avro Canada,CF-100,Mk 5,18764,Canuck,,fixed_wing,monoplane,military,fighter,,"CF-100 Mk 5 c/n 664, recorded by Aerial Visuals on outdoor display at the museum site. Wikipedia gives the serial as 18674; the Aerial Visuals reading 18764 is preferred but unconfirmed on site.",CF100; Canuck; CF-100 Mk 5; Clunk,Royal Aviation Museum of Western Canada,on_display
Canadair,CT-133,Silver Star 3,21075,,,fixed_wing,monoplane,military,trainer,,"Canadair Silver Star 3 c/n T33-075, recorded by Aerial Visuals on outdoor display at the museum site.",CT133; T-33; T33; Silver Star; CL-30; CL30,Royal Aviation Museum of Western Canada,on_display
Avro,Anson,I,FP805,,,fixed_wing,monoplane,military,trainer,,British Commonwealth Air Training Plan Anson I; held by the museum and not listed on its public collection pages.,Anson Mk I; Avro 652A; Anson,Royal Aviation Museum of Western Canada,in_storage
Canadair,CP-107,Argus 2,10715,,,fixed_wing,monoplane,military,recon,,Argus maritime patrol aircraft 10715 held by the museum; not listed on its public collection pages. Reported to survive as a forward fuselage/cockpit section only - needs confirmation.,CP107; Argus; CL-28; Argus 2; CL28,Royal Aviation Museum of Western Canada,in_storage
Fairchild Aircraft Ltd,Bolingbroke,IVT,10184,,,fixed_wing,monoplane,military,bomber,,Canadian-built Bristol Blenheim derivative used as a BCATP gunnery trainer; held by the museum and not on its public collection pages.,Bolingbroke; Blenheim; Bolingbroke IVT,Royal Aviation Museum of Western Canada,in_storage
Noorduyn,Norseman,IV W,2456,,,fixed_wing,monoplane,military,utility,,"Norseman IVW c/n 29, ex-RCAF 2456, later CF-BTC. Held by the museum and not listed on its public collection pages.",Norseman; Norseman IV; CF-BTC,Royal Aviation Museum of Western Canada,in_storage
Fairchild Aircraft Ltd,PT-26,Cornell II,FV705,,,fixed_wing,monoplane,military,trainer,,"Fairchild Cornell II FV705, a BCATP elementary trainer held by the museum and not on its public collection pages.",Cornell; Cornell II; PT-26; PT26; M-62; M62,Royal Aviation Museum of Western Canada,in_storage
Fairchild Aircraft Ltd,F-11,Husky,,,,fixed_wing,monoplane,civilian,utility,,"Fairchild Husky c/n 2, registered C-GCYV; the second of only twelve built. Held by the museum and not listed on its public collection pages.",F-11; F11; Husky; C-GCYV,Royal Aviation Museum of Western Canada,in_storage
Beechcraft,Expeditor,3N,1477,,,fixed_wing,monoplane,military,transport,,"Beech Expeditor 3N c/n A-0652, ex-RCAF 1477, later CF-BKO. Recorded by Aerial Visuals as stored at the museum.",Expeditor; Beech 18; C-45; CF-BKO; C45,Royal Aviation Museum of Western Canada,in_storage
de Havilland,Vampire,F.3,17020,,,fixed_wing,monoplane,military,fighter,,"RCAF Vampire 3 17020, later N6863D. Recorded by Aerial Visuals as stored at the museum.",Vampire 3; Vampire F.3; DH.100; N6863D,Royal Aviation Museum of Western Canada,in_storage
