manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Beechcraft,C-45,Expeditor,,Expeditor,,fixed_wing,monoplane,military,transport,,"Royal Canadian Navy Expeditor. From the museum's own aircraft-collection listing (September 2026). The museum publishes no serial numbers and the third-party surveys of this collection disagree with each other, so the serial is deliberately left blank rather than guessed.",C45; C-45; Expeditor; Beech 18; D18,Shearwater Aviation Museum,on_display
Canadair,CC-144,Challenger,,Challenger,,fixed_wing,monoplane,military,transport,,"Canadian Forces Challenger. From the museum's own aircraft-collection listing (September 2026). The museum publishes no serial numbers and the third-party surveys of this collection disagree with each other, so the serial is deliberately left blank rather than guessed.",CC144; CC-144; Challenger; CL-600; CL600,Shearwater Aviation Museum,on_display
Canadair,CT-114,Tutor,,Tutor,,fixed_wing,monoplane,military,trainer,,"Displayed in Snowbirds markings. From the museum's own aircraft-collection listing (September 2026). The museum publishes no serial numbers and the third-party surveys of this collection disagree with each other, so the serial is deliberately left blank rather than guessed.",CT114; CT-114; CL-41; CL41; Tutor; Snowbirds,Shearwater Aviation Museum,on_display
Fairey,Firefly,FR.1,,Firefly,,fixed_wing,monoplane,military,fighter,,"Royal Canadian Navy Firefly FR.1. From the museum's own aircraft-collection listing (September 2026). The museum publishes no serial numbers and the third-party surveys of this collection disagree with each other, so the serial is deliberately left blank rather than guessed.",Firefly; FR1; FR.1,Shearwater Aviation Museum,on_display
Fairey,Swordfish,Mk II,,Swordfish,,fixed_wing,biplane,military,bomber,,"Royal Canadian Navy Swordfish. From the museum's own aircraft-collection listing (September 2026). The museum publishes no serial numbers and the third-party surveys of this collection disagree with each other, so the serial is deliberately left blank rather than guessed.",Swordfish; Stringbag; Swordfish II,Shearwater Aviation Museum,on_display
Grumman,CP-121,Tracker,,Tracker,,fixed_wing,monoplane,military,recon,,"First of the museum's two Trackers. From the museum's own aircraft-collection listing (September 2026). The museum publishes no serial numbers and the third-party surveys of this collection disagree with each other, so the serial is deliberately left blank rather than guessed.",CS2F; CP-121; CP121; Tracker; S-2; S2,Shearwater Aviation Museum,on_display
Grumman,CP-121,Tracker,,Tracker,,fixed_wing,monoplane,military,recon,,"Second of the museum's two Trackers. From the museum's own aircraft-collection listing (September 2026). The museum publishes no serial numbers and the third-party surveys of this collection disagree with each other, so the serial is deliberately left blank rather than guessed.",CS2F; CP-121; CP121; Tracker; S-2; S2,Shearwater Aviation Museum,on_display
Grumman,TBM,3 Avenger,,Avenger,,fixed_wing,monoplane,military,bomber,,"Royal Canadian Navy TBM-3 Avenger. From the museum's own aircraft-collection listing (September 2026). The museum publishes no serial numbers and the third-party surveys of this collection disagree with each other, so the serial is deliberately left blank rather than guessed.",TBM; TBM-3; Avenger; TBF; TBM3,Shearwater Aviation Museum,on_display
Hawker,Hurricane,,,Hurricane,,fixed_wing,monoplane,military,fighter,,"Full-size replica Hurricane, not an original airframe. From the museum's own aircraft-collection listing (September 2026). The museum publishes no serial numbers and the third-party surveys of this collection disagree with each other, so the serial is deliberately left blank rather than guessed.",Hurricane; Hurricane II,Shearwater Aviation Museum,on_display
Canadair,CT-133,Silver Star 3,,Silver Star,,fixed_wing,monoplane,military,trainer,,"Canadian Forces Silver Star. From the museum's own aircraft-collection listing (September 2026). The museum publishes no serial numbers and the third-party surveys of this collection disagree with each other, so the serial is deliberately left blank rather than guessed.",CT133; CT-133; T-33; T33; Silver Star,Shearwater Aviation Museum,on_display
