name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
122nd Bomb Squadron Veterans Century of Sentries Park -- Kenner,Kenner,Louisiana,United States,70062,North America,Louis Armstrong New Orleans International Airport,,public,29.9906,-90.2437
American Legion Post 185 -- Slidell,Slidell,Louisiana,United States,70458,North America,American Legion Post 185,,public,30.2859,-89.7999
American Legion Post 38 -- Baton Rouge,Baton Rouge,Louisiana,United States,70806,North America,American Legion Post 38,,public,30.4504,-91.1028
Anna Jordan Park -- Baton Rouge,Baton Rouge,Louisiana,United States,70807,North America,Anna Jordan Park - Scotlandville,,public,30.5274,-91.1747
Barksdale Air Force Base 307th Bomb Wing Displays,Bossier City,Louisiana,United States,71110,North America,Barksdale Air Force Base - 307th Maintenance Group area,,restricted,32.4859,-93.6660
Barksdale Air Force Base East Gate Display,Bossier City,Louisiana,United States,71110,North America,Barksdale Air Force Base - east side,,restricted,32.5077,-93.6582
Chennault Aviation and Military Museum,Monroe,Louisiana,United States,71203,North America,701 Kansas Lane,https://www.chennaultmuseum.org/,public,32.511828,-92.053253
Disabled American Veterans Chapter 21 -- Many,Many,Louisiana,United States,71449,North America,DAV Chapter 21,,public,31.5033,-93.6522
Esler Army Airfield and Camp Beauregard Displays,Pineville,Louisiana,United States,71360,North America,Esler Regional Airport - Camp Beauregard,,restricted,31.3703,-92.4030
Flying Tiger Heritage Park,Alexandria,Louisiana,United States,71303,North America,England Drive former England AFB,https://www.englandairpark.org/,public,31.326328,-92.529853
Houma-Terrebonne Airport F-16 Display -- Houma,Houma,Louisiana,United States,70363,North America,Houma-Terrebonne Airport,,public,,
Howell Park -- Baton Rouge,Baton Rouge,Louisiana,United States,70807,North America,Howell Park,,public,30.4800,-91.1368
Jackson Barracks Military Museum,New Orleans,Louisiana,United States,70117,North America,6400 Saint Claude Avenue,https://geauxguardmuseums.com/museums/jackson-barracks-military-museum/,restricted,29.960375,-90.006017
Louisiana Tech University AFROTC Detachment 305 -- Ruston,Ruston,Louisiana,United States,71272,North America,Louisiana Tech University,,public,32.5243,-92.6462
National WWII Museum,New Orleans,Louisiana,United States,70130,North America,945 Magazine Street,https://www.nationalww2museum.org/,public,29.943133,-90.070542
Naval Air Station Joint Reserve Base New Orleans,Belle Chasse,Louisiana,United States,70143,North America,Alvin Callender Field - NAS JRB New Orleans,https://cnrse.cnic.navy.mil,restricted,29.8235,-90.0065
New Iberia Veterans Memorial Building -- New Iberia,New Iberia,Louisiana,United States,70560,North America,New Iberia Veterans Memorial Building,,public,30.0042,-91.8098
North Louisiana Military Museum,Ruston,Louisiana,United States,71270,North America,201 Memorial Drive,https://www.ruston.org/rpar/14/2/North-Louisiana-Military-Museum,public,32.530839,-92.633197
Polk Army Airfield Displays - Fort Johnson,Fort Johnson,Louisiana,United States,71459,North America,Polk Army Airfield - Fort Johnson,,restricted,31.0492,-93.1911
Regional Military Museum,Houma,Louisiana,United States,70363,North America,1154 Barrow Street,https://www.regionalmilitarymuseum.com/,public,29.588642,-90.720836
Saint John Airport F11F Display -- Reserve,Reserve,Louisiana,United States,70084,North America,Saint John the Baptist Parish Airport,,public,30.0772,-90.5792
School for Exceptional Children -- Houma,Houma,Louisiana,United States,70363,North America,School for Exceptional Children,,public,29.5735,-90.6840
Southern Heritage Air Foundation,Tallulah,Louisiana,United States,71282,North America,175 VTR Airport Road,https://southernheritageair.org/,public,32.353700,-91.025000
UH-1 Huey Display -- Ball,Ball,Louisiana,United States,71405,North America,US-165 Ball,,public,31.4071,-92.4103
USS Kidd Veterans Museum,Baton Rouge,Louisiana,United States,70802,North America,305 South River Road,https://www.usskidd.com/,public,30.444117,-91.190311
Veterans of Foreign Wars Post 1809 -- Monroe,Monroe,Louisiana,United States,71201,North America,VFW Post 1809,,public,32.5252,-91.9911
Vietnam Veterans of America Chapter 632 -- Ville Platte,Ville Platte,Louisiana,United States,70586,North America,VVA Chapter 632,,public,30.6887,-92.2788
Wedell-Williams Aviation and Cypress Sawmill Museum,Patterson,Louisiana,United States,70392,North America,118 Cotten Road,https://louisianastatemuseum.org/museum/wedell-williams-aviation-cypress-sawmill-museum,public,29.677500,-91.294170
