manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
NAMC,YS-11,,JA8611,,JP,,,fixed_wing,monoplane,civilian,commercial_transport,,Outdoor; the YS-11 prototype; cabin open to visitors,YS11; YS-11,Museum of Aeronautical Sciences -- Narita,on_display
Mitsubishi,MU-2,B,JA8628,,JP,,,fixed_wing,monoplane,civilian,private,,Outdoor; former Mitsubishi Heavy Industries company aircraft,MU2; MU-2B; MU2B,Museum of Aeronautical Sciences -- Narita,on_display
Fuji,FA-200,160,JA3848,,JP,Aero Subaru,,fixed_wing,monoplane,civilian,private,,Outdoor,FA200; FA-200-160; Aero Subaru,Museum of Aeronautical Sciences -- Narita,on_display
Fuji,FA-300,,JA5258,,JP,,,fixed_wing,monoplane,civilian,private,,Outdoor; the FA-300 prototype; also marketed as the Rockwell Commander 700,FA300; FA-300; Fuji Model 700; Commander 700,Museum of Aeronautical Sciences -- Narita,on_display
American Aviation,AA-1,Yankee,JA3613,,JP,,,fixed_wing,monoplane,civilian,private,,Outdoor,AA1; AA-1 Yankee,Museum of Aeronautical Sciences -- Narita,on_display
Aero Commander,680,E,JA5074,,JP,,,fixed_wing,monoplane,civilian,private,,Outdoor; former Asia Air Survey company aircraft; ja.wikipedia gives JA5073 which is WRONG — the airframe is JA5074,Aero Commander 680E; 680E; JA5073,Museum of Aeronautical Sciences -- Narita,on_display
Cessna,195,,JA3007,,JP,,,fixed_wing,monoplane,civilian,private,,Outdoor; the former Asahi Shimbun aircraft Asakaze; ja.wikipedia gives JA3009 which is WRONG — the airframe is JA3007,Cessna 195; Asakaze; 朝風; JA3009,Museum of Aeronautical Sciences -- Narita,on_display
Cessna,172,P,JA3944,,JP,Skyhawk,,fixed_wing,monoplane,civilian,private,,Outdoor,Cessna 172P; Skyhawk,Museum of Aeronautical Sciences -- Narita,on_display
Cessna,411,A,JA5151,,JP,,,fixed_wing,monoplane,civilian,private,,Outdoor; former Chunichi Shimbun aircraft Ootaka,Cessna 411A; Ootaka; おおたか,Museum of Aeronautical Sciences -- Narita,on_display
Cessna,421,B,JA5238,,JP,Golden Eagle,,fixed_wing,monoplane,civilian,private,,Outdoor; former Mainichi Shimbun aircraft Kinsei II,Cessna 421B; Golden Eagle; Kinsei II; 金星II,Museum of Aeronautical Sciences -- Narita,on_display
Beechcraft,E33,,JA3440,,JP,Bonanza,,fixed_wing,monoplane,civilian,trainer,,Outdoor; former Civil Aviation College trainer,Beech E33; Bonanza,Museum of Aeronautical Sciences -- Narita,on_display
Beechcraft,56TC,,JA5159,,JP,Turbo Baron,,fixed_wing,monoplane,civilian,private,,Outdoor; former Mainichi Shimbun aircraft Myojo,Beech 56TC; Turbo Baron; Myojo; 明星,Museum of Aeronautical Sciences -- Narita,on_display
Boeing,747,212B,N642NW,,US,,,fixed_wing,monoplane,civilian,commercial_transport,,Nose section only — the so-called Section 41; displayed outdoors,B747; 747-212B; Section 41; Jumbo,Museum of Aeronautical Sciences -- Narita,on_display
Gates Learjet,25,B,N67HB,,US,,,fixed_wing,monoplane,civilian,private,,Outdoor; donated by Narita Airport Biso in December 2008; ja.wikipedia gives N25MB which is WRONG — the airframe is N67HB,Learjet 25B; N25MB,Museum of Aeronautical Sciences -- Narita,on_display
Aerospatiale,SA330,F,JA9512,,JP,Puma,,rotary_wing,,civilian,search_rescue,,Outdoor; former Tokyo Fire Department Yurikamome,SA330F; Puma; Yurikamome; ゆりかもめ,Museum of Aeronautical Sciences -- Narita,on_display
Kamov,Ka-26,D,JA7990,,JP,Hoodlum,,rotary_wing,,civilian,utility,,Outdoor; coaxial-rotor helicopter and a genuine rarity in Japan,Ka26; Ka-26D; Hoodlum; Ka26D,Museum of Aeronautical Sciences -- Narita,on_display
Sikorsky,S-62,A,JA9156,,JP,,,rotary_wing,,civilian,search_rescue,,Outdoor; former Japan Coast Guard aircraft,S62; S-62A; S62A,Museum of Aeronautical Sciences -- Narita,on_display
Hughes,369,HS,JA9298,,JP,,,rotary_wing,,civilian,utility,,Outdoor; former Shin Nihon Helicopter company aircraft,Hughes 369HS; 500; MD500,Museum of Aeronautical Sciences -- Narita,on_display
Robinson,R22,Beta,JA7758,,JP,,,rotary_wing,,civilian,private,,Outdoor; former Honda Airways aircraft,R22; R22 Beta,Museum of Aeronautical Sciences -- Narita,on_display
Kawasaki,369,HS,JA9115,,JP,,,rotary_wing,,civilian,search_rescue,,Kawasaki-built Hughes 369HS construction number 6615; a permanent exhibit around 2010 and now in store and brought out for events; registration cancelled 1993-07-08; the left side is skinned open as a cutaway and the main rotor blades are cut short; only two 369HS were operated by the Japan Coast Guard — this and JA9113,Kawasaki-Hughes 369HS; c/n 6615,Museum of Aeronautical Sciences -- Narita,in_storage
