manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Kawasaki,KV-107,IIA-4,51804,,JP,Sea Knight,,rotary_wing,,military,transport,,Outdoor display; ex-JGSDF transport helicopter; repainted on a five-to-ten-year cycle like all four outdoor airframes,KV107; V-107; JG-1804; V107,Gifu-Kakamigahara Air and Space Museum,on_display
NAMC,YS-11,A-213,JA8731,,JP,,,fixed_wing,monoplane,civilian,commercial_transport,,Outdoor display; ex-Air Nippon; flown into Gifu air base and towed to the museum along the 1.2 km access road built for the purpose,YS11; YS-11A-500R,Gifu-Kakamigahara Air and Space Museum,on_display
ShinMaywa,US-1,A,9078,,JP,,,fixed_wing,monoplane,military,search_rescue,,Outdoor display; ex-JMSDF rescue flying boat; flew from Iwakuni to Gifu on 1995-12-12 routed over 24 schools in Kakamigahara so pupils could watch,US1; US-1A; US1A,Gifu-Kakamigahara Air and Space Museum,on_display
Kawasaki,P-2,J,4782,,JP,Neptune,,fixed_wing,monoplane,military,recon,,Outdoor display; ex-JMSDF; retired 1994-05-22 and flown from Kanoya to Gifu on the 26th; parked on the air base until the museum opened,P2J; P-2J; Kawasaki P-2J; P2,Gifu-Kakamigahara Air and Space Museum,on_display
Wright,Flyer,,,,,,Wright Flyer,fixed_wing,biplane,civilian,experimental,,Full-scale replica of the 1903 machine; indoor display,Wright Flyer I,Gifu-Kakamigahara Air and Space Museum,on_display
Grade,Monoplane,,,,,,,fixed_wing,monoplane,civilian,experimental,,Faithful reconstruction built by the volunteer グラーデ復元の会; indoor display,Grade Eindecker,Gifu-Kakamigahara Air and Space Museum,on_display
Kawasaki,Salmson 2,A2,1001,,JP,Otsu-shiki Ichi-gata Teisatsuki,,fixed_wing,biplane,military,recon,,Faithful reconstruction built by Kawasaki Heavy Industries of the Japanese-built Salmson 2A2 army reconnaissance biplane; certified 近代化産業遺産 by METI,Salmson 2A2; 乙式一型偵察機; Otsu-shiki 1-gata,Gifu-Kakamigahara Air and Space Museum,on_display
Mitsubishi,A6M,1,三菱201,,JP,12-shi Kanjo Sentoki,,fixed_wing,monoplane,military,fighter,,Full-scale replica of the A6M1 Zero prototype built for the museum; displayed from the 2018 reopening,A6M1; 十二試艦上戦闘機; 12-shi carrier fighter,Gifu-Kakamigahara Air and Space Museum,on_display
Kawasaki,Ki-61,II Kai,川崎6117,,JP,Hien,,fixed_wing,monoplane,military,fighter,,The world's only surviving Ki-61-II Kai; displayed 1986-2015 at Chiran then restored by Kawasaki at Gifu in 2015 deliberately left unpainted to show construction technique; certified 重要航空遺産 and 近代化産業遺産; a national roundel is projected onto the airframe,Ki61; Ki-61-II-Kai; 三式戦闘機二型; Type 3 Fighter; Tony; c/n 6117,Gifu-Kakamigahara Air and Space Museum,on_display
Kawasaki,KAL-1,,JA3074,,JP,,,fixed_wing,monoplane,civilian,utility,,Indoor display; Kawasaki liaison aircraft prototype; on display since 2014,KAL1; KAL-1,Gifu-Kakamigahara Air and Space Museum,on_display
