manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Nanchang,J-12,,,,CN,,Lightest supersonic fighter built,fixed_wing,monoplane,military,fighter,,Named on the museum's own 展品介绍/飞机 page as 空中李向阳——歼-12型战斗机; one of the very few J-12s built,J12; J-12,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
Shenyang,J-5,,,,CN,,Chinese-built MiG-17F,fixed_wing,monoplane,military,fighter,,Named on the museum's own aircraft exhibit page,J5; J-5; MiG-17; MiG17; F-5; Fresco; F5,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
Shenyang,J-6,,,,CN,,Chinese-built MiG-19,fixed_wing,monoplane,military,fighter,,Named on the museum's own aircraft exhibit page,J6; J-6; F-6; F6; MiG-19; MiG19; Farmer,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
Chengdu,J-7,,,,CN,,Chinese-built MiG-21,fixed_wing,monoplane,military,fighter,,Named on the museum's own aircraft exhibit page,J7; J-7; F-7; F7; MiG-21; MiG21; Fishbed,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
Aero,L-29,,,,CN,,Delfin jet trainer,fixed_wing,monoplane,military,trainer,,Named on the museum's own aircraft exhibit page,L29; L-29; Delfin; Dolphin; Maya,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
Nanjing University of Aeronautics and Astronautics,CK-1,,,,CN,,Chang Kong 1 target drone,fixed_wing,monoplane,military,drone,,Named on the museum's own aircraft exhibit page as 长空一号; China's first large indigenous unmanned aircraft; developed at NUAA,CK1; CK-1; 长空一号; Chang Kong-1; ChangKong-1,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
Nanjing University of Aeronautics and Astronautics,AD-100,T,,,CN,,,fixed_wing,monoplane,civilian,experimental,,Named on the museum's own aircraft exhibit page; the AD-100/AD-100T are canard-layout light aircraft designed and built at NUAA and displayed suspended in the hall,AD100T; AD-100; AD100,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
Nanjing University of Aeronautics and Astronautics,Yan'an No.2,,,,CN,,Yan'an-2 experimental helicopter,rotary_wing,,civilian,experimental,,Named on the museum's own 展品介绍/直升机 page as 延安2号; an early Chinese light helicopter developed with NUAA involvement,Yan'an No.2; Yanan-2; 延安二号; 延安2号,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
Nanjing University of Aeronautics and Astronautics,701,,,,CN,,Type 701 experimental helicopter,rotary_wing,,civilian,experimental,,Named on the museum's own helicopter exhibit page as 701直升机,701; 701直升机; Type 701,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
Avicopter,AC313,,,,CN,,Large civil transport helicopter,rotary_wing,,civilian,transport,,Named on the museum's own helicopter exhibit page; whether the exhibit is an airframe or a mockup was not established,AC313; AC-313; Z-8; Z8,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
Aerospatiale,AS350,B3,,,,Ecureuil,,rotary_wing,,civilian,utility,,Named on the museum's own helicopter exhibit page,AS350B3; AS350; AS-350; Ecureuil; Squirrel; H125,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
Nanjing University of Aeronautics and Astronautics,TD220,,,,CN,,Coaxial-rotor unmanned helicopter,rotary_wing,,civilian,drone,,Named on the museum's own helicopter exhibit page as TD220共轴无人直升机,TD220; TD-220,Nanjing Aviation and Space Museum -- NUAA Ming Palace Campus,on_display
