manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Boeing,B-29,,,,US,Superfortress,,fixed_wing,monoplane,military,bomber,,Named 통일호 (Tongil-ho) and previously displayed at Yeouido in Seoul before moving to Sacheon; namu.wiki gives no serial; a B-29 in Korea is a significant survivor and the identity needs establishing,B29; Superfortress; Tongil-ho; 통일호,KAI Aerospace Museum -- Sacheon,on_display
Douglas,C-54,,,,KR,Skymaster,,fixed_wing,monoplane,military,transport,,Former Korean presidential aircraft; the interior is open to visitors; no serial published,C54; Skymaster,KAI Aerospace Museum -- Sacheon,on_display
Douglas,C-47,,,,KR,Skytrain,,fixed_wing,monoplane,military,transport,,Transport in the outdoor park; no serial published,C47; Dakota; Skytrain,KAI Aerospace Museum -- Sacheon,on_display
Douglas,C-124,,,,US,Globemaster II,,fixed_wing,monoplane,military,transport,,Heavy transport with an accessible interior; a C-124 outside the United States is a rare survivor and the identity needs establishing,C124; Globemaster II; Globemaster 2,KAI Aerospace Museum -- Sacheon,on_display
Fairchild,C-123,,,,KR,Provider,,fixed_wing,monoplane,military,transport,,Transport in the outdoor park; no serial published,C123; Provider,KAI Aerospace Museum -- Sacheon,on_display
Lockheed,T-33,A,,,KR,Shooting Star,,fixed_wing,monoplane,military,trainer,,No serial published,T33; T33A,KAI Aerospace Museum -- Sacheon,on_display
Cessna,T-37,,,,KR,Tweet,,fixed_wing,monoplane,military,trainer,,No serial published,T37; Tweet,KAI Aerospace Museum -- Sacheon,on_display
Korean Air,KF-5,E,,,KR,Jegongho,,fixed_wing,monoplane,military,fighter,,Korean-licence-built F-5E; namu.wiki lists a KF-5 at the museum which is appropriate for a Korea Aerospace Industries site since KAI's predecessor built the type,KF5E; KF-5; F-5E; F5E; 제공호; Jegongho; KF5,KAI Aerospace Museum -- Sacheon,on_display
McDonnell Douglas,F-4,,,,KR,Phantom II,,fixed_wing,monoplane,military,fighter,,Variant not stated by the source; no serial published,F4; Phantom,KAI Aerospace Museum -- Sacheon,on_display
Sikorsky,H-19,,,,KR,Chickasaw,,rotary_wing,,military,utility,,No serial published,H19; S-55; S55; Chickasaw,KAI Aerospace Museum -- Sacheon,on_display
Air Force Technical School,Buhwalho,,,,KR,Buhwalho,,fixed_wing,monoplane,military,trainer,,REPLICA of the 1953 Buhwalho; namu.wiki 부활호 lists a Sacheon outdoor reproduction,Buhwalho; Bukhwalho; 부활호,KAI Aerospace Museum -- Sacheon,on_display
