manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Suchoj,Su-22,M4,7308,,PL,,,fixed_wing,monoplane,military,ground_attack,1985,dzieje.pl reports the aircraft was built in 1985 and arrived at Kołobrzeg in March 2011; the museum planned to mount it on a raised support about ten metres high,Su22; Su-22M4; Fitter K,Muzeum Oręża Polskiego -- Kołobrzeg,on_display
Suchoj,Su-22,UM3K,706,,PL,,,fixed_wing,monoplane,military,trainer,1986,dzieje.pl reports the two-seat trainer was built in 1986 and was to go to the museum's storage site at Rogowo rather than the Kołobrzeg park,Su22; Su-22UM3K; Fitter G,Muzeum Oręża Polskiego -- Kołobrzeg,in_storage
Iliuszyn,Ił-28,,64,,PL,,,fixed_wing,monoplane,military,bomber,,s/n 2113 per pl.wikipedia which also states the airframe carries the FICTITIOUS painted number 52; the true identity is 64,Il28; Il-28; Beagle; c/n 2113; 52,Muzeum Oręża Polskiego -- Kołobrzeg,on_display
WSK PZL-Mielec,TS-11,Iskra,1411,,PL,,,fixed_wing,monoplane,military,trainer,,pl.wikipedia TS-11 preserved list,TS11; Iskra,Muzeum Oręża Polskiego -- Kołobrzeg,on_display
WSK PZL-Mielec,TS-11,Iskra,1806,,PL,,,fixed_wing,monoplane,military,trainer,,pl.wikipedia TS-11 preserved list,TS11; Iskra,Muzeum Oręża Polskiego -- Kołobrzeg,on_display
WSK PZL-Mielec,TS-11,Iskra,1807,,PL,,,fixed_wing,monoplane,military,trainer,,pl.wikipedia TS-11 preserved list,TS11; Iskra,Muzeum Oręża Polskiego -- Kołobrzeg,on_display
WSK PZL-Świdnik,SM-2,,417,,PL,,,rotary_wing,,military,search_rescue,,Air ambulance version; c/n S203010 and earlier tactical number 3010 per pl.wikipedia SM-2 preserved list; fully restored per a 2008 museum staff post,SM2; SM-2; 3010; c/n S203010,Muzeum Oręża Polskiego -- Kołobrzeg,on_display
WSK PZL-Mielec,Lim-2,,,,PL,,,fixed_wing,monoplane,military,fighter,,Listed in the 2008 lotnictwo.net.pl survey of the outdoor exhibition,Lim2; Lim-2; MiG-15bis; Fagot; MiG15bis,Muzeum Oręża Polskiego -- Kołobrzeg,on_display
Mikojan-Guriewicz,MiG-19,,,,PL,,,fixed_wing,monoplane,military,fighter,,Listed in the 2008 lotnictwo.net.pl survey of the outdoor exhibition,MiG19; MiG-19; Farmer,Muzeum Oręża Polskiego -- Kołobrzeg,on_display
WSK PZL-Mielec,TS-8,Bies,,,PL,,,fixed_wing,monoplane,military,trainer,,Listed in the 2008 lotnictwo.net.pl survey of the outdoor exhibition,TS8; Bies; TS-8 Bies,Muzeum Oręża Polskiego -- Kołobrzeg,on_display
CSS,S-13,,,,PL,,,fixed_wing,biplane,military,bomber,,Displayed inside the pavilion made up to represent a Polikarpov Po-2LNB; the airframe itself is a Polish-built CSS-13 and the Po-2 identity it wears is not its own,CSS13; CSS S-13; Po-2LNB; S13; Po2LNB,Muzeum Oręża Polskiego -- Kołobrzeg,on_display
Focke-Wulf,Fw 190,,,,DE,,,fixed_wing,monoplane,military,fighter,,WRECK — recovered from the sea and displayed in the pavilion; deliberately retained and publicly presented so recorded here,Fw190; FW 190; Wurger,Muzeum Oręża Polskiego -- Kołobrzeg,on_display
