manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Mikojan-Guriewicz,MiG-21,PF,1802,,PL,,,fixed_wing,monoplane,military,fighter,,s/n 761802 per pl.wikipedia MiG-21 preserved list,MiG21; MiG-21PF; Fishbed D; c/n 761802; MiG21PF,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
Mikojan-Guriewicz,MiG-21,PFM,6604,,PL,,,fixed_wing,monoplane,military,fighter,,s/n 96A6604 per pl.wikipedia,MiG21; MiG-21PFM; Fishbed F; c/n 96A6604; MiG21PFM,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
Mikojan-Guriewicz,MiG-21,MF,8113,,PL,,,fixed_wing,monoplane,military,fighter,,s/n 96008113 per pl.wikipedia,MiG21; MiG-21MF; Fishbed J; c/n 96008113; MiG21MF,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
Mikojan-Guriewicz,MiG-21,UM,6006,,PL,,,fixed_wing,monoplane,military,trainer,,s/n 06695160 per pl.wikipedia,MiG21; MiG-21UM; Mongol B; c/n 06695160; MiG21UM,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
Mikojan-Guriewicz,MiG-23,MF,148,,PL,,,fixed_wing,monoplane,military,fighter,,s/n 0390217148 per pl.wikipedia MiG-23 list,MiG23; MiG-23MF; Flogger; c/n 0390217148; MiG23MF,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
Suchoj,Su-7,BKŁ,13,,PL,,,fixed_wing,monoplane,military,ground_attack,,s/n 6013 per pl.wikipedia Su-7 preserved list,Su7; Su-7BKL; Fitter A; c/n 6013; Su7BKL,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
Suchoj,Su-7,BKŁ,17,,PL,,,fixed_wing,monoplane,military,ground_attack,,s/n 6017 per pl.wikipedia,Su7; Su-7BKL; Fitter A; c/n 6017; Su7BKL,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
Suchoj,Su-7,BKŁ,815,,PL,,,fixed_wing,monoplane,military,ground_attack,,s/n 7815 per pl.wikipedia,Su7; Su-7BKL; Fitter A; c/n 7815; Su7BKL,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
Suchoj,Su-7,U,331,,PL,,,fixed_wing,monoplane,military,trainer,,s/n 3313 per pl.wikipedia,Su7; Su-7U; Moujik; c/n 3313; Su7U,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
Suchoj,Su-22,UM3K,506,,PL,,,fixed_wing,monoplane,military,trainer,,s/n 17532368506 per pl.wikipedia Su-17 preserved list,Su22; Su-22UM3K; Fitter G; c/n 17532368506,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
Suchoj,Su-22,M4,4606,,PL,,,fixed_wing,monoplane,military,ground_attack,,s/n 2406 per pl.wikipedia which notes the airframe is dismantled in the back area rather than on public display,Su22; Su-22M4; Fitter K; c/n 2406,Muzeum Polskiej Techniki Wojskowej -- Warszawa,in_storage
Iliuszyn,Ił-28,,22,,PL,,,fixed_wing,monoplane,military,bomber,,s/n 56729 per pl.wikipedia Il-28 preserved list,Il28; Il-28; Beagle; c/n 56729,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
PZL-Świdnik,Mi-2,,5827,,PL,,,rotary_wing,,military,transport,,zabytki-techniki.org.pl records the airframe as Mi-2R nr 5827 and pl.wikipedia as Mi-2 nb 5827,Mi2; Mi-2; Mi-2R; Hoplite; Mi2R,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
PZL-Świdnik,Mi-2,T,2215,,PL,,,rotary_wing,,military,transport,,Tactical number 2215 per both zabytki-techniki.org.pl and pl.wikipedia,Mi2; Mi-2T; Hoplite; Mi2T,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
PZL-Świdnik,Mi-2,URN,3101,,PL,,,rotary_wing,,military,ground_attack,,Rocket-armed Mi-2URN; tactical number 3101,Mi2; Mi-2URN; Hoplite; Mi2URN,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
WSK PZL-Mielec,Lim-5,,1217,,PL,,,fixed_wing,monoplane,military,fighter,,zabytki-techniki.org.pl article title gives Lim-5 nr 1217; Polish licence-built MiG-17F,Lim5; Lim-5; MiG-17F; Fresco; MiG17F,Muzeum Polskiej Techniki Wojskowej -- Warszawa,on_display
