manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Mikojan-Guriewicz,MiG-29,G,4111,,PL,,,fixed_wing,monoplane,military,fighter,,Ex-East German then Luftwaffe then Polish MiG-29G; arrived at the museum in April 2008; moved from the Aleje Jerozolimskie outdoor park to the Citadel when that site closed on 31 January 2023,MiG29; MiG-29G; Fulcrum; MiG29G,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
Mikojan-Guriewicz,MiG-21,PF,0615,,PL,,,fixed_wing,monoplane,military,fighter,,s/n 760615 per pl.wikipedia; formerly in the Aleje Jerozolimskie outdoor park,MiG21; MiG-21PF; Fishbed D; c/n 760615; MiG21PF,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
Suchoj,Su-22,M4,8512,,PL,,,fixed_wing,monoplane,military,ground_attack,,s/n 2812 per pl.wikipedia; formerly in the Aleje Jerozolimskie outdoor park and open to visitors,Su22; Su-22M4; Fitter K; c/n 2812,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
Suchoj,Su-20,,6131,,PL,,,fixed_wing,monoplane,military,ground_attack,,s/n 76301 per pl.wikipedia Su-17 preserved list,Su20; Su-17; Fitter; c/n 76301; Su17,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
Suchoj,Su-20,,6252,,PL,,,fixed_wing,monoplane,military,ground_attack,,s/n 76302 per pl.wikipedia which notes the airframe is dismantled in the back area,Su20; Su-17; Fitter; c/n 76302; Su17,Muzeum Wojska Polskiego -- Warszawa Cytadela,in_storage
Jakowlew,Jak-40,,044,,PL,,,fixed_wing,monoplane,military,transport,,Arrived at the museum on 23 March 2012; the cabin was opened to visitors on Wednesdays Thursdays and Sundays at the old site,Jak40; Yak-40; Codling; Yak40,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
Antonow,An-26,,1602,,PL,,,fixed_wing,monoplane,military,transport,,pl.wikipedia An-26 article notes the cabin is opened to visitors,An26; An-26; Curl,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
Mil,Mi-24,D,013,,PL,,,rotary_wing,,military,ground_attack,,s/n A1013 per pl.wikipedia Mi-24 list citing the museum's own gallery,Mi24; Mi-24D; Hind; c/n A1013; Mi24D,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
Mil,Mi-8,T,0614,,PL,,,rotary_wing,,military,transport,,Served with 37 PŚT at Łęczyca per pl.wikipedia Mi-8 list,Mi8; Mi-8T; Hip; Mi8T,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
PZL-Świdnik,Mi-2,P,1449,,PL,,,rotary_wing,,military,transport,,Displayed in the outdoor park in front of the former main building per pl.wikipedia Mi-2 list,Mi2; Mi-2P; Hoplite; Mi2P,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
WSK PZL-Mielec,TS-11,Iskra,101,,PL,,,fixed_wing,monoplane,military,trainer,,s/n 1H-0101 per pl.wikipedia TS-11 preserved list,TS11; Iskra; c/n 1H-0101,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
PZL,PZL-130,TC-I Orlik,018,,PL,,,fixed_wing,monoplane,military,trainer,,s/n 02930018 per pl.wikipedia PZL-130 list citing zabytki-techniki.org.pl,PZL130; Orlik; c/n 02930018,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
PZL,I-22,Iryda M96,204,,PL,,,fixed_wing,monoplane,military,trainer,,Airframe ANA02-04 the M96 version prototype per pl.wikipedia I-22 status list for 2025,I22; Iryda; ANA02-04,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
Petlakow,Pe-2,FT,,,PL,,,fixed_wing,monoplane,military,bomber,,Extremely rare surviving Pe-2; listed by zabytki-techniki.org.pl in the museum's aviation category,Pe2; Pe-2FT; Buck; Pe2FT,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
Iliuszyn,Ił-10,,,,PL,,,fixed_wing,monoplane,military,ground_attack,,Listed by zabytki-techniki.org.pl in the museum's aviation category; the Polish-built equivalent designation is B-33,Il10; Il-10; B-33; Beast; B33,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
WSK PZL-Mielec,TS-8,Bies,,,PL,,,fixed_wing,monoplane,military,trainer,,Listed by zabytki-techniki.org.pl in the museum's aviation category without a number,TS8; Bies; TS-8 Bies,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
RKK Energia,Sojuz,30,,,RU,,,spacecraft,,military,space,1978,Descent module of Soyuz 30 which carried Mirosław Hermaszewski the first Polish cosmonaut in 1978; listed by zabytki-techniki.org.pl under the museum's aviation category and previously displayed at the Aleje Jerozolimskie site,Soyuz 30; Sojuz-30; Soyuz-30,Muzeum Wojska Polskiego -- Warszawa Cytadela,on_display
