manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Aero,45,,OK-DMO,,CZ,Aero 45,,fixed_wing,monoplane,civilian,private,,Czechoslovak-built light twin; postwar Aero product line; serial single-sourced from one aviation directory and not independently confirmed,Ae-45; Ae45,Letecké muzeum Kbely,on_display
Aero,45,,OK-EGN,,CZ,Aero 45,,fixed_wing,monoplane,civilian,private,,Second Aero 45 in the collection; serial single-sourced,Ae-45; Ae45,Letecké muzeum Kbely,on_display
Aero,A-10,,L-BALB,,CZ,,,fixed_wing,biplane,civilian,commercial_transport,,Replica of the 1922 Aero A-10 airliner — the first Czechoslovak-designed transport aircraft; displayed in the interwar hall; recorded as a replica,A10; A-10,Letecké muzeum Kbely,on_display
Aero,A-12,,4,,CZ,,,fixed_wing,biplane,military,recon,,Replica of the Aero A-12 reconnaissance biplane; recorded as a replica,A12,Letecké muzeum Kbely,on_display
Aero,A-12,,5,,CZ,,,fixed_wing,biplane,military,recon,,Second A-12 replica; recorded as a replica,A12,Letecké muzeum Kbely,on_display
Aero,Ab-11,,L-BUCD,,CZ,,,fixed_wing,biplane,military,bomber,,Mock-up of the Aero Ab.11 light bomber; recorded as a mock-up and not an original airframe,Ab11; A-11; A11,Letecké muzeum Kbely,on_display
Aero,Ae-10,,21,,CZ,,,fixed_wing,biplane,military,fighter,,Aero Ae-10 — the Czechoslovak-built development of the Hansa-Brandenburg B.I; one of the museum's earliest airframes,Ae10,Letecké muzeum Kbely,on_display
Aero,Ap-32,,2E,,CZ,,,fixed_wing,biplane,military,recon,,Aero Ap-32 interwar army co-operation aircraft,Ap32,Letecké muzeum Kbely,on_display
Aero,C-3,A,LB-05,,CZ,,,fixed_wing,monoplane,military,transport,,Czechoslovak licence-built Siebel Si 204D; the C-3A designation is the Czechoslovak one and the airframe carries it; displayed in Hangar V at Stará Aerovka,C-3A; C3A; Si 204; Si-204; Si204; C3,Letecké muzeum Kbely,on_display
Aero,C-104,A,A-27,,CZ,,,fixed_wing,biplane,military,trainer,,Czechoslovak licence-built Bücker Bü 131 Jungmann; C-104 is the Czechoslovak designation,C-104A; C104; Bü 131; Bu 131; Jungmann; C104A,Letecké muzeum Kbely,on_display
Aero,L-29,,0010,,CZ,Delfín,,fixed_wing,monoplane,military,trainer,,Aero L-29 Delfín; first jet designed and built in Czechoslovakia and the standard Warsaw Pact trainer; tactical number is normally the last four digits of the construction number,L-29; L29; Maya,Letecké muzeum Kbely,on_display
Aero,L-29,,0108,,CZ,Delfín,,fixed_wing,monoplane,military,trainer,,Aero L-29 Delfín,L-29; L29; Maya,Letecké muzeum Kbely,on_display
Aero,L-29,,3247,,CZ,Delfín,,fixed_wing,monoplane,military,trainer,,Aero L-29 Delfín,L-29; L29; Maya,Letecké muzeum Kbely,on_display
Aero,L-39,,3905,,CZ,Albatros,,fixed_wing,monoplane,military,trainer,,Aero L-39 Albatros,L-39; L39,Letecké muzeum Kbely,on_display
Aero,L-39,C,0106,,CZ,Albatros,,fixed_wing,monoplane,military,trainer,,Aero L-39C Albatros basic trainer variant,L-39C; L39C; L39,Letecké muzeum Kbely,on_display
Aero,L-39,X-05,X-05,,CZ,Albatros,,fixed_wing,monoplane,military,test,,L-39 prototype airframe X-05; displayed in Hangar VI at Stará Aerovka alongside the L-159,L-39X-05; L39X05; X05; L39,Letecké muzeum Kbely,on_display
Aero,L-39,ZA,2421,,CZ,Albatros,,fixed_wing,monoplane,military,ground_attack,,L-39ZA armed variant,L-39ZA; L39ZA; L39,Letecké muzeum Kbely,on_display
Aero,L-39,ZA,2433,,CZ,Albatros,,fixed_wing,monoplane,military,ground_attack,,L-39ZA armed variant,L-39ZA; L39ZA; L39,Letecké muzeum Kbely,on_display
Aero,L-39,ZA,5019,,CZ,Albatros,,fixed_wing,monoplane,military,ground_attack,,L-39ZA armed variant,L-39ZA; L39ZA; L39,Letecké muzeum Kbely,on_display
Aero,L-159,A,6027,,CZ,ALCA,,fixed_wing,monoplane,military,ground_attack,,Fuselage only; the L-159 ALCA is the current Czech light combat aircraft and is displayed in Hangar VI at Stará Aerovka,L-159A; L159A; ALCA; L159,Letecké muzeum Kbely,on_display
Aero,L-60,,0414,,CZ,Brigadýr,,fixed_wing,monoplane,military,utility,,"Aero L-60 Brigadýr liaison and utility aircraft; the directory list styles this ""XL-160"" which is not a recognised designation and the type is recorded here as L-60 — see NOTES",L-60; L60; Brigadyr; Brigadýr,Letecké muzeum Kbely,on_display
Antonov,An-2,,7006,,CZ,,,fixed_wing,biplane,military,transport,,Antonov An-2 utility biplane,An-2; An2; Colt,Letecké muzeum Kbely,on_display
Antonov,An-2,R,OK-KIS,,CZ,,,fixed_wing,biplane,civilian,utility,,Civil-registered An-2R agricultural variant,An-2R; An2R; Colt; An2,Letecké muzeum Kbely,on_display
Antonov,An-24,B,2904,,CZ,,,fixed_wing,monoplane,military,transport,,Antonov An-24B; the same tactical number 2904 is claimed for an An-24V at Letecké muzeum Koněšín as the first delivered to the Czechoslovak air force — one of the two attributions is wrong and this is flagged in NOTES,An-24B; An24B; Coke; An24,Letecké muzeum Kbely,on_display
Antonov,An-24,V,7109,,CZ,,,fixed_wing,monoplane,military,transport,,Antonov An-24V,An-24V; An24V; Coke; An24,Letecké muzeum Kbely,on_display
Antonov,An-26,,2507,,CZ,,,fixed_wing,monoplane,military,transport,,Antonov An-26 tactical transport,An-26; An26; Curl,Letecké muzeum Kbely,on_display
Avia,Il-14,T,3108,,CZ,,,fixed_wing,monoplane,military,transport,,Czechoslovak licence-built Ilyushin Il-14 designated Avia 14T; the airframe carries the Czechoslovak Avia designation,Avia 14T; Avia-14; Avia14; Il-14; Il14; Crate; Il14T,Letecké muzeum Kbely,on_display
Avia,B-33,,5502,,CZ,,,fixed_wing,monoplane,military,ground_attack,,Czechoslovak licence-built Ilyushin Il-10 ground attack aircraft designated B-33; the airframe carries the Czechoslovak designation,B-33; B33; Il-10; Il10; Beast,Letecké muzeum Kbely,on_display
Avia,B-534,IV,H6,,CZ,,,fixed_wing,biplane,military,fighter,,The Kbely Avia B-534 is one of the most significant surviving interwar fighters anywhere; series IV airframe displayed in the 1925-1938 hall,B-534; B534; Bk-534; B534IV; Bk534,Letecké muzeum Kbely,on_display
Avia,Ba-122,,OK-AVE,,CZ,,,fixed_wing,biplane,civilian,other,,Avia Ba-122 aerobatic biplane,Ba-122; Ba122; B-122; B122,Letecké muzeum Kbely,on_display
Avia,Bk-11,,,,CZ,,,fixed_wing,monoplane,military,trainer,,Avia BH-11 derivative; no serial recorded by any source consulted,Bk-11; Bk11; BH-11; BH11,Letecké muzeum Kbely,on_display
