manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Antonov,An-30,,1107,,CZ,,,fixed_wing,monoplane,military,recon,,An-30 photographic survey aircraft; the operator flags it as a unique exhibit and construction number 1107 is published in its own inventory,An-30; An30; Clank,Air Park Zruč u Plzně,on_display
Avia,Il-10,,5542,,CZ,,,fixed_wing,monoplane,military,ground_attack,,Czechoslovak licence-built Ilyushin Il-10 designated B-33; the operator's own inventory records this airframe as a wreck (vrak) so it is recorded as under_restoration rather than on_display,B-33; B33; Il-10; Il10; Beast,Air Park Zruč u Plzně,under_restoration
Cessna,150,,,,,,,fixed_wing,monoplane,civilian,private,,Cessna 150; no registration published by the operator,150,Air Park Zruč u Plzně,on_display
Canadair,CF-104,D,104648,,CA,Starfighter,,fixed_wing,monoplane,military,trainer,,Ex-Canadian Armed Forces CF-104D two-seat Starfighter; the operator publishes the number as 648 which is the short form of the Canadian serial 104648,CF-104D; CF104D; Starfighter; 648; CF104,Air Park Zruč u Plzně,on_display
Lockheed,F-104,G,FX-93,,BE,Starfighter,,fixed_wing,monoplane,military,fighter,,Ex-Belgian Air Force F-104G; FX-93 is a Belgian Starfighter serial and the operator flags the airframe as a unique exhibit,F-104G; F104G; Starfighter; FX93; F104,Air Park Zruč u Plzně,on_display
Fiat,G.91,R-3,32+70,,DE,,,fixed_wing,monoplane,military,ground_attack,,Ex-Luftwaffe Fiat G.91R-3; 32+70 is a German Bundeswehr serial,G.91; G91; G-91; Gina; 3270,Air Park Zruč u Plzně,on_display
Moravan,HC-102,,0213,,CZ,Heli Baby,,rotary_wing,,civilian,experimental,,HC-102 Heli Baby also carrying the civil registration OK-RVJ; the operator notes the cockpit is accessible to visitors,HC-102; HC102; Heli Baby; OK-RVJ,Air Park Zruč u Plzně,on_display
Avia,Il-14,FG,6103,,CZ,,,fixed_wing,monoplane,military,recon,,Czechoslovak licence-built Il-14 in the photogrammetric variant; used by the museum as its model hall,Avia 14; Avia-14; Avia14; Il-14; Il14; Crate; Il14FG,Air Park Zruč u Plzně,on_display
Ilyushin,Il-14,P,0507,,CZ,,,fixed_wing,monoplane,military,transport,,Il-14P; operator-published number 0507,Il-14P; Il14P; Avia 14; Crate; Il14,Air Park Zruč u Plzně,on_display
Ilyushin,Il-14,T,3146,,CZ,,,fixed_wing,monoplane,military,transport,,Il-14T; the operator sells a walk-through ticket for this aircraft so it is a genuine visitor-accessible display,Il-14T; Il14T; Avia 14; Crate; Il14,Air Park Zruč u Plzně,on_display
Aero,L-29,R,2810,,CZ,Delfín,,fixed_wing,monoplane,military,recon,,L-29R reconnaissance Delfín described by the operator as the best-preserved L-29 in the collection,L-29R; L29R; Delfin; Delfín; Maya; L29,Air Park Zruč u Plzně,on_display
Aero,L-29,RS,2611,,CZ,Delfín,,fixed_wing,monoplane,military,recon,,L-29RS reconnaissance Delfín variant,L-29RS; L29RS; Delfin; Delfín; Maya; L29,Air Park Zruč u Plzně,on_display
Mil,Mi-1,,4033,,CZ,,,rotary_wing,,military,utility,,Mil Mi-1,Mi-1; Mi1; Hare,Air Park Zruč u Plzně,on_display
Mil,Mi-2,,0715,,CZ,,,rotary_wing,,military,utility,,Mil Mi-2,Mi-2; Mi2; Hoplite,Air Park Zruč u Plzně,on_display
Mil,Mi-24,D,0216,,CZ,,,rotary_wing,,military,ground_attack,,Mi-24D attack helicopter,Mi-24D; Mi24D; Hind-D; Mi24,Air Park Zruč u Plzně,on_display
Mil,Mi-24,D,0221,,CZ,,,rotary_wing,,military,ground_attack,,Mi-24D; the operator notes this airframe is accessible to visitors,Mi-24D; Mi24D; Hind-D; Mi24,Air Park Zruč u Plzně,on_display
Mil,Mi-4,,2543,,CZ,,,rotary_wing,,military,transport,,Mil Mi-4,Mi-4; Mi4; Hound,Air Park Zruč u Plzně,on_display
