manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
NAMC,YS-11,P,52-1152,,JP,,,fixed_wing,monoplane,military,transport,,JASDF free-loan airframe; flew a farewell display at the Miho air base festival on 2017-05-28 and ferried to Komaki the next day for withdrawal; the museum centrepiece,YS11; YS-11P; YS11P,Aichi Museum of Flight,on_display
Mitsubishi,MU-2,,JA8737,,JP,,,fixed_wing,monoplane,civilian,private,,Construction number MU-2-501; registered 1969-08-09 and cancelled 2012-12-12 and a Mitsubishi Heavy Industries company aircraft throughout; built as an MU-2-30 and converted to -35 then -36; belly-landed at Hachinohe on 1998-07-15; displayed at the Komaki-Minami works archive until that closed in May 2017,MU2; MU-2; c/n MU-2-501,Aichi Museum of Flight,on_display
Mitsubishi,MU-300,,JA8248,,JP,Diamond,,fixed_wing,monoplane,civilian,private,,The first aircraft ever certificated under the then-new FAA rules; sales were poor and the type and production rights went to Beechcraft; later adopted by the JASDF as the T-400,MU300; MU-300; Diamond; Beechjet 400; T-400; T400,Aichi Museum of Flight,on_display
Mitsubishi,MH2000,A,JA002M,,JP,,,rotary_wing,,civilian,utility,,One of only seven MH2000 built,MH2000; MH-2000A,Aichi Museum of Flight,on_display
Mitsubishi,MH2000,A,JA21ME,,JP,MuPAL-epsilon,,rotary_wing,,civilian,test,,The JAXA research helicopter MuPAL-ε; an MH2000A rebuilt internally; distinctive instrumentation boom,MH2000; MH-2000A; MuPAL-e; MuPAL-epsilon,Aichi Museum of Flight,on_display
AgustaWestland,EH101,,JA01MP,,JP,Merlin,,rotary_wing,,civilian,utility,,Former Tokyo Metropolitan Police Department aircraft; on display since 2019-02-22; the only civil-registered EH101 in Japan,EH101; EH-101; AW101; Merlin,Aichi Museum of Flight,on_display
Robinson,R22,Beta,JA7787,,JP,,,rotary_wing,,civilian,private,,Registered 1990-02-26 and destroyed on 1991-09-25 after striking a windsock at an off-airport landing site; registration cancelled 1991-10-08; later displayed at the Mitsubishi Minato Mirai Technology Museum and at Seco International at Nagoya airport before coming here; announced as a new exhibit on 2021-10-10,R22; R22 Beta,Aichi Museum of Flight,on_display
Rockwell,Commander 112,,JA3783,,JP,,,fixed_wing,monoplane,civilian,private,,Displayed outdoors at the museum car park entrance,Commander 112; Rockwell 112,Aichi Museum of Flight,on_display
Nagoya Municipal Industrial High School,80-shiki Meishiko Flyer,,JR1968,,JP,,,fixed_wing,monoplane,civilian,experimental,2017,Built by the aircraft club of Nagoya Municipal Industrial High School after Chuhachi Ninomiya's Tamamushi-gata flying machine; made a hop of about 70 m at Karasu airfield in Tsu on 2017-01-28,八〇式名市工フライヤー; Meishiko Flyer,Aichi Museum of Flight,on_display
Kawasaki,T-4,,26-5805,,JP,,,fixed_wing,monoplane,military,trainer,,Blue Impulse markings; withdrawn from use in 2019; road-hauled in dismantled form on 2022-10-11 and formally unveiled on 2022-11-26 for the 150th anniversary of Aichi Prefecture; the installation cost JPY 84798000 in the FY2022 prefectural budget; the first Blue Impulse T-4 displayed at a civilian museum,T4; T-4; Blue Impulse,Aichi Museum of Flight,on_display
Mitsubishi,A6M,52,,,JP,,Zero,fixed_wing,monoplane,military,fighter,,Full-scale replica built by Baba Body of Saga Prefecture and used in the films 人間の翼 君を忘れない and 永遠の０; briefly displayed at Misawa in 2010; installed here about March 2019 to replace the genuine Mitsubishi c/n 4708 which was returned to Mitsubishi,A6M5; 零式艦上戦闘機五二型,Aichi Museum of Flight,on_display
