manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Ilyushin,Il-14,,B-4208,,CN,,Mao Zedong's aircraft,fixed_wing,monoplane,civilian,commercial_transport,,The museum's headline exhibit and a designated national first-class cultural relic; registration B-4208; used repeatedly as Mao Zedong's aircraft in 1957; donated by China Southern Airlines and unveiled at the museum on 17 July 2013; it is the only aircraft at the museum whose cabin is open to visitors,Il14; Il-14; IL-14; B4208; Crate,Civil Aviation Museum of China -- Beijing,on_display
Hawker Siddeley,HS-121,,B-2207,,CN,Trident,,fixed_wing,monoplane,civilian,commercial_transport,,Former CAAC Trident registered B-2207; photographed on display 2024-05-18,HS121; HS-121; Trident; B2207,Civil Aviation Museum of China -- Beijing,on_display
British Aerospace,BAe 146,,B-2701,,CN,,,fixed_wing,monoplane,civilian,commercial_transport,,Former China Northwest Airlines BAe 146 registered B-2701; photographed on display 2024-05-18,BAe146; BAe 146; 146; B2701; Avro RJ,Civil Aviation Museum of China -- Beijing,on_display
Airbus,A310,,B-2301,,CN,,,fixed_wing,monoplane,civilian,commercial_transport,,Former China Eastern Airlines A310 registered B-2301; bought back and donated by Airbus in September 2006; a cabin and flight-deck restoration programme began 25 June 2025 with the cabin due to open to visitors in 2027; the aircraft remains on display throughout,A310; B2301,Civil Aviation Museum of China -- Beijing,on_display
Lisunov,Li-2,,324,,CN,,Soviet-built DC-3,fixed_wing,monoplane,civilian,commercial_transport,,Former CAAC Li-2 carrying the number 324; the Commons file is titled B-324 while the caption gives 324; photographed on display 2024-05-18,Li2; Li-2; DC-3; DC3; B-324; B324; Cab,Civil Aviation Museum of China -- Beijing,on_display
Cessna,Citation V,,B-7022,,CN,Flight-inspection aircraft,,fixed_wing,monoplane,civilian,test,,Former CAAC flight-check and calibration aircraft registered B-7022; described in the source as a 赛斯纳奖状5型试飞验证机,Citation V; Citation; Citation 560; B7022,Civil Aviation Museum of China -- Beijing,on_display
Curtiss,C-46,,,,CN,,Commando,fixed_wing,monoplane,military,transport,,Former PLAAF C-46 on display; no registration published,C46; C-46; Commando,Civil Aviation Museum of China -- Beijing,on_display
Harbin,Y-11,,,,CN,,Twin piston light utility transport,fixed_wing,monoplane,civilian,utility,,Former China Flying Dragon Aviation (中国飞龙专业航空公司) Y-11; no registration published,Y11; Y-11,Civil Aviation Museum of China -- Beijing,on_display
Mil,Mi-8,P,B-7803,,CN,,,rotary_wing,,civilian,transport,,Former CAAC Mi-8P registered B-7803,Mi8P; Mi-8; Mi8; B7803; Hip,Civil Aviation Museum of China -- Beijing,on_display
Xian,Y-7,,B-3456,,CN,,,fixed_wing,monoplane,civilian,commercial_transport,,Former China Southern Airlines Y-7 registered B-3456; the Y-7 is the Chinese-built An-24,Y7; Y-7; An-24; An24; B3456,Civil Aviation Museum of China -- Beijing,on_display
Shijiazhuang,Y-5,,B-8404,,CN,,,fixed_wing,biplane,civilian,trainer,,Former Civil Aviation Flight University of China Y-5 trainer registered B-8404; the Y-5 is the Chinese-built An-2,Y5; Y-5; An-2; An2; B8404; Colt,Civil Aviation Museum of China -- Beijing,on_display
