manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
WSK PZL-Świdnik,SM-2,,,,PL,,,rotary_wing,,military,utility,,pl.wikipedia SM-2 preserved list gives tactical 405 for the Dęblin helicopter and notes older photographs showing 4015; because the two disagree the tail number is left blank,SM2; SM-2,Muzeum Sił Powietrznych -- Dęblin,on_display
Mil,Mi-14,PS,5137,,PL,,,rotary_wing,,military,search_rescue,,Naval search and rescue Mi-14PS; tactical number 5137 in the museum's own exhibit title; Polish naval aviation operated the type 1984-2010,Mi14; Mi-14PS; Haze; Mi14PS,Muzeum Sił Powietrznych -- Dęblin,on_display
Mil,Mi-14,PS,1016,,PL,,,rotary_wing,,military,search_rescue,,Naval search and rescue Mi-14PS; tactical number 1016 in the museum's own exhibit title,Mi14; Mi-14PS; Haze; Mi14PS,Muzeum Sił Powietrznych -- Dęblin,on_display
Mil,Mi-14,PS,1013,,PL,,,rotary_wing,,military,search_rescue,,Naval search and rescue Mi-14PS; tactical number 1013 in the museum's own exhibit title,Mi14; Mi-14PS; Haze; Mi14PS,Muzeum Sił Powietrznych -- Dęblin,on_display
WSK PZL-Świdnik,SM-1,,,,PL,,,rotary_wing,,military,utility,,Polish licence-built Mi-1; no tactical number published,SM1; SM-1; Mi-1; Hare; Mi1,Muzeum Sił Powietrznych -- Dęblin,on_display
PZL-Świdnik,Mi-2,,0614,,PL,,,rotary_wing,,military,transport,,Museum exhibit title gives number 0614,Mi2; Mi-2; Hoplite,Muzeum Sił Powietrznych -- Dęblin,on_display
PZL-Świdnik,Mi-2,,085,,PL,,,rotary_wing,,military,transport,,Museum exhibit title gives number 085,Mi2; Mi-2; Hoplite,Muzeum Sił Powietrznych -- Dęblin,on_display
PZL-Świdnik,Mi-2,P,4710,,PL,,,rotary_wing,,military,transport,,Museum exhibit title gives Mi-2P nr 4710,Mi2; Mi-2P; Hoplite; Mi2P,Muzeum Sił Powietrznych -- Dęblin,on_display
PZL-Świdnik,Mi-2,T,4711,,PL,,,rotary_wing,,military,transport,,Museum exhibit title gives Mi-2T nr 4711,Mi2; Mi-2T; Hoplite; Mi2T,Muzeum Sił Powietrznych -- Dęblin,on_display
Mil,Mi-4,ME,,,PL,,,rotary_wing,,military,other,,anti_ship Naval Mi-4ME; one of the four airframes loaned from Muzeum Marynarki Wojennej Gdynia in October 2012; Gdynia records give the tactical number 042 for its Mi-4ME,Mi4; Mi-4ME; Hound; Mi4ME,Muzeum Sił Powietrznych -- Dęblin,on_display
Mil,Mi-8,T,414,,PL,,,rotary_wing,,military,transport,,pl.wikipedia Mi-8 list states it served with 37 PŚT at Leźnica Wielka then as an instructional airframe at TSWL Zamość and later COSSTWL and CSIL Oleśnica,Mi8; Mi-8T; Hip; Mi8T,Muzeum Sił Powietrznych -- Dęblin,on_display
Mil,Mi-6,A,670,,PL,,,rotary_wing,,military,transport,,The only Mi-6 in Poland; ex-civil SP-ITB transferred to the military in January 1986 and serving with 37 PŚT at Leźnica Wielka; moved from the Łódź collection to Dęblin in 2015 and restored in 2016,Mi6; Mi-6A; Hook; SP-ITB; Mi6A,Muzeum Sił Powietrznych -- Dęblin,on_display
Mil,Mi-24,D,4004,,PL,,,rotary_wing,,military,ground_attack,,Museum exhibit title gives Mi-24 nr 4004; pl.wikipedia Mi-24 list separately records a Mi-24D nb 016 s/n A1016 at Dęblin — the two references disagree and both numbers are noted,Mi24; Mi-24D; Hind; 4004; Mi24D,Muzeum Sił Powietrznych -- Dęblin,on_display
Zlin,Z-42,M,SP-ALN,,PL,,,fixed_wing,monoplane,civilian,trainer,,Museum exhibit title gives registration SP-ALN,Z42; Z-42M; Zlin 42; Z42M,Muzeum Sił Powietrznych -- Dęblin,on_display
Jakowlew,Jak-23,,087,,PL,,,fixed_wing,monoplane,military,fighter,,Museum exhibit title gives tactical number 087,Jak23; Yak-23; Flora; Yak23,Muzeum Sił Powietrznych -- Dęblin,on_display
WSK PZL-Mielec,SBLim-2,M,197,,PL,,,fixed_wing,monoplane,military,trainer,,Polish two-seat MiG-15UTI conversion designated SBLim-2M; tactical number 197 in the museum's own title,SBLim2M; SBLim-2M; MiG-15UTI; Midget; MiG15UTI,Muzeum Sił Powietrznych -- Dęblin,on_display
Suchoj,Su-22,M4,7819,,PL,,,fixed_wing,monoplane,military,ground_attack,,Museum exhibit title gives tactical number 7819,Su22; Su-22M4; Fitter K,Muzeum Sił Powietrznych -- Dęblin,on_display
PZL,PZL-130,T Orlik,005,,PL,,,fixed_wing,monoplane,military,trainer,,Museum exhibit title gives tactical number 005; pl.wikipedia records the Dęblin machine as a PZL-130T,PZL130; Orlik,Muzeum Sił Powietrznych -- Dęblin,on_display
Mikojan-Guriewicz,MiG-21,U,2720,,PL,,,fixed_wing,monoplane,military,trainer,,Handed over by the Air Force Command; tactical number 2720,MiG21; MiG-21U; Mongol A; MiG21U,Muzeum Sił Powietrznych -- Dęblin,on_display
Mikojan-Guriewicz,MiG-17,PF,305,,PL,,,fixed_wing,monoplane,military,fighter,,Bought in September 2011 from the Łódź aviation equipment exhibition with funding from the Dęblin city council; Soviet-built MiG-17PF rather than a Polish Lim,MiG17; MiG-17PF; Fresco D; MiG17PF,Muzeum Sił Powietrznych -- Dęblin,on_display
Mikojan-Guriewicz,MiG-21,M,1808,,PL,,,fixed_wing,monoplane,military,fighter,,Handed over by 42 Baza Lotnictwa Szkolnego Radom; the museum title notes the aircraft also wears 04,MiG21; MiG-21M; Fishbed J; 04; MiG21M,Muzeum Sił Powietrznych -- Dęblin,on_display
