manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Mitsubishi,F-1,,60-8274,,JP,,,fixed_wing,monoplane,military,ground_attack,,Canopy painted black from March 2022,F1,JASDF Hyakuri Air Base -- Yuhien Display Park,on_display
Mitsubishi,T-2,,29-5175,,JP,,,fixed_wing,monoplane,military,trainer,,Blue Impulse aircraft; one of the four airframes at Yuhien that can be photographed from the perimeter road,T2; Blue Impulse,JASDF Hyakuri Air Base -- Yuhien Display Park,on_display
Mitsubishi,F-4,EJ Kai,17-8437,,JP,Phantom II,,fixed_wing,monoplane,military,fighter,,,F4EJ; F-4EJ改; Phantom; F4,JASDF Hyakuri Air Base -- Yuhien Display Park,on_display
McDonnell Douglas,RF-4,E,47-6901,,JP,Phantom II,,fixed_wing,monoplane,military,recon,,The first JASDF RF-4E; installed 24 Jan 2022 to replace 57-6906 which was scrapped a week earlier; the only RF-4E on display in Japan,RF4E; Phantom; RF4,JASDF Hyakuri Air Base -- Yuhien Display Park,on_display
North American,F-86,D,04-8197,,JP,Sabre Dog,,fixed_wing,monoplane,military,fighter,,,F86D; F86,JASDF Hyakuri Air Base -- Yuhien Display Park,on_display
Mitsubishi,F-86,F,92-7885,,JP,Sabre,,fixed_wing,monoplane,military,fighter,,Wears the 305 Sqn badge although Hyakuri never operated the F-86F; the canopy is painted over black,F86F; F86,JASDF Hyakuri Air Base -- Yuhien Display Park,on_display
Mitsubishi,F-104,J,46-8630,,JP,Starfighter,,fixed_wing,monoplane,military,fighter,,The one Yuhien aircraft that can be shot from the road on air festival days,F104J; F104,JASDF Hyakuri Air Base -- Yuhien Display Park,on_display
Kawasaki,T-33,A,51-5629,,JP,Shooting Star,,fixed_wing,monoplane,military,trainer,,,T33A; T33,JASDF Hyakuri Air Base -- Yuhien Display Park,on_display
Mitsubishi,RF-4,EJ,57-6373,,JP,Phantom II,,fixed_wing,monoplane,military,recon,,"Held at the base outside the Yuhien group; the blog notes the serial is written with a substituted digit as 57-""8""373",RF4EJ; Phantom; RF4,JASDF Hyakuri Air Base -- Yuhien Display Park,in_storage
Mitsubishi,RF-4,EJ,97-6418,,JP,Phantom II,,fixed_wing,monoplane,military,recon,,"Held at the base outside the Yuhien group; written as 97-""8""418",RF4EJ; Phantom; RF4,JASDF Hyakuri Air Base -- Yuhien Display Park,in_storage
McDonnell Douglas,RF-4,E,47-6902,,JP,Phantom II,,fixed_wing,monoplane,military,recon,,Held at the base outside the Yuhien group,RF4E; Phantom; RF4,JASDF Hyakuri Air Base -- Yuhien Display Park,in_storage
