manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Mitsubishi,T-2,,59-5192,,JP,,,fixed_wing,monoplane,military,trainer,,Gate display at 38.4126N 141.2239E,T2,JASDF Matsushima Air Base -- Gate Display,on_display
Mitsubishi,F-86,F,82-7789,,JP,Sabre,,fixed_wing,monoplane,military,fighter,,At 38.4125N 141.2240E; carries 7 Sqn markings; a red line high on the left nose marks the height reached by the 2011 tsunami; the blog corrects a widely copied error that attributes this airframe's withdrawal data to 92-7889,F86F; c/n 238-19; ex USAF 56-2791; F86,JASDF Matsushima Air Base -- Gate Display,on_display
Mitsubishi,F-104,J,36-8535,,JP,Starfighter,,fixed_wing,monoplane,military,fighter,,At 38.4125N 141.2236E,F104J; c/n 3035; F104,JASDF Matsushima Air Base -- Gate Display,on_display
Mitsubishi,T-2,,29-5176,,JP,,,fixed_wing,monoplane,military,trainer,,Blue Impulse aircraft kept inside the Blue Impulse hangar; a JASDF designated preservation airframe,T2; Blue Impulse,JASDF Matsushima Air Base -- Gate Display,in_storage
Kawasaki,T-4,,26-5804,,JP,,,fixed_wing,monoplane,military,trainer,,Blue Impulse airframe destroyed by the 11 Mar 2011 tsunami; the fin survives as a monument beside the Blue Impulse hangar at 38.4118N 141.2236E,T4; Blue Impulse,JASDF Matsushima Air Base -- Gate Display,on_display
Kawasaki,T-4,,46-5725,,JP,,,fixed_wing,monoplane,military,trainer,,Blue Impulse airframe struck off 7 Dec 2016; only the fin survives worked into a display piece,T4; Blue Impulse; c/n 1125,JASDF Matsushima Air Base -- Gate Display,on_display
Mitsubishi,F-2,B,23-8110,,JP,,,fixed_wing,monoplane,military,fighter,,Tsunami-damaged 11 Mar 2011 and written off; the front cockpit section and the fin are retained for student instruction and PR use,F2B; c/n 3010; F2,JASDF Matsushima Air Base -- Gate Display,on_display
Mitsubishi,F-2,B,53-8131,,JP,,,fixed_wing,monoplane,military,fighter,,Cockpit trainer held in the student accommodation block; never opened to the public,F2B; F2,JASDF Matsushima Air Base -- Gate Display,in_storage
Mitsubishi,T-2,,79-5141,,JP,,,fixed_wing,monoplane,military,trainer,,Nose section only used for rescue training at 38.4105N 141.2103E,T2,JASDF Matsushima Air Base -- Gate Display,on_display
North American,T-6,G,52-0129,,JP,Texan,,fixed_wing,monoplane,military,trainer,,At 38.4093N 141.2116E,T6G; c/n 52-0129; ex USAF 49-3286; T6,JASDF Matsushima Air Base -- Gate Display,on_display
