manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Northrop,P-61,B,42-39715,,US,Black Widow night fighter,,fixed_wing,monoplane,military,fighter,,The museum's most significant airframe and the only P-61 preserved outside the United States; identified from the exhibit's own plate photographed on Wikimedia Commons as P-61B-15-NO construction number 1234; USAAF serial 42-39715; the Chinese Wikipedia article states that only four P-61s survive worldwide,P61B; P-61; P61; Black Widow; cn 1234,Beijing Air and Space Museum -- Beihang University,on_display
Hawker Siddeley,Harrier,GR3,,,GB,V/STOL attack aircraft,,fixed_wing,monoplane,military,ground_attack,,The Chinese Wikipedia article calls this the only Harrier in China; displayed in the 银鹰巡空 hall; how it reached China is not explained in any source I could reach,Harrier; Harrier GR3; GR.3; GR3; 鹞,Beijing Air and Space Museum -- Beihang University,on_display
Beihang,Beijing No.1,,,,CN,,Beijing-1 light transport,fixed_wing,monoplane,civilian,transport,,北京一号; designed and built by Beihang staff and students in 100 days in 1958 and first flown that September; a named national exhibit and the museum's third headline item,Beijing No.1; Beijing-1; 北京一号; Beijing 1,Beijing Air and Space Museum -- Beihang University,on_display
Republic,P-47,D,,,CN,Thunderbolt,,fixed_wing,monoplane,military,fighter,,Listed among the hall's aircraft and confirmed by two Wikimedia Commons photographs of this museum's P-47D,P47D; P-47; P47; Thunderbolt; Jug,Beijing Air and Space Museum -- Beihang University,on_display
North American,AT-6,,,,CN,,Texan advanced trainer,fixed_wing,monoplane,military,trainer,,Listed among the hall's aircraft; AT-6s served with the Chinese air forces from the 1940s,AT6; AT-6; T-6; T6; Texan; Harvard,Beijing Air and Space Museum -- Beihang University,on_display
Polikarpov,Po-2,,,,CN,,U-2 primary trainer and night harassment biplane,fixed_wing,biplane,military,trainer,,Listed among the hall's aircraft as a 波-2 primary trainer,Po2; Po-2; U-2; U2; Mule,Beijing Air and Space Museum -- Beihang University,on_display
Lavochkin,La-11,,,,CN,,Long-range piston escort fighter,fixed_wing,monoplane,military,fighter,,Listed among the hall's aircraft,La11; La-11; Fang,Beijing Air and Space Museum -- Beihang University,on_display
Mikoyan-Gurevich,MiG-9,,,,CN,,First Soviet jet fighter,fixed_wing,monoplane,military,fighter,,Listed among the hall's aircraft,MiG9; MiG-9; Fargo,Beijing Air and Space Museum -- Beihang University,on_display
Mikoyan-Gurevich,MiG-15,,,,CN,,Early swept-wing jet fighter,fixed_wing,monoplane,military,fighter,,Listed among the hall's aircraft alongside a separate MiG-15bis,MiG15; MiG-15; Fagot,Beijing Air and Space Museum -- Beihang University,on_display
Mikoyan-Gurevich,MiG-15,bis,,,CN,,Uprated MiG-15,fixed_wing,monoplane,military,fighter,,Listed among the hall's aircraft as a separate exhibit from the MiG-15; a MiG-15 from this collection was involved in a well-documented collision with a taxi during the 2008-2012 rebuild when the aircraft were stored outdoors south of the new main building,MiG15bis; MiG-15; MiG15; Fagot,Beijing Air and Space Museum -- Beihang University,on_display
Shenyang,J-6,,,,CN,,All-weather MiG-19 derivative,fixed_wing,monoplane,military,fighter,,Listed among the hall's aircraft as a 歼-6全天候 all-weather fighter; that description corresponds to the J-6A or J-6B radar-equipped variants but the exact sub-variant is not stated,J6; J-6; F-6; F6; MiG-19; MiG19; Farmer,Beijing Air and Space Museum -- Beihang University,on_display
Shenyang,J-8,II,,,CN,,Finback-B,fixed_wing,monoplane,military,fighter,,Listed among the hall's aircraft,J8II; J-8; J8; Finback-B,Beijing Air and Space Museum -- Beihang University,on_display
Nanchang,Q-5,,,,CN,,Chinese ground-attack aircraft,fixed_wing,monoplane,military,ground_attack,,Listed among the hall's aircraft,Q5; Q-5; A-5; A5; Fantan,Beijing Air and Space Museum -- Beihang University,on_display
Nanchang,CJ-6,,,,CN,,Primary trainer,fixed_wing,monoplane,military,trainer,,Listed among the hall's aircraft,CJ6; CJ-6; 初教-6; BT-6; BT6,Beijing Air and Space Museum -- Beihang University,on_display
Harbin,H-5,,,,CN,,Chinese-built Il-28,fixed_wing,monoplane,military,bomber,,Listed among the hall's aircraft as an 伊尔-28; the Chinese-built equivalent is the H-5 and which of the two this airframe is was not established; recorded under the Chinese designation with the Soviet original in aliases,H5; H-5; Il-28; Il28; IL-28; Beagle,Beijing Air and Space Museum -- Beihang University,on_display
