manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Shenyang,J-6,C,,,CN,,Supersonic fighter,fixed_wing,monoplane,military,fighter,,Singled out with the DF-102 as one of the two most important airframes on the outdoor apron,J6C; J-6; J6; F-6; MiG-19; MiG19; Farmer; F6,Shanghai Aerospace Popular Science Centre -- Minhang,on_display
Shenyang,DF-102,,,,CN,,Dongfeng-102,fixed_wing,monoplane,military,fighter,,Singled out as one of the two most important airframes on the apron; the article's own gallery caption calls the DF-102 the first-generation J-6,DF102; 东风-102; J-6; J6; MiG-19; MiG19,Shanghai Aerospace Popular Science Centre -- Minhang,on_display
Shenyang,J-5,,,,CN,,Chinese-built MiG-17F,fixed_wing,monoplane,military,fighter,,Listed among the outdoor apron aircraft,J5; J-5; MiG-17; MiG17; F-5; Fresco; F5,Shanghai Aerospace Popular Science Centre -- Minhang,on_display
Nanchang,Q-5,,,,CN,,Supersonic attack aircraft,fixed_wing,monoplane,military,ground_attack,,Listed among the outdoor apron aircraft and confirmed by the article's own photograph captioned 强-5,Q5; Q-5; A-5; A5; Fantan,Shanghai Aerospace Popular Science Centre -- Minhang,on_display
Harbin,Z-5,,,,CN,,Chinese-built Mi-4,rotary_wing,,military,transport,,Listed among the outdoor apron aircraft,Z5; Z-5; Mi-4; Mi4; Hound,Shanghai Aerospace Popular Science Centre -- Minhang,on_display
Nanchang,CJ-6,,,,CN,,Primary trainer,fixed_wing,monoplane,military,trainer,,Listed among the outdoor apron aircraft,CJ6; CJ-6; 初教-6; BT-6; BT6,Shanghai Aerospace Popular Science Centre -- Minhang,on_display
Mikoyan-Gurevich,MiG-15,UTI,,,,,Two-seat jet trainer,fixed_wing,monoplane,military,trainer,,Listed among the outdoor apron aircraft; the article describes it as Ukrainian-supplied which is unusual and is recorded here as the source states it rather than corrected,MiG15UTI; MiG-15; MiG15; JJ-2; JJ2; Midget,Shanghai Aerospace Popular Science Centre -- Minhang,on_display
Douglas,DC-8,,JA8048,,JP,Former Japan Air Lines airliner,,fixed_wing,monoplane,civilian,commercial_transport,,Registration JA8048; the article states this is the aircraft involved in the Japan Air Lines Flight 792 accident and that it is the only DC-8 preserved in China,DC8; DC-8; JA8048,Shanghai Aerospace Popular Science Centre -- Minhang,on_display
Ilyushin,Il-14,,652,,CN,,Former CAAC airliner,fixed_wing,monoplane,civilian,commercial_transport,,Carries the number 652; identified in the article's own gallery as a former 中国民航 Il-14,Il14; Il-14; IL-14; Crate,Shanghai Aerospace Popular Science Centre -- Minhang,on_display
de Havilland Canada,DHC-2,,,,,,Beaver,fixed_wing,monoplane,civilian,utility,,Listed among the outdoor apron aircraft as a Canadian Beaver utility aircraft,DHC2; DHC-2; Beaver,Shanghai Aerospace Popular Science Centre -- Minhang,on_display
