manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Agusta-Bell,AB-204,B,MM80320,,IT,,,rotary_wing,,military,utility,,Ex-Aviazione dell'Esercito machine preserved at Caserma Chelotti; wears EI-220,AB204; AB-204B; EI-220; AB204B; EI220,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Agusta-Bell,AB-204,B,MM80322,,IT,,,rotary_wing,,military,utility,,Preserved at Caserma Chelotti; wears EI-322,AB204; AB-204B; EI-322; AB204B; EI322,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Agusta-Bell,AB-205,,MM80460,,IT,,,rotary_wing,,military,utility,,Preserved at Caserma Chelotti; wears EI-259,AB205; AB-205; EI-259; EI259,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Agusta-Bell,AB-206,C-1,MM80582,,IT,JetRanger,,rotary_wing,,military,utility,,Preserved at Caserma Chelotti; wears EI-521,AB206; AB-206C-1; JetRanger; EI-521; EI521,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Agusta-Bell,AB-206,,MM80586,,IT,JetRanger,,rotary_wing,,military,utility,,Preserved at Caserma Chelotti; wears the meaningless code EI-000,AB206; AB-206; JetRanger; EI-000; EI000,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Agusta-Bell,AB-47,G3B,MM80273,,IT,Sioux,,rotary_wing,,military,utility,,Preserved at Caserma Chelotti; wears EI-33,AB47; AB-47G3B; Sioux; EI-33; EI33,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Agusta-Bell,AB-47,G3B-1,MM80345,,IT,Sioux,,rotary_wing,,military,utility,,Preserved at Caserma Chelotti; wears EI-41,AB47; AB-47G3B-1; Sioux; EI-41; EI41,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Agusta-Bell,AB-47,G3B-1,MM80351,,IT,Sioux,,rotary_wing,,military,utility,,Preserved at Caserma Chelotti; wears EI-47,AB47; AB-47G3B-1; Sioux; EI-47; EI47,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Agusta-Bell,AB-47,G3B-1,MM80420,,IT,Sioux,,rotary_wing,,military,utility,,Preserved at Caserma Chelotti; wears EI-49,AB47; AB-47G3B-1; Sioux; EI-49; EI49,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Piper,L-18,C,,,IT,Super Cub,,fixed_wing,monoplane,military,utility,,Preserved at Caserma Chelotti; alatricolore gives the US-derived serial 52-2425 and code EI-94,L18; L-18C; Super Cub; EI-94; L18C; EI94,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Piper,L-21,B,,,IT,Super Cub,,fixed_wing,monoplane,military,utility,,Preserved at Caserma Chelotti; alatricolore gives the US-derived serial 53-7736 and code EI-117,L21; L-21B; Super Cub; EI-117; L21B; EI117,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Piper,L-21,C,,,IT,Super Cub,,fixed_wing,monoplane,military,utility,,Preserved at Caserma Chelotti; alatricolore gives 52-2378 and the civil registration I-EIMU,L21; L-21C; Super Cub; I-EIMU; L21C,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
Cessna,O-1,E,,,IT,Bird Dog,,fixed_wing,monoplane,military,recon,,Preserved at Caserma Chelotti; alatricolore lists it as a Cessna 305C with US-derived serial 61-3000 and code EI-14,O1; O-1E; Cessna 305C; Bird Dog; EI-14; O1E; EI14,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
SIAI-Marchetti,SM.1019,E,,,IT,,,fixed_wing,monoplane,military,recon,,Preserved at Caserma Chelotti; alatricolore gives 61-2975 and code EI-1,SM1019; SM.1019E; EI-1; EI1,Caserma Chelotti Army Aviation Displays -- Viterbo,on_display
