manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
de Havilland,DH.60,,G-EBXU,,GB,Moth,,fixed_wing,biplane,civilian,private,,The oldest aircraft in the collection; kept airworthy but flies only from the grass strip because of its tailskid,DH60; Moth; GEBXU,Fundación Infante de Orleans -- Cuatro Vientos,on_display
Polikarpov,Po-2,,,,,,,fixed_wing,biplane,military,trainer,,Built in the 1950s by PZL-Mielec and previously based at Lille; wholly owned by the foundation; registration not established,Po2; U-2; U2; CSS-13; CSS13,Fundación Infante de Orleans -- Cuatro Vientos,on_display
Consolidated,Fleet,2,EC-EYD,,ES,,,fixed_wing,biplane,civilian,trainer,,Imported from Argentina and with the foundation since summer 1990; wings removed for spar replacement when the source was written,Fleet 2; ECEYD,Fundación Infante de Orleans -- Cuatro Vientos,under_restoration
Comper,Swift,,EC-AAT,,ES,,,fixed_wing,monoplane,civilian,private,,Fernando Rein Loring flew this aircraft from Madrid to Manila in 1933; one of the most historically important airframes in Spain,CLA.7; ECAAT,Fundación Infante de Orleans -- Cuatro Vientos,on_display
Consolidated,Fleet,10,LV-ZCM,,AR,,,fixed_wing,biplane,civilian,trainer,,On loan to the foundation and flown in the monthly displays; retains an Argentine registration,Fleet 10; LVZCM,Fundación Infante de Orleans -- Cuatro Vientos,on_display
Fairchild,24,W,,,,,,fixed_wing,monoplane,civilian,private,,On loan in flying condition; registration not established,Fairchild W-24; Fairchild 24W,Fundación Infante de Orleans -- Cuatro Vientos,on_display
Focke-Wulf,Fw 44,,LV-YZP,,AR,Stieglitz,,fixed_wing,biplane,civilian,trainer,,On loan and flown in the displays; retains an Argentine registration,Fw44; Stieglitz; LVYZP,Fundación Infante de Orleans -- Cuatro Vientos,on_display
British Aircraft,Swallow,II,G-AEVZ,,GB,,,fixed_wing,monoplane,civilian,private,,Brought to Spain by road in July 2001 and flying in displays since early 2002; one of three Swallow 2 airframes still airworthy; known to the foundation as El Gálvez,Swallow 2; GAEVZ,Fundación Infante de Orleans -- Cuatro Vientos,on_display
British Aircraft,Eagle,2,G-AFAX,,GB,,,fixed_wing,monoplane,civilian,private,,One of few fixed-undercarriage Eagles still flying; wholly owned by the foundation,Eagle 2; GAFAX,Fundación Infante de Orleans -- Cuatro Vientos,on_display
Bücker,Bü 131,,EC-ETT,,ES,Jungmann,,fixed_wing,biplane,civilian,trainer,,One of five Jungmann in the collection; on deposit with the foundation; Spanish-built examples of this type are designated CASA 1.131,Bu131; Jungmann; CASA 1.131; ECETT,Fundación Infante de Orleans -- Cuatro Vientos,on_display
Bücker,Bü 131,,EC-ERO,,ES,Jungmann,,fixed_wing,biplane,civilian,trainer,,On deposit with the foundation,Bu131; Jungmann; CASA 1.131; ECERO,Fundación Infante de Orleans -- Cuatro Vientos,on_display
Bücker,Bü 131,,EC-ERP,,ES,Jungmann,,fixed_wing,biplane,civilian,trainer,,On deposit with the foundation,Bu131; Jungmann; CASA 1.131; ECERP,Fundación Infante de Orleans -- Cuatro Vientos,on_display
Bücker,Bü 131,,EC-DAO,,ES,Jungmann,,fixed_wing,biplane,civilian,trainer,,Held in usufruct and awaiting restoration when the source was written; the same source also gives EC-DAO for a Miles Falcon Six which is an internal contradiction in that source,Bu131; Jungmann; CASA 1.131; ECDAO,Fundación Infante de Orleans -- Cuatro Vientos,under_restoration
Bücker,Bü 131,,EC-LOM,,ES,Jungmann,,fixed_wing,biplane,civilian,trainer,,Flies in the displays but is not owned by the foundation,Bu131; Jungmann; CASA 1.131; ECLOM,Fundación Infante de Orleans -- Cuatro Vientos,on_display
Bücker,Bü 133,,EC-ALP,,ES,Jungmeister,,fixed_wing,biplane,civilian,trainer,,Operational with the foundation since 1992; Spanish-built examples of this type are designated CASA 1.133,Bu133; Jungmeister; CASA 1.133; ECALP,Fundación Infante de Orleans -- Cuatro Vientos,on_display
de Havilland,DH.89,,EC-AAY,,ES,Dragon Rapide,,fixed_wing,biplane,civilian,transport,,Acquired painted green and named Proteus; very similar to the aircraft that carried Franco from the Canaries to Tetuán; owned by the foundation,DH89; Dragon Rapide; ECAAY,Fundación Infante de Orleans -- Cuatro Vientos,on_display
Miles,Falcon,Six,,,ES,,,fixed_wing,monoplane,civilian,private,,The source gives the registration EC-DAO which it also gives for a Bücker Bü 131; the registration is therefore withheld here,Miles Falcon; Falcon Six,Fundación Infante de Orleans -- Cuatro Vientos,on_display
