manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Lockheed,F-104,G,FX-15,,BE,Starfighter,,fixed_wing,monoplane,military,fighter,,Installed at the 1 Wing Historical Centre on 11 June 2023 per the International F-104 Society,F104; F-104G; F104G,1 Wing Historical Centre,on_display
Lockheed,F-104,G,FX-04,,BE,Starfighter,,fixed_wing,monoplane,military,fighter,,Refurbished and cleaned since 2008 per the International F-104 Society which lists it at Bevekom air base museum,F104; F-104G; F104G,1 Wing Historical Centre,on_display
Lockheed,F-104,G,FX-39,,BE,Starfighter,,fixed_wing,monoplane,military,fighter,,Listed by the International F-104 Society at the Bevekom 1st Wing Historical Museum which it says can be visited on the first and third Sunday of each month between 13.30 and 18.00; the museum's own published hours are the second and fourth Sunday so the visiting days need confirming,F104; F-104G; F104G,1 Wing Historical Centre,on_display
Lockheed,F-104,G,FX-47,,BE,Starfighter,,fixed_wing,monoplane,military,fighter,,Wearing an early 1960s colour scheme per the International F-104 Society,F104; F-104G; F104G,1 Wing Historical Centre,on_display
Mikoyan-Gurevich,MiG-21,bis,,,,Fishbed-N,,fixed_wing,monoplane,military,fighter,,Listed among the collection by vintageaviationnews.com; no serial published and the former operator is not stated,MiG21; MiG-21bis; Fishbed; MiG21bis,1 Wing Historical Centre,on_display
Supermarine,Spitfire,Mk.IX,,,BE,,,fixed_wing,monoplane,military,fighter,,A replica; recorded both by vintageaviationnews.com and by hangarflying.eu,Spitfire IX; Spitfire Mk.9,1 Wing Historical Centre,on_display
Fouga,CM-170,R,,,BE,Magister,,fixed_wing,monoplane,military,trainer,,Two examples are recorded in the collection; no serials published,CM170; CM-170R; Magister; CM170R,1 Wing Historical Centre,on_display
Dassault-Dornier,Alpha Jet,,,,BE,,,fixed_wing,monoplane,military,trainer,,No serial published,Alphajet; Alpha Jet,1 Wing Historical Centre,on_display
Lockheed,T-33,,,,BE,,,fixed_wing,monoplane,military,trainer,,No serial published,T33; T-33A; T-Bird; T33A,1 Wing Historical Centre,on_display
Dassault,Mirage 5,BR,,,BE,,,fixed_wing,monoplane,military,recon,,No serial published,Mirage 5; Mirage 5BR,1 Wing Historical Centre,on_display
Republic,RF-84,F,,,BE,Thunderflash,,fixed_wing,monoplane,military,recon,,No serial published,RF84; RF-84F; Thunderflash; RF84F,1 Wing Historical Centre,on_display
Lockheed,C-130,H,CH-13,,BE,Hercules,,fixed_wing,monoplane,military,transport,,Recorded by hangarflying.eu as the centre's C-130H CH-13 and by vintageaviationnews.com as a walk-through exhibit,C130; C-130H; Hercules; C130H,1 Wing Historical Centre,on_display
IAI,RQ-5,,,,BE,Hunter,,fixed_wing,monoplane,military,drone,,Displayed with its ground control station,RQ5; RQ-5; B-Hunter; Hunter UAV,1 Wing Historical Centre,on_display
