manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
AEG,Eule,,,,DE,,,fixed_wing,monoplane,military,experimental,1914,Second Wagner Eule prototype; short steel-tube fuselage testbed built at AEG Henningsdorf; hung in the AEG assembly hall to 1918 then passed to the Deutsche Luftfahrt-Sammlung Berlin; evacuated 1943 and left near Czarnków; recovered by Poles 1945; held by Muzeum Techniki NOT 1946-63; to Kraków 1963; conservation 2003,AEG Wagner Eule; Wagner Eule,Muzeum Lotnictwa Polskiego -- Kraków,on_display
Acro,VIPER,,,,PL,,,fixed_wing,monoplane,civilian,private,,Polish amateur-built sport aircraft in the museum collection,,Muzeum Lotnictwa Polskiego -- Kraków,on_display
Aero,Ae-145,,SP-LXH,,PL,,,fixed_wing,monoplane,civilian,utility,1959,Museum states c/n 172011 from the 1959 batch; flown by the air ambulance service (Zespół Lotnictwa Sanitarnego) at Zielona Góra; over 2800 hours flown; donated to the museum in 1980,Ae145; Aero 145; c/n 172011,Muzeum Lotnictwa Polskiego -- Kraków,on_display
Aero,L-29,Delfin,,,CZ,,,fixed_wing,monoplane,military,trainer,1969,Museum states s/n 99 3241 built 1969 at Aero Vodochody in the 32nd production batch; served with the Czechoslovak and then Czech air force,L29; Delfin; Maya; c/n 993241,Muzeum Lotnictwa Polskiego -- Kraków,on_display
Aero,L-60,E Brigadyr,,,,,,fixed_wing,monoplane,civilian,utility,,Czechoslovak liaison and agricultural type in the museum collection,L60; Brigadyr,Muzeum Lotnictwa Polskiego -- Kraków,on_display
Aeroem,Małgosia II,,,,PL,,,fixed_wing,monoplane,civilian,private,,Polish amateur-built light aircraft,Malgosia II,Muzeum Lotnictwa Polskiego -- Kraków,on_display
Albatros,B.II,a (L.30),,,DE,,,fixed_wing,biplane,military,trainer,,Ex-Deutsche Luftfahrt-Sammlung Berlin airframe recovered in Poland after 1945,Albatros B.IIa; Albatros L.30; B II,Muzeum Lotnictwa Polskiego -- Kraków,on_display
Albatros,C.I,,197/15,,DE,,,fixed_wing,biplane,military,recon,1915,Museum states the airframe carries number 197/15; part of the surviving Deutsche Luftfahrt-Sammlung Berlin collection evacuated to Poland in 1943,C I; 197-15,Muzeum Lotnictwa Polskiego -- Kraków,on_display
Albatros,H1,,,,DE,,,fixed_wing,biplane,civilian,private,,Ex-Deutsche Luftfahrt-Sammlung Berlin airframe,Albatros H.1,Muzeum Lotnictwa Polskiego -- Kraków,on_display
Albatros,L.101,,D-EKYQ,,DE,,,fixed_wing,monoplane,civilian,private,,Museum states s/n 245 and registration D-EKYQ,L101; c/n 245,Muzeum Lotnictwa Polskiego -- Kraków,on_display
Amiot,AAC.1,Toucan,,,FR,,,fixed_wing,monoplane,military,transport,,French-built Junkers Ju 52/3m g14e; museum notes PLL LOT operated one Ju 52 as SP-AKX before the war,AAC1; Toucan; Junkers Ju 52/3m; Ju52,Muzeum Lotnictwa Polskiego -- Kraków,on_display
Antonow,An-26,,1508,,PL,,,fixed_wing,monoplane,military,transport,,Polish Air Force tactical transport; tactical number 1508 per pl.wikipedia An-26 preserved list,An26; Curl,Muzeum Lotnictwa Polskiego -- Kraków,on_display
