name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Historic Aircraft Restoration Museum,Maryland Heights,Missouri,United States,63146,North America,"Creve Coeur Airport, 1 Creve Coeur Airport Road",https://www.historicaircraftrestorationmuseum.org/,public,38.7242,-90.5063
Missouri History Museum,St. Louis,Missouri,United States,63112,North America,"5700 Lindell Boulevard, Forest Park",https://mohistory.org/,public,38.6455,-90.2857
National Museum of Transportation,St. Louis,Missouri,United States,63122,North America,2933 Barrett Station Road,https://tnmot.org/,public,38.5736,-90.4700
James S. McDonnell Prologue Room,Berkeley,Missouri,United States,63135,North America,9000 Airport Road,https://www.boeing.com/company/tours-and-merchandise/prologue-room,restricted,38.7498,-90.3360
Saint Louis Science Center,St. Louis,Missouri,United States,63110,North America,5050 Oakland Avenue,https://www.slsc.org/,public,38.6292,-90.2692
Museum of Missouri Military History,Jefferson City,Missouri,United States,65101,North America,"2405 Logistics Road, Ike Skelton Training Site",https://moguard.com/museum,public,38.5494,-92.0728
CAF Missouri Wing,Portage des Sioux,Missouri,United States,63373,North America,"6390 Grafton Ferry Road, St. Charles County Smartt Airport",https://www.cafmo.org/,public,38.9289,-90.4327
Airline History Museum,Kansas City,Missouri,United States,64116,North America,"Hangar 9, 201 NW Lou Holland Drive, Charles B. Wheeler Downtown Airport",https://airlinehistory.org/,restricted,39.1186,-94.6003
TWA Museum at 10 Richards Road,Kansas City,Missouri,United States,64116,North America,10 Richards Road,https://twamuseum.org/,public,39.1172,-94.5912
TriStar Experience,Kansas City,Missouri,United States,64116,North America,10 NW Richards Road,https://www.tristarexperience.org/,appointment,39.1172,-94.5912
Whiteman AFB Heritage Air Park,Knob Noster,Missouri,United States,65305,North America,Whiteman Air Force Base,https://www.whiteman.af.mil/,restricted,38.7303,-93.5478
John B. Mahaffey Museum Complex,Fort Leonard Wood,Missouri,United States,65473,North America,495 South Dakota Avenue,https://home.army.mil/wood/,restricted,37.7011,-92.1693
Rosecrans Air National Guard Base,St. Joseph,Missouri,United States,64503,North America,"Rosecrans Memorial Airport, 139th Airlift Wing",https://www.139aw.ang.af.mil/,restricted,39.7717,-94.9097
Air and Military Museum of the Ozarks,Springfield,Missouri,United States,65803,North America,2305 East Kearney Street,http://www.ammomuseum.com/,public,37.2396,-93.2492
Nicholas-Beazley Aviation Museum,Marshall,Missouri,United States,65340,North America,1985 South Odell Avenue,https://www.nicholasbeazley.org/,public,39.0974,-93.1970
Freedom of Flight Museum,Webb City,Missouri,United States,64801,North America,"5501 Dennis Weaver Drive, Joplin Regional Airport",https://freedomofflightmuseum.org/,public,37.1593,-94.5009
Branson Veterans Memorial Museum,Branson,Missouri,United States,65616,North America,1250 West 76 Country Boulevard,https://veteransmemorialbranson.com/,public,36.6401,-93.2409
Boeing Park at Spirit of St. Louis Airport,Chesterfield,Missouri,United States,63005,North America,Spirit of St. Louis Airport,https://www.spiritairport.com/,public,38.6646,-90.6449
Cape Girardeau Regional Airport,Cape Girardeau,Missouri,United States,63780,North America,Cape Girardeau Regional Airport,,public,37.2247,-89.5680
Sikeston Veterans Park,Sikeston,Missouri,United States,63801,North America,One Industrial Drive,,public,36.8767,-89.5879
Chillicothe Municipal Airport,Chillicothe,Missouri,United States,64601,North America,715 Washington Street,,public,39.7766,-93.4944
Springfield Downtown Airport,Springfield,Missouri,United States,65803,North America,2546 East Division Street,,public,37.2245,-93.2435
American Legion Post 253,Festus,Missouri,United States,63028,North America,Festus,,public,38.2207,-90.3960
James J. Eagan Center,Florissant,Missouri,United States,63031,North America,James J. Eagan Center,https://www.florissantmo.com/,public,38.7920,-90.3228
VFW Post 5077,O'Fallon,Missouri,United States,63366,North America,8500 Veterans Memorial Parkway,https://vfw5077.org/,public,38.8000,-90.6935
VFW Post 5327,Wentzville,Missouri,United States,,North America,Wentzville,,public,38.8244,-90.8683
VFW Post 6043,Ellington,Missouri,United States,63638,North America,Ellington,,public,37.2417,-90.9687
VFW Post 5168,Forsyth,Missouri,United States,65653,North America,Forsyth,,public,36.6853,-93.1193
General John Riggs Veterans Park,Caruthersville,Missouri,United States,63830,North America,Caruthersville,,public,36.1917,-89.6548
Monett Veterans Memorial,Monett,Missouri,United States,65708,North America,Monett,,public,36.9216,-93.9232
City of Purdy A-4 Skyhawk Memorial,Purdy,Missouri,United States,65734,North America,401 East State Highway C,,public,36.8157,-93.9190
The Roasterie,Kansas City,Missouri,United States,64108,North America,1204 West 27th Street,https://theroasterie.com/,public,39.0790,-94.5986
American Legion Post 639,Springfield,Missouri,United States,65807,North America,South Scenic Avenue,,public,37.1669,-93.3305
