manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
North American,B-25,J,,Mitchell,Apache Princess,fixed_wing,monoplane,military,bomber,,"B-25J/TB-25N c/n 108-47620, ex USAAF 44-86866 and N9069Z; impounded at Guayaquil in 1965 for smuggling and seized by the FAE in 1970, at the museum since the 1970s. Now displayed in USAAF markings as 'Apache Princess'; FAE serial never assigned. Photographed 2010-2022.",B25J; B25; TB-25N; TB25N; 44-86866; N9069Z; c/n 108-47620,Museo Aeronáutico y del Espacio de la Fuerza Aérea Ecuatoriana,on_display
Consolidated,PBY-5,A,53602,Catalina,,fixed_wing,monoplane,military,search_rescue,,"PBY-5A Catalina c/n 1656, FAE 53602, in service from 1954; museum exhibit photographed 2004-2022 ('now exposed at the Ecuadorian Aviation Museum at old Quito airport', April 2022).",PBY5A; PBY5; PBY; FAE53602; c/n 1656,Museo Aeronáutico y del Espacio de la Fuerza Aérea Ecuatoriana,on_display
Douglas,UC-67,,HC-APV,Dragon,,fixed_wing,monoplane,civilian,transport,,"Douglas B-23/UC-67 Dragon c/n 2717, ex USAAF 39-031, later HC-APV; painted in Ecuatoriana airline colours and for some years wore a false registration TH-344. The only B-23 preserved outside the USA. Photographed May 2019.",UC67; B-23; B23; 39-031; TH-344; c/n 2717; Ecuatoriana; TH344,Museo Aeronáutico y del Espacio de la Fuerza Aérea Ecuatoriana,on_display
Douglas,C-47,B,HC-AUT,Skytrain,,fixed_wing,monoplane,military,transport,,"C-47B c/n 16748/33496 (Wikipedia: ex USAAF 44-77164), FAE-operated as HC-AUT and at times painted 'HG-AUT'. Museum exhibit photographed 2003-April 2022.",C47B; C47; DC-3; DC3; 44-77164; HG-AUT; c/n 16748,Museo Aeronáutico y del Espacio de la Fuerza Aérea Ecuatoriana,on_display
Douglas,DC-6,B,44691,,,fixed_wing,monoplane,military,transport,,"DC-6B c/n 44691, FAE 44691 (also HC-AVH), the first radar-equipped DC-6 in Ecuador. Museum exhibit photographed 2003-May 2019.",DC6B; DC6; FAE44691; HC-AVH; c/n 44691,Museo Aeronáutico y del Espacio de la Fuerza Aérea Ecuatoriana,on_display
Hawker Siddeley,HS 748,2A,FAE001,,,fixed_wing,monoplane,military,transport,,"HS 748 Series 268 c/n 1684, HC-AUK, FAE-001 presidential transport. Photographed at the old airport 2018-2021 (one photographer calls it 'abandoned at the old airport'); aerialvisuals lists it in the museum collection.",HS748; Avro 748; HC-AUK; FAE-001; c/n 1684; FAE001,Museo Aeronáutico y del Espacio de la Fuerza Aérea Ecuatoriana,on_display
Lockheed,C-130,B,FAE897,Hercules,,fixed_wing,monoplane,military,transport,,"C-130B c/n 282-3683, FAE 897, at the museum (jetphotos April and November 2022, 'closed airport/museum').",C130B; C130; 897; c/n 282-3683,Museo Aeronáutico y del Espacio de la Fuerza Aérea Ecuatoriana,on_display
English Electric,Canberra,B.6,FAE509,,,fixed_wing,monoplane,military,bomber,,"Canberra B.6 FAE-509, one of six delivered new in 1954-55; flown Shannon-Quito non-stop in 13 h 30 min by Col. Guillermo Freile Posso. Commemorative plaque unveiled at the museum 21 November 2022 (FAE news).",509; B6,Museo Aeronáutico y del Espacio de la Fuerza Aérea Ecuatoriana,on_display
Gloster,Meteor,FR.9,FF-122,,,fixed_wing,monoplane,military,fighter,,"Meteor FR.9 displayed as FF-122 (Wikipedia: FF-123 ex RAF VW366; aerialvisuals: F-113). Long a deteriorated museum exhibit, it was repainted and moved to the base ramp display for the FAE's 102nd anniversary (jetphotos 27 October 2022). Identity needs on-site check.",FR9; FF-123; FF123; F-113; VW366; F113,Museo Aeronáutico y del Espacio de la Fuerza Aérea Ecuatoriana,on_display
Lockheed,T-33,A,FAE633,Shooting Star,,fixed_wing,monoplane,military,trainer,,"T-33A c/n 580-1428, FAE 633, displayed at the Mariscal Sucre base (jetphotos October 2020).",T33A; T33; 633; c/n 580-1428,Museo Aeronáutico y del Espacio de la Fuerza Aérea Ecuatoriana,on_display
