manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
General Dynamics,F-111,G,A8-147,,,fixed_wing,monoplane,military,bomber,,Passed through the guard of honour at the F-111 retirement ceremony and repainted in the South East Asia camouflage scheme; allocated to the Evans Head Memorial Aerodrome Heritage Aviation Association and delivered on 5 August 2013.,F111; F111G; Aardvark; Pig,Evans Head Memorial Aerodrome Heritage Aviation Museum,on_display
English Electric,Canberra,B.2,WJ678,,,fixed_wing,monoplane,military,bomber,,"Cockpit section only, rescued from the RAF Abingdon dump, restored and imported into Australia by a private collector.",Canberra; Canberra B2,Evans Head Memorial Aerodrome Heritage Aviation Museum,on_display
Bell,OH-58,A,A17-018,Kiowa,,rotary_wing,,military,recon,,"Ex-Australian Army Kiowa acquired by the museum in August 2017. ADF-Serials records A17-018 as sold at a 2019 Grays online auction, so the identity of the museum airframe should be re-checked.",OH58; OH58A; Kiowa; CA-32; CA32,Evans Head Memorial Aerodrome Heritage Aviation Museum,on_display
Lockheed,AP-3,C,A9-752,Orion,,fixed_wing,monoplane,military,recon,,"Handed over to the museum in December 2018 but stranded at Lismore Airport, where it survived the 2022 floods. Moved by road to Evans Head over 9-10 February 2026 and awaiting static display restoration.",AP3; AP3C; P-3; P3; Orion,Evans Head Memorial Aerodrome Heritage Aviation Museum,under_restoration
de Havilland Canada,DHC-4,,,Caribou,,fixed_wing,monoplane,military,transport,,Caribou listed on the museum own collection page; no serial published.,DHC4; Caribou,Evans Head Memorial Aerodrome Heritage Aviation Museum,on_display
Mikoyan-Gurevich,MiG-15,,,,,fixed_wing,monoplane,military,fighter,,MiG-15 listed on the museum own collection page; no identity published.,MiG15,Evans Head Memorial Aerodrome Heritage Aviation Museum,on_display
Avro,652,A,,Anson,,fixed_wing,monoplane,military,trainer,,Avro Anson acquired in 2018; no serial published by the museum.,Anson; Avro 652A,Evans Head Memorial Aerodrome Heritage Aviation Museum,under_restoration
Government Aircraft Factories,Nomad,N22,,,,fixed_wing,monoplane,military,utility,,"Nomad mounted on a trailer and used as an educational aid, previously at the Australian Aviation Museum Bankstown. ADF-Serials attributes this airframe to A18-306, but also records A18-306 as donated to the Royal Flying Doctor Service museum at Broken Hill in June 2018, so no serial is entered here.",Nomad; N22; GAF Nomad,Evans Head Memorial Aerodrome Heritage Aviation Museum,on_display
Schleicher,Ka 7,,VH-IUU,,,fixed_wing,monoplane,civilian,private,,Two-seat training glider donated by Peter Hinson.,Ka7; K7; Schleicher K7,Evans Head Memorial Aerodrome Heritage Aviation Museum,on_display
Australian Lightwing,SP-2000,TW,19-4353,,,fixed_wing,monoplane,civilian,private,,Prototype Australian Lightwing SP2000TW donated in 2021.,SP2000; SP2000TW; Lightwing,Evans Head Memorial Aerodrome Heritage Aviation Museum,on_display
Maxair,Drifter,,,,,fixed_wing,monoplane,civilian,private,,Tail-dragger ultralight donated by Geoff Johns; no registration published.,Drifter; Ultralight Drifter,Evans Head Memorial Aerodrome Heritage Aviation Museum,on_display
