manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Douglas Aircraft,DC-3,,VH-EWE,,,fixed_wing,monoplane,civilian,commercial_transport,1942,"Built 1942 as a C-47A, construction number 13084, and flown by the USAAF and RAAF before civil service with TAA, Qantas and General Cargo Australia. Restored and repainted in Connair livery as a commemorative display representing the original VH-EWE, the first aircraft to leave Darwin after Cyclone Tracy. Source: Central Australian Aviation Museum exhibit pages, 2025.",DC3; Dakota; C-47A; c/n 13084; C47A,Central Australian Aviation Museum,on_display
de Havilland,DH.114,2,VH-CLW,Heron,,fixed_wing,monoplane,civilian,transport,,"Owned by de Havilland, then sold to the Deutsche Luftwaffe in 1957 as a staff transport, and later flown in the UK and Portuguese Guinea before joining Connair in 1970 as a Riley Heron conversion. Acquired 2015, declared a Heritage Object by the NT Heritage Council, restored and opened for display 1 November 2017. Source: Central Australian Aviation Museum exhibit pages, 2025.",Heron; DH114; Riley Heron,Central Australian Aviation Museum,on_display
de Havilland,DH.104,,VH-DHH,Dove,,fixed_wing,monoplane,civilian,search_rescue,1958,"Manufactured 1958 and bought as an aerial medical aircraft for the Northern Territory; flew NT medical runs for 21 years. Acquired via CSIRO and dedicated to the memory of Doc Fenton. Source: Central Australian Aviation Museum exhibit pages, 2025.",Dove; DH104,Central Australian Aviation Museum,on_display
de Havilland Australia,DHA-3,Mk 3,VH-FDC,Drover,,fixed_wing,monoplane,civilian,search_rescue,1952,"Manufactured 1952 and flown by the Royal Flying Doctor Service from Broken Hill for its whole working life; acquired dismantled and incomplete from Parafield and restored. Source: Central Australian Aviation Museum exhibit pages, 2025.",DHA3; Drover; Drover Mk 3,Central Australian Aviation Museum,on_display
Commonwealth Aircraft Corporation,CA-6,,VH-BEC,Wackett,,fixed_wing,monoplane,civilian,trainer,,"Ex-RAAF intermediate trainer that served at Laverton, Ballarat, Narromine and Parkes. Went missing with pilot James Knight in 1962 and was found three and a half years later in the Great Victoria Desert; the pilot was never found. Donated by Bill and Bev Kinsman. Source: Central Australian Aviation Museum exhibit pages, 2025.",CA6; Wackett; Wackett Trainer,Central Australian Aviation Museum,on_display
Beech Aircraft,Model 18,D18S,VH-CLI,,,fixed_wing,monoplane,civilian,transport,1946,"Manufactured 1946; flown by Connellan Airways 1960-66 and later displayed at Mildura before being acquired in 1984 and road-freighted back to Alice Springs. Source: Central Australian Aviation Museum exhibit pages, 2025.",D18S; Beech 18; Model 18,Central Australian Aviation Museum,on_display
Westland Aircraft,Widgeon,III,G-AUKA,Kookaburra,,fixed_wing,monoplane,civilian,private,1927,"Wreck. Built 1927 and acquired by Keith Anderson in 1929; Anderson and Bob Hitchcock died in the Tanami Desert while searching for Kingsford Smith's missing Fokker. Located in 1978 by Dick Smith and recovered by an expedition led by Bill Kinsman; displayed as found in a diorama. Source: Central Australian Aviation Museum exhibit pages, 2025.",Kookaburra; Widgeon III; VH-UKA,Central Australian Aviation Museum,on_display
Schneider,ES.52,,VH-GNM,Kookaburra,,fixed_wing,monoplane,civilian,trainer,1962,"Two-seat training sailplane built at Gawler, South Australia in 1962; acquired by the Alice Springs Gliding Club in 1976 and withdrawn from use in February 1979. Source: Central Australian Aviation Museum exhibit pages, 2025.",ES52; Kookaburra; Kookaburra 4,Central Australian Aviation Museum,on_display
Auster Aircraft,J/1B,,VH-ASQ,Aiglet,,fixed_wing,monoplane,civilian,private,1953,"Manufactured 1953 and bought by the museum in flying condition in 1981, when it was flown from Melbourne to Alice Springs; flown to Uluru in 1982 for the opening of Connellan Airport. Represents the Austers used by Connellan Airways. Source: Central Australian Aviation Museum exhibit pages, 2025.",Aiglet; J1B; Auster J/1B,Central Australian Aviation Museum,on_display
Percival Aircraft,P.30,II,VH-AVG,Proctor,,fixed_wing,monoplane,civilian,private,1941,"Manufactured 1941; flown to Australia from the UK in 1955 and grounded in 1966 through glue deterioration. Acquired 1985 to represent the Percival Vega Gull flown by Connellan Airways founder Eddie Connellan. Source: Central Australian Aviation Museum exhibit pages, 2025.",Proctor; Proctor II; P.30; VH-ACM,Central Australian Aviation Museum,on_display
Rotec Engineering,Rally,2B,,,,fixed_wing,monoplane,civilian,private,,Ultralight; no registration established. The only ultralight in the collection.,Rally 2B; Rotec Rally,Central Australian Aviation Museum,on_display
