manufacturer,model,variant,tail_number,construction_number,operator_country,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Tupolev,Tu-154,B-2,LZ-BTU,,BG,,,fixed_wing,monoplane,civilian,commercial_transport,,Registration LZ-BTU legible in eleven Commons photographs of this airframe; ex-Balkan Bulgarian Airlines; photographed at the Burgas Aviation Expo in June 2018 and in the museum in 2019,Tu154; Tu-154B-2; Tu154B2; Careless; LZ-BTU,Авиационен музей Бургас,on_display
Antonov,An-12,,,,BG,,,fixed_wing,monoplane,military,transport,,Five Commons photographs of this airframe; no registration legible in the file names; Bulgaria operated An-12s in both military and civil cargo roles,An12; Cub,Авиационен музей Бургас,on_display
Antonov,An-24,V,LZ-ANL,,BG,,,fixed_wing,monoplane,civilian,commercial_transport,,Registration LZ-ANL legible in three Commons photographs; a fourth Commons file captioned LZ-ANF exists in the same category so either two An-24s are present or the airframe has been repainted; FLAGGED,An24; An-24V; An24V; Coke; LZ-ANL; LZ-ANF,Авиационен музей Бургас,on_display
Antonov,An-2,P,LZ-1089,,BG,,,fixed_wing,biplane,civilian,utility,,Registration LZ-1089 legible in seven Commons photographs,An2; An-2P; An2P; Colt; LZ-1089,Авиационен музей Бургас,on_display
Antonov,An-14,,LZ-7001,,BG,,Пчелка,fixed_wing,monoplane,civilian,utility,,Registration LZ-7001 legible in three Commons photographs,An14; Pchelka; Clod; LZ-7001,Авиационен музей Бургас,on_display
Ilyushin,Il-14,P,LZ-ILE,,BG,,,fixed_wing,monoplane,civilian,commercial_transport,,Registration LZ-ILE legible in eleven Commons photographs,Il14; Il-14P; Il14P; Crate; LZ-ILE,Авиационен музей Бургас,on_display
Mikoyan-Gurevich,MiG-17,F,,,BG,,,fixed_wing,monoplane,military,fighter,,Sub-variant F confirmed by the Commons category name; six photographs including two of the cockpit; no tactical number legible,MiG17; MiG-17F; MiG17F; Fresco,Авиационен музей Бургас,on_display
Mikoyan-Gurevich,MiG-21,PFM,,,BG,,,fixed_wing,monoplane,military,fighter,,Sub-variant PFM confirmed by the Commons category name; eight photographs including two of the cockpit; no tactical number legible,MiG21; MiG-21PFM; MiG21PFM; Fishbed-F,Авиационен музей Бургас,on_display
Aero,L-29,,,,BG,,Delfín,fixed_wing,monoplane,military,trainer,,Five Commons photographs; no tactical number legible,L29; Delfin; Maya,Авиационен музей Бургас,on_display
WSK PZL-Świdnik,Mi-2,,,,BG,,,rotary_wing,,civilian,utility,,Five Commons photographs; no registration legible; operator_country BG,Mi2; Hoplite,Авиационен музей Бургас,on_display
Kamov,Ka-26,,,,BG,,,rotary_wing,,civilian,utility,,OSM node 10977888180 with a linked Commons photograph; no registration legible,Ka26; Hoodlum,Авиационен музей Бургас,on_display
