manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Sukhoi,Su-27,SM,04,Flanker,,fixed_wing,monoplane,military,fighter,,Displayed outside the institute entrance; carries the Russian Air Force code RF-92211 with bort 04.,Su27; Su27SM; RF-92211; RF92211,Moscow Aviation Institute Aircraft Collection,on_display
Mil,Mi-8,,30,Hip,,rotary_wing,,military,transport,,"Displayed outdoors on the campus as bort ""30 yellow"".",Mi8,Moscow Aviation Institute Aircraft Collection,on_display
Yakovlev,Yak-38,,45,Forger,,fixed_wing,monoplane,military,fighter,,Izdeliye VM-4 airframe held in the institute teaching hangar.,Yak38; izdeliye VM-4,Moscow Aviation Institute Aircraft Collection,in_storage
Mikoyan-Gurevich,MiG-23,23-11,234,Flogger,,fixed_wing,monoplane,military,experimental,,"Prototype airframe 23-11/4, held in the institute teaching hangar as bort 234.",MiG23; MiG232311; MiG2323-11; MiG2311; 23-11/4,Moscow Aviation Institute Aircraft Collection,in_storage
Yakovlev,Yak-40,,CCCP-19661,Codling,,fixed_wing,monoplane,civilian,commercial_transport,,"Works number 019. Exhibited at VDNKh from 26 June 1970 until 1980, later a teaching airframe at the institute.",Yak40; CCCP19661; c/n 019,Moscow Aviation Institute Aircraft Collection,in_storage
Sukhoi,Su-25,,,Frogfoot,,fixed_wing,monoplane,military,ground_attack,,Teaching airframe in the institute hangar; bort number not recorded.,Su25,Moscow Aviation Institute Aircraft Collection,in_storage
Mikoyan-Gurevich,MiG-29,,,Fulcrum,,fixed_wing,monoplane,military,fighter,,Teaching airframe in the institute hangar; bort number not recorded.,MiG29,Moscow Aviation Institute Aircraft Collection,in_storage
Mikoyan-Gurevich,MiG-21,,,Fishbed,,fixed_wing,monoplane,military,fighter,,Teaching airframe in the institute hangar; bort number not recorded.,MiG21,Moscow Aviation Institute Aircraft Collection,in_storage
Sukhoi,Su-27,,,Flanker,,fixed_wing,monoplane,military,fighter,,"Teaching airframe in the institute hangar, separate from the Su-27SM outside the entrance; bort number not recorded.",Su27,Moscow Aviation Institute Aircraft Collection,in_storage
Aviatika,MAI-890,,,,,fixed_wing,biplane,civilian,private,,Light ultralight biplane developed at the institute; held in the teaching hangar.,MAI890,Moscow Aviation Institute Aircraft Collection,in_storage
Yakovlev,Pchela-1,,,,,fixed_wing,monoplane,military,drone,,Reconnaissance drone held in building 11 of the institute.,Pchela1,Moscow Aviation Institute Aircraft Collection,in_storage
