manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Kamov,Ka-27,PL,32,Helix,,rotary_wing,,military,other,,"Bort ""32 red""; no construction number recorded.",Ka27; Ka27PL,121st Aircraft Repair Plant Museum,on_display
Mikoyan-Gurevich,MiG-25,R,,Foxbat,,fixed_wing,monoplane,military,recon,,"Works number 020SM01, bort ""25 red""; previously ""28 blue"". Wears bort number 25; recorded without a tail number because another airframe of this type in the database already carries it.",MiG25; MiG25R; c/n 020SM01; 28 blue; 25,121st Aircraft Repair Plant Museum,on_display
Mil,Mi-24,V,24,Hind,,rotary_wing,,military,ground_attack,,"Bort ""24 red""; previously ""70 red"" and ""80 white"". No construction number recorded.",Mi24; Mi24V; 70 red; 80 white,121st Aircraft Repair Plant Museum,on_display
Mil,Mi-2,,02,Hoplite,,rotary_wing,,military,utility,,"Bort ""02 red""; previously ""05 red"".",Mi2; 05 red,121st Aircraft Repair Plant Museum,on_display
Mikoyan-Gurevich,MiG-29,,29,Fulcrum,,fixed_wing,monoplane,military,fighter,,"Bort ""29 blue""; previously ""04 blue"" and 47.",MiG29; 04 blue,121st Aircraft Repair Plant Museum,on_display
Sukhoi,Su-25,UB,05,Frogfoot,,fixed_wing,monoplane,military,trainer,,"Bort ""05 red""; no construction number recorded.",Su25; Su25UB,121st Aircraft Repair Plant Museum,on_display
Sukhoi,Su-27,,27,Flanker,,fixed_wing,monoplane,military,fighter,,"Works number 36911028209, bort ""27 red""; previously ""06 red"".",Su27; c/n 36911028209; 06 red,121st Aircraft Repair Plant Museum,on_display
Yakovlev,Yak-28,L,,Brewer,,fixed_wing,monoplane,military,bomber,,"Works number 2920904, bort ""28 red"". Wears bort number 28; recorded without a tail number because another airframe of this type in the database already carries it.",Yak28; Yak28L; c/n 2920904; 28,121st Aircraft Repair Plant Museum,on_display
Mil,Mi-8,T,08,Hip,,rotary_wing,,military,transport,,"Bort ""08 red""; previously ""17 red"".",Mi8; Mi8T; 17 red,121st Aircraft Repair Plant Museum,on_display
Mikoyan-Gurevich,MiG-19,P,65,Farmer,,fixed_wing,monoplane,military,fighter,,"Works number 62210650, bort ""65 red"".",MiG19; MiG19P; c/n 62210650,121st Aircraft Repair Plant Museum,on_display
Mikoyan-Gurevich,MiG-23,MLD,23,Flogger,,fixed_wing,monoplane,military,fighter,,"Works number 0390320505, bort ""23 red"".",MiG23; MiG23MLD; c/n 0390320505,121st Aircraft Repair Plant Museum,on_display
Yakovlev,Yak-38,,,Forger,,fixed_wing,monoplane,military,fighter,,"Works number 7977863605715, bort ""38 yellow"". Wears bort number 38; recorded without a tail number because another airframe of this type in the database already carries it.",Yak38; c/n 7977863605715; 38,121st Aircraft Repair Plant Museum,on_display
Mikoyan-Gurevich,MiG-21,UM,85,Mongol,,fixed_wing,monoplane,military,trainer,,"Works number 516971046, bort ""85 red"".",MiG21; MiG21UM; c/n 516971046,121st Aircraft Repair Plant Museum,on_display
