name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Philippine Air Force Aerospace Museum,Pasay,Metro Manila,Philippines,1309,Asia,"Colonel Jesus Villamor Air Base, Sales Street, Andrews Avenue",https://www.paf.mil.ph/,public,14.5160,121.0197
Colonel Jesus Villamor Air Base Gate Guard,Pasay,Metro Manila,Philippines,1309,Asia,"Colonel Jesus Villamor Air Base, Andrews Avenue",,restricted,14.5136,121.0154
Armed Forces of the Philippines Museum,Quezon City,Metro Manila,Philippines,,Asia,"Gen. Arturo Enrile Building and Kagitingan Park, Camp Aguinaldo, EDSA",,restricted,14.6110,121.0619
Philippine National Police Museum,Quezon City,Metro Manila,Philippines,1111,Asia,"Camp General Rafael T. Crame, EDSA",,restricted,14.6083,121.0533
Naval Station Jose Andrada,Manila,Metro Manila,Philippines,,Asia,"2335 Roxas Boulevard, Malate",,public,14.5619,120.9857
Museo Pambata,Manila,Metro Manila,Philippines,1000,Asia,"Roxas Boulevard corner South Drive, Ermita",https://museopambata.org/,public,14.5791,120.9771
Newport Boulevard Aircraft Monument,Pasay,Metro Manila,Philippines,,Asia,"Newport Boulevard roundabout garden, Barangay 183, near NAIA Terminal 3",,public,14.5248,121.0126
Palacio de Memoria,Parañaque,Metro Manila,Philippines,,Asia,"2118 Roxas Boulevard, Barangay Tambo",https://palaciodememoria.com/,public,14.5200,120.9944
Air Force City Park,Angeles City,Pampanga,Philippines,,Asia,"Andres Bonifacio Avenue, Clark Freeport Zone",,public,15.1753,120.5413
Cesar Basa Air Base,Floridablanca,Pampanga,Philippines,2006,Asia,"Cesar Basa Air Base, 5th Fighter Wing",https://www.paf.mil.ph/bases/basa-air-base,restricted,14.9870,120.4931
Colonel Ernesto Rabina Air Base,Capas,Tarlac,Philippines,,Asia,Colonel Ernesto Rabina Air Base (Crow Valley),,restricted,15.2578,120.3753
Camp General Servillano Aquino,Tarlac City,Tarlac,Philippines,,Asia,"Camp General Servillano Aquino, San Miguel",,restricted,15.4358,120.5926
Marikit Park,Olongapo,Zambales,Philippines,2200,Asia,"Marikit Park, East Bajac-Bajac",,public,14.8375,120.2830
Anne Raquel's Resort F-8 Crusader,Dinalupihan,Bataan,Philippines,,Asia,Roman Superhighway at the Bataan-Zambales provincial boundary,,public,14.8482,120.3384
Basilio Fernando Air Base,Lipa,Batangas,Philippines,,Asia,"Basilio Fernando Air Base, Fernando Air Base Road",https://www.paf.mil.ph/bases/fernando-air-base,restricted,13.9544,121.1244
Major Danilo Atienza Air Base,Cavite City,Cavite,Philippines,4100,Asia,"Major Danilo Atienza Air Base, Sangley Point",https://www.paf.mil.ph/bases/major-danilo-atienza-air-base,restricted,14.4957,120.9078
Philippine Navy Museum,Cavite City,Cavite,Philippines,4100,Asia,"Fort San Felipe, Naval Base Cavite",,restricted,14.4819,120.9167
Tagaytay City Aircraft Display,Tagaytay,Cavite,Philippines,4120,Asia,Tagaytay City,,public,14.0993,120.9392
Villa Escudero Plantations and Resort,Tiaong,Quezon,Philippines,4325,Asia,"Km 91 Maharlika Highway, Barangay Bulakin",https://villaescudero.com/,public,13.9959,121.3441
Greenbelt Park Gumaca,Gumaca,Quezon,Philippines,,Asia,"Greenbelt Park, Poblacion",,public,13.9222,122.0991
"Air Power Park, Philippine Military Academy",Baguio,Benguet,Philippines,,Asia,"Fort Gregorio H. del Pilar, Loakan",https://www.pma.edu.ph/,appointment,16.3609,120.6197
Camp Cape Bojeador,Burgos,Ilocos Norte,Philippines,2918,Asia,"Philippine Marine Corps Camp Cape Bojeador, Barangay Buduan",,public,18.5123,120.5979
Passi City Eco-Park,Passi,Iloilo,Philippines,5037,Asia,Passi City Eco-Park,,public,11.1052,122.6417
People's Park Silay City,Silay,Negros Occidental,Philippines,6116,Asia,"People's Park, Barangay E. Lopez",,public,10.7994,122.9756
Mactan-Benito Ebuen Air Base Aircraft Park,Lapu-Lapu City,Cebu,Philippines,,Asia,Mactan-Benito Ebuen Air Base,https://www.paf.mil.ph/paf-bases/mactan-benito-ebuen-air-base/,restricted,10.3072,123.9789
Zamboanga International Airport,Zamboanga City,Zamboanga del Sur,Philippines,7000,Asia,"Zamboanga International Airport, Governor Camins Avenue",,public,6.9222,122.0598
Edwin Andrews Air Base,Zamboanga City,Zamboanga del Sur,Philippines,7000,Asia,Edwin Andrews Air Base,https://www.paf.mil.ph/bases/edwin-andrews-air-base,restricted,6.9225,122.0597
Camp Navarro,Zamboanga City,Zamboanga del Sur,Philippines,7000,Asia,"Camp General Basilio Navarro, Upper Calarian",,restricted,6.9177,122.0396
Cantilan Town Plaza,Cantilan,Surigao del Sur,Philippines,8317,Asia,"Cantilan Town Plaza, Barangay Lininti-an",,public,9.3361,125.9772
