name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Alaska Aviation Museum,Anchorage,Alaska,United States,99502,North America,"4721 Aircraft Drive, Lake Hood",https://alaskaairmuseum.org/,public,61.17890,-149.97249
Bryant Army Heliport,Anchorage,Alaska,United States,99505,North America,"Bryant Army Heliport, Joint Base Elmendorf-Richardson",https://www.jber.jb.mil/,restricted,61.26594,-149.66503
Eielson AFB Heritage Park,Moose Creek,Alaska,United States,99702,North America,"Flightline Avenue, Eielson AFB",https://www.eielson.af.mil/,restricted,64.69060,-147.09948
Fairbanks International Airport -- Fairbanks,Fairbanks,Alaska,United States,99709,North America,6450 Airport Way,https://dot.alaska.gov/faiiap/,public,64.81808,-147.86594
JBER 144th Airlift Squadron Air Park,Anchorage,Alaska,United States,99506,North America,"37th Street at Airlifter Drive, Joint Base Elmendorf-Richardson",https://www.jber.jb.mil/,restricted,61.26073,-149.81674
JBER Boniface Gate,Anchorage,Alaska,United States,99504,North America,"Boniface Gate, Joint Base Elmendorf-Richardson",https://www.jber.jb.mil/,public,61.22954,-149.77798
JBER Government Hill Gate,Anchorage,Alaska,United States,99501,North America,"Government Hill Gate, Joint Base Elmendorf-Richardson",https://www.jber.jb.mil/,public,61.23142,-149.87112
JBER Heritage Park,Anchorage,Alaska,United States,99506,North America,Joint Base Elmendorf-Richardson,https://www.jber.jb.mil/,restricted,61.24770,-149.80224
JBER Richardson H-21 Display,Anchorage,Alaska,United States,99505,North America,"Joint Base Elmendorf-Richardson, Richardson side",https://www.jber.jb.mil/,restricted,61.23163,-149.74813
Kenai Municipal Airport -- Kenai,Kenai,Alaska,United States,99611,North America,305 North Willow Street,https://www.kenai.city/airport,public,60.56444,-151.24433
Museum of Alaska Transportation and Industry,Wasilla,Alaska,United States,99654,North America,3800 West Museum Drive,https://www.museumofalaska.org/,public,61.57700,-149.54803
Pike's Waterfront Lodge -- Fairbanks,Fairbanks,Alaska,United States,99709,North America,1850 Hoselton Road,https://www.pikeslodge.com/,public,64.83206,-147.84597
Pioneer Air Museum,Fairbanks,Alaska,United States,99701,North America,"Pioneer Park, 2300 Airport Way",https://pioneerairmuseum.org/,public,64.83947,-147.77509
