name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Lone Star Flight Museum,Houston,Texas,United States,77034,North America,11551 Aerospace Avenue,https://lonestarflight.org/,public,29.6038,-95.1751
Frontiers of Flight Museum,Dallas,Texas,United States,75209,North America,6911 Lemmon Avenue,https://flightmuseum.com/,public,32.8424,-96.8353
CAF National Airbase,Dallas,Texas,United States,75237,North America,5657 Mariner Drive,https://flynaec.org/,public,32.6800,-96.8700
Fort Worth Aviation Museum,Fort Worth,Texas,United States,76106,North America,3300 Ross Avenue,https://fortworthaviationmuseum.com/,public,32.8057,-97.3555
Vintage Flying Museum,Fort Worth,Texas,United States,76106,North America,"505 NW 38th Street, Hangar 33S",https://www.vintageflyingmuseum.org/,public,32.8126,-97.3558
Mid America Flight Museum,Mount Pleasant,Texas,United States,75455,North America,602 Mike Hall Parkway,https://www.midamericaflightmuseum.com/,public,33.1010,-94.9650
USS Lexington Museum on the Bay,Corpus Christi,Texas,United States,78402,North America,2914 N Shoreline Boulevard,https://usslexington.com/,public,27.8149,-97.3889
Texas Air Museum Stinson Chapter,San Antonio,Texas,United States,78214,North America,1234 99th Street,https://www.texasairmuseum.org/,public,29.3399,-98.4760
Texas Air Museum Caprock Chapter,Slaton,Texas,United States,79364,North America,12102 FM 400 #34,https://thetexasairmuseum.org/,public,33.4861,-101.6584
Historic Aviation Memorial Museum,Tyler,Texas,United States,75704,North America,"150 Airport Drive, Suite 2-7",https://tylerhamm.org/,public,32.3589,-95.3989
Silent Wings Museum,Lubbock,Texas,United States,79403,North America,6202 N Interstate 27,https://www.mylubbock.us/400/Silent-Wings-Museum,public,33.6578,-101.8317
Texas Air and Space Museum,Amarillo,Texas,United States,79111,North America,10001 American Drive,https://www.texasairandspacemuseum.org/,public,35.2137,-101.7141
Hangar 25 Air Museum,Big Spring,Texas,United States,79720,North America,1911 Apron Drive,https://hangar25airmuseum.org/,public,32.2126,-101.5217
Pioneer Flight Museum,Kingsbury,Texas,United States,78638,North America,190 Pershing Lane,https://pioneerflightmuseum.org/,appointment,29.6350,-97.8122
Perrin AFB Historical Museum,Denison,Texas,United States,75020,North America,436 McCullum,https://perrinafbhistoricalmuseum.org/,public,33.7089,-96.6619
National WASP WWII Museum,Sweetwater,Texas,United States,79556,North America,210 Avenger Field Road,https://waspmuseum.org/,public,32.4586,-100.4642
No. 1 British Flying Training School Museum,Terrell,Texas,United States,75160,North America,119 Silent Wings Boulevard,https://www.bftsmuseum.org/,public,32.7090,-96.2670
American Airlines C.R. Smith Museum,Fort Worth,Texas,United States,76155,North America,4601 Highway 360 at FAA Road,https://crsmithmuseum.org/,public,32.8332,-97.0637
National Vietnam War Museum,Weatherford,Texas,United States,76088,North America,12685 Mineral Wells Highway,https://www.nationalvnwarmuseum.org/,public,32.7999,-98.0439
