name|city|state_province|country|postal_code|region|address|website|access_type|latitude|longitude
Atatürk Parkı Phantom Monument -- Adana|Adana|Adana|Turkey||Asia|Cemalpaşa Mahallesi, Seyhan||public|37.001919|35.335911
İncirlik Air Base F-5 Gate Guard -- Adana|Adana|Adana|Turkey||Asia|İncirlik Hava Üssü, Sarıçam||restricted|36.994404|35.424080
İncirlik Yolu F-104 Monument -- Yüreğir, Adana|Adana|Adana|Turkey||Asia|Sezai Karakoç Bulvarı, Yüreğir||public|36.992752|35.392509
Afyonkarahisar TF-104G Monument|Afyonkarahisar|Afyonkarahisar|Turkey||Asia|Fatih Mahallesi||public|38.722839|30.593596
Sinanpaşa Dornier Do 28 Monument -- Afyonkarahisar|Sinanpaşa|Afyonkarahisar|Turkey||Asia|Sinanpaşa||public|38.790649|30.385822
Dinar U-17 Monument -- Afyonkarahisar|Dinar|Afyonkarahisar|Turkey||Asia|Dinar||public|38.068932|30.165957
Zafertepeçalköy Do 28 Monument -- Afyonkarahisar|Zafertepeçalköy|Afyonkarahisar|Turkey||Asia|Zafertepeçalköy||public|38.913509|30.062183
Aksaray BAe 146 Roadside Display|Aksaray|Aksaray|Turkey||Asia|Aratol İstiklal, Ankara-Adana Yolu||public|38.331257|33.975391
Merzifon Air Base Air Park -- Amasya|Merzifon|Amasya|Turkey||Asia|Merzifon Hava Üssü||restricted|40.853004|35.531567
Merzifon Sofular F-5 Monument -- Amasya|Merzifon|Amasya|Turkey||Asia|Sofular||public|40.879833|35.459873
Etimesgut Air Base Aircraft Displays -- Ankara|Ankara|Ankara|Turkey||Asia|Erler Mahallesi, Etimesgut||restricted|39.954906|32.687420
Hava Lojistik Komutanlığı Aircraft Displays -- Ankara|Ankara|Ankara|Turkey||Asia|Sakıp Sabancı Bulvarı, Etimesgut||restricted|39.914928|32.714245
Ankara Bulvarı Aircraft Monuments -- Etimesgut, Ankara|Ankara|Ankara|Turkey||Asia|Erler Mahallesi, Ankara Bulvarı, Etimesgut||public|39.937962|32.692307
Keçiören Phantom Monument -- Ankara|Ankara|Ankara|Turkey||Asia|Ovacık Mahallesi, Keçiören||public|40.009396|32.820354
Angora Bulvarı NF-5 Monument -- Çankaya, Ankara|Ankara|Ankara|Turkey||Asia|Mutlukent Mahallesi, Angora Bulvarı, Çankaya||public|39.883518|32.713230
Akıncı Air Base Air Park -- Kahramankazan, Ankara|Kahramankazan|Ankara|Turkey||Asia|Akıncı Hava Üssü, Mürted||restricted|40.084831|32.573051
Sincan Phantom Monument -- Ankara|Ankara|Ankara|Turkey||Asia|Sincan||public|39.966942|32.578419
Kızılcahamam Phantom Monument -- Ankara|Kızılcahamam|Ankara|Turkey||Asia|Akçay Mahallesi||public|40.473438|32.652870
Gülbağı Transall Monument -- Balâ, Ankara|Balâ|Ankara|Turkey||Asia|Gülbağı||public|39.350548|32.894707
Antalya F-104 Monument|Antalya|Antalya|Turkey||Asia|Yenigöl Mahallesi, Muratpaşa||public|36.919178|30.787659
Aksu Aviation Vocational School Aircraft -- Antalya|Aksu|Antalya|Turkey||Asia|Çalkaya, Aksu||appointment|36.946301|30.845224
Karain Airfield Display Aircraft -- Döşemealtı, Antalya|Döşemealtı|Antalya|Turkey||Asia|Karain||restricted|37.098190|30.642654
Balıkesir Air Base Air Park|Balıkesir|Balıkesir|Turkey||Asia|Balıkesir Hava Üssü, Altıeylül||restricted|39.631874|27.922443
Balıkesir City Centre F-104 Monument|Balıkesir|Balıkesir|Turkey||Asia|Kasaplar, Altıeylül||public|39.643368|27.885971
Balıkesir Atatürk Mahallesi T-33 Monument|Balıkesir|Balıkesir|Turkey||Asia|Atatürk Mahallesi, Karesi||public|39.659050|27.892885
Bandırma Air Base Air Park -- Balıkesir|Bandırma|Balıkesir|Turkey||Asia|600 Evler Mahallesi, Bandırma Hava Üssü||restricted|40.333160|27.974077
Burhaniye Do 28 Monument -- Balıkesir|Burhaniye|Balıkesir|Turkey||Asia|Hürriyet, Melih Pabuçcuoğlu Caddesi||public|39.489071|26.959282
Edremit Uçak Restaurant A340 -- Balıkesir|Edremit|Balıkesir|Turkey||Asia|Mahkeme, İzmir-Çanakkale Yolu||public|39.539230|27.012499
Batman Air Base F-104 Gate Guard|Batman|Batman|Turkey||Asia|Batman Hava Üssü, Gültepe Mahallesi||public|37.910816|41.116493
Batman Recep Tayyip Erdoğan Bulvarı T-33 Monument|Batman|Batman|Turkey||Asia|Gültepe Mahallesi, Recep Tayyip Erdoğan Bulvarı||public|37.925117|41.124016
Bozüyük T-37 Monument -- Bilecik|Bozüyük|Bilecik|Turkey||Asia|Çarşı Mahallesi||public|39.912079|30.028118
Osmaneli U-17 Monument -- Bilecik|Osmaneli|Bilecik|Turkey||Asia|Zafer Sokak||public|40.357334|30.015491
Bingöl UH-1 Monument|Bingöl|Bingöl|Turkey||Asia|İnönü Mahallesi||public|38.878292|40.508301
Burdur Phantom Monument|Burdur|Burdur|Turkey||Asia|Bağlar Mahallesi||public|37.724140|30.277086
Bursa Altınova Phantom Monument|Bursa|Bursa|Turkey||Asia|Altınova, Osmangazi||public|40.228481|29.066545
Uludağ Üniversitesi RF-84F Monument -- Bursa|Bursa|Bursa|Turkey||Asia|Uludağ Üniversitesi Kampüsü, Nilüfer||public|40.226009|28.875685
Yenişehir Air Base Aircraft Displays -- Bursa|Yenişehir|Bursa|Turkey||Asia|Yenişehir Hava Üssü||restricted|40.255608|29.583292
