name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Ajloun Road F-104 Monument,Ajloun,Ajloun Governorate,Jordan,,Asia,Ajloun to Amman road,,public,32.30449,35.77510
Al Karak Helicopter Display,Al Karak,Karak Governorate,Jordan,,Asia,"Marwad, Al Karak sub-district",,public,31.09389,35.72062
Al Mafraq Starfighter Display,Al Mafraq,Mafraq Governorate,Jordan,25113,Asia,,,public,32.33897,36.24200
Aqaba C-130 Hercules Wreck,Aqaba,Aqaba Governorate,Jordan,,Asia,"Aqaba Marine Park, offshore dive site",,public,29.41872,34.97238
Aqaba Lockheed TriStar Wreck,Aqaba,Aqaba Governorate,Jordan,,Asia,"Off the old phosphate port, near King Abdullah Reef",,public,29.50182,34.99106
Aqaba Underwater Military Museum,Aqaba,Aqaba Governorate,Jordan,,Asia,"Aqaba Marine Park, south coast",,public,29.44645,34.96710
Bait Ali Lodge Camp,Al Shakiriya,Aqaba Governorate,Jordan,,Asia,"Bait Ali Lodge Camp, Quwayra district",,public,29.68827,35.42963
Balila F-104 Monument,Balila,Jerash Governorate,Jordan,,Asia,"Highway 35, Balila",,public,32.38839,35.94600
Dabouq Bulldog Display,Amman,Amman Governorate,Jordan,19152,Asia,"Hashimiya Street, Al-Hummar, Dabouq",,restricted,32.00055,35.80738
Irbid A310 Display,Irbid,Irbid Governorate,Jordan,21141,Asia,"AlHaram Pyramid Restaurant, Aydoun",,public,32.51467,35.87309
Jordan University of Science and Technology,Ar Ramtha,Irbid Governorate,Jordan,,Asia,"JUST campus, Irbid-Ramtha road",,public,32.48944,35.98703
Kerak Aircraft Roundabout,Al Karak,Karak Governorate,Jordan,,Asia,"Marwad, Al Karak sub-district",,public,31.11226,35.71319
King Hussein Air Base Mafraq,Al Mafraq,Mafraq Governorate,Jordan,,Asia,"King Hussein Air Base, Royal Jordanian Air Academy",,restricted,32.35425,36.24642
Madaba Aircraft Roundabout,Madaba,Madaba Governorate,Jordan,,Asia,"Dawwar al-Tayyara, Madaba",,public,31.72865,35.78408
Marka Air Base Gate Guard,Amman,Amman Governorate,Jordan,11131,Asia,"King Abdullah I Street, Al-Mahatta, Marka",,public,31.97497,35.97766
Martyrs' Memorial and Military Museum,Amman,Amman Governorate,Jordan,,Asia,"Sports City district, next to Al-Hussein Youth City",,public,31.98655,35.90640
Mu'tah University Al Karak,Al Karak,Karak Governorate,Jordan,,Asia,Mu'tah University campus,,public,31.09372,35.70997
Muwaffaq Salti Air Base Azraq,Azraq,Zarqa Governorate,Jordan,,Asia,Muwaffaq Salti Air Base,,restricted,31.84220,36.79327
Prince Hassan Air Base H-5,Safawi,Mafraq Governorate,Jordan,,Asia,"Prince Hassan Air Base, H-5",,restricted,32.17553,37.13877
Ramtha Hunter Display,Ar Ramtha,Irbid Governorate,Jordan,21410,Asia,,,restricted,32.50790,36.00117
Royal Automobile Museum,Amman,Amman Governorate,Jordan,11831,Asia,"Said Kheir Street, King Hussein Park, Dabouq",,public,31.98313,35.82634
Safawi Aircraft Monument,Safawi,Mafraq Governorate,Jordan,,Asia,"Highway 5, Safawi (H-5)",,public,32.18972,37.11877
Umm al-Aswad F-104 Monument,Amman,Amman Governorate,Jordan,11891,Asia,"Ahl al-Bayt road, Umm al-Aswad, Wadi as-Sir",,public,31.97668,35.78697
University of Jordan Amman,Amman,Amman Governorate,Jordan,11196,Asia,"University of Jordan campus, Jubeiha",,public,32.00938,35.87664
